sc_r,sc_eps,oc_r,oc_eps,sos_ktheta,so_kr,D_11,D_11H,D_14,BM_T11H,BM_T14
4.347369,0.3243235,3.2572477,0.0573268,100,350,2.610032147,2.708739988,2.498678752,56.50401034,47.54392085
4.440769,0.28290814,3.2316427,0.13746715,100,350,2.499640237,2.581199613,2.431742022,50.49555716,41.28486798
4.3264217,0.11982819,3.3912313,0.03181284,100,350,2.657603733,2.768976367,2.465139176,52.34872294,34.23625093
4.358798,0.36751038,3.40928,0.06286112,100,350,2.535077228,2.602534432,2.464006679,53.67566195,45.18547646
4.707752,0.048688717,3.412177,0.026476575,100,350,2.651538502,2.750441885,2.479721448,47.97174768,44.78335876
4.216014,0.28872895,3.5731966,0.114118196,100,350,2.401411311,2.497270712,2.310832909,43.59484496,33.01268468
4.8,0.04,3.4298804,0.16,100,350,2.391326117,2.467727915,2.303372409,44.60163834,34.71332293
4.66272,0.19291879,3.537951,0.12879516,100,350,2.361960961,2.422662409,2.23923613,44.28125482,35.33548268
4.3299417,0.1664417,3.6664648,0.0167082,100,350,2.626170649,2.718630562,2.539150362,52.94443609,32.84605002
4.239229,0.30488354,3.7139,0.07910521,100,350,2.386416155,2.464815081,2.286972272,43.68427563,37.5657907
4.3039117,0.2965177,3.1128864,0.023184594,100,350,2.778546005,2.875587965,2.600427403,60.6804884,39.48036847
4.431342,0.058099616,3.1469862,0.012023381,100,350,2.886199413,2.891788964,2.726091848,44.04193664,49.12402537
4.6683927,0.110405244,3.1436846,0.088301,100,350,2.577503271,2.598476167,2.421128265,28.68685377,33.64647226
4.475465,0.21661928,3.5271573,0.07989297,100,350,2.447529825,2.514871448,2.362031099,45.21851022,36.58906151
4.6051188,0.094560154,3.4869766,0.04411859,100,350,2.544022097,2.545991885,2.46992774,27.432281,42.79865525
4.333149,0.10606298,3.6344647,0.112882,100,350,2.368665818,2.439061973,2.267012984,47.2453929,30.59659087
4.8,0.039999995,3.481866,0.15776928,100,350,2.370283034,2.43660613,2.241574032,45.428149,36.96228698
4.7633677,0.044449586,3.531367,0.106569394,100,350,2.402559413,2.473948614,2.309725418,39.36212165,37.23076666
4.8,0.039999995,3.557682,0.16,100,350,2.335136717,2.395267965,2.212077828,46.43491736,32.65547415
4.4886913,0.062736474,3.797571,0.088424705,100,350,2.321133208,2.373569338,2.189964257,44.26426293,31.09893158
4.200656,0.250501,3.0993748,0.08800423,100,350,2.640182035,2.753557104,2.497280237,58.90326501,33.62415575
4.714875,0.04414414,3.0674858,0.054045573,100,350,2.694740961,2.817560424,2.509778602,55.54696375,39.82771839
4.526005,0.1500341,3.1060193,0.10415622,100,350,2.582816929,2.618283196,2.422242484,49.7488904,32.98915324
4.722143,0.0655282,3.313498,0.005696441,100,350,2.825363958,2.770620162,2.673332085,38.16754042,45.21611353
4.587258,0.35613623,3.4497364,0.050448015,100,350,2.510101323,2.578241411,2.38454402,48.76669806,34.62754078
4.2022824,0.11881792,3.613416,0.1379967,100,350,2.356663046,2.432219064,2.25483397,52.1596184,32.14810115
4.2830987,0.35517126,3.6635525,0.05888178,100,350,2.445939538,2.518229001,2.358184794,45.44539456,41.98860245
4.558476,0.041883618,3.6856318,0.14219059,100,350,2.305532347,2.362887378,2.191090687,43.01107315,34.55295837
4.7413616,0.29627457,3.6754668,0.14650989,100,350,2.272461049,2.31415367,2.145825443,50.83542186,34.19803379
4.7767377,0.37402046,3.788482,0.06514908,100,350,2.315210412,2.331570537,2.173079351,47.52752882,34.91571465
4.691856959,0.334790007,3.476439168,0.080168513,100,350,2.428355081,2.421907591,2.339309388,44.16784965,31.65211874
4.512338675,0.223516773,3.476439291,0.127451515,100,350,2.404159014,2.467068739,2.315308027,47.50994354,34.93086233
4.512338137,0.334788814,3.476439046,0.080167752,100,350,2.457069213,2.504775618,2.373760861,48.30374911,39.48682088
4.512360144,0.223505985,3.476439415,0.127487932,100,350,2.403967865,2.476160462,2.316128851,44.64772914,34.09345631
4.691856959,0.334790007,3.476439168,0.080168609,100,350,2.42846362,2.45109432,2.338959189,47.83384034,38.31240044
4.512338685,0.334786195,3.476441382,0.127492081,100,350,2.399728514,2.462662884,2.310119863,46.14657032,34.99159407
4.512360144,0.223505985,3.476439414,0.127487932,100,350,2.404071086,2.4598803,2.315228714,48.37807056,40.89821976
4.512338122,0.223502163,3.476439874,0.080172212,100,350,2.463549513,2.520996941,2.381331723,49.4678283,42.08392625
4.51326842,0.223505985,3.476439414,0.127487932,100,350,2.403960949,2.460039288,2.314974919,47.39125436,33.23069025
4.63964833,0.3347911,3.476439152,0.080177226,100,350,2.437367865,2.491334182,2.347107228,46.95999554,27.00305424
4.223098,0.2727621,3.087603,0.016465962,100,350,2.825730137,2.960136404,2.649847753,49.78313882,43.63335428
4.414129,0.31139088,3.1731503,0.056238357,100,350,2.634188614,2.738040237,2.509861635,52.86310372,35.46831089
4.574314,0.28042975,3.1557944,0.060982123,100,350,2.602885593,2.66780367,2.431113009,58.79757987,42.07720411
4.3938246,0.37200645,3.243462,0.083611295,100,350,2.558492984,2.628967703,2.493469725,57.09452156,45.98694467
4.332112,0.22044979,3.312898,0.06484735,100,350,2.580291086,2.584260449,2.51838638,41.49145047,39.48222054
4.517791,0.08756159,3.421355,0.15378083,100,350,2.41199015,2.499977578,2.326013233,45.38709105,41.57430839
4.5032706,0.38169628,3.5373547,0.13090958,100,350,2.371051336,2.410778227,2.276180799,37.61557285,35.17878981
4.309126,0.105348095,3.5810592,0.14730291,100,350,2.35775171,2.431777104,2.25718417,52.34504718,35.35428699
4.462603,0.15337266,3.5755336,0.12199899,100,350,2.374788627,2.442861773,2.276225119,52.71997401,33.06758551
4.3724613,0.34694937,3.7996035,0.09953286,100,350,2.306007266,2.363963995,2.182132684,52.65462172,37.00742323
4.517210663,0.228222664,3.476439579,0.082175231,100,350,2.459349076,2.459577728,2.377034557,42.08603862,33.32081018
4.516472561,0.337022011,3.695909667,0.128447731,100,350,2.30542216,2.360274544,2.189791024,51.94502419,36.80762081
4.690138479,0.337021378,3.476439024,0.082216485,100,350,2.425687903,2.442265418,2.336443246,42.66883075,31.76729511
4.516468239,0.228225631,3.476438952,0.128447988,100,350,2.402390075,2.472094332,2.31337176,44.76319676,34.6099004
4.690140877,0.337022031,3.695909984,0.128441498,100,350,2.284808677,2.328541673,2.161457441,50.98766414,34.90426321
4.690130834,0.228587273,3.476449636,0.082307666,100,350,2.435245655,2.490655868,2.347109688,50.69016438,30.08908064
4.599179142,0.337008648,3.695909654,0.128448266,100,350,2.296109039,2.345678839,2.175204881,49.31991849,33.86710558
4.685933013,0.228216929,3.476440011,0.082216051,100,350,2.435998414,2.368866105,2.318295456,23.54306729,33.53762432
4.68961077,0.337021568,3.695823824,0.126091797,100,350,2.287265256,2.330829151,2.166758552,50.56049531,36.81391798
4.516469058,0.228433937,3.476439048,0.08219151,100,350,2.459375893,2.524118502,2.376840337,48.37719624,34.68269834
4.523868985,0.33904467,3.483296859,0.083966437,100,350,2.446653371,2.509723134,2.361440849,48.58495671,40.45799232
4.523883227,0.339040234,3.697447514,0.084004377,100,350,2.358088789,2.409672347,2.225058577,44.59151687,33.87501739
4.52388361,0.234069069,3.48363349,0.086101048,100,350,2.449155256,2.51168829,2.365070687,49.66396341,37.67545037
4.523883035,0.339045659,3.483297231,0.129213317,100,350,2.393664145,2.444930474,2.303820911,49.2197629,39.9664403
4.52388361,0.232529521,3.483297152,0.129270492,100,350,2.397809925,2.469866392,2.307722097,41.67366671,41.65545685
4.692919583,0.339045058,3.483319885,0.083975374,100,350,2.419772809,2.393401598,2.329338215,45.13488644,33.66219954
4.523869377,0.339044875,3.697444789,0.129243725,100,350,2.303117441,2.357600774,2.181346916,50.05929813,37.91964046
4.524666649,0.246087129,3.483297709,0.129270492,100,350,2.396914744,2.470177803,2.306221523,42.10651808,42.50844411
4.52386863,0.339045575,3.657684985,0.083965411,100,350,2.375075119,2.422444057,2.275251898,47.06190509,31.43117203
4.523868357,0.339044879,3.580370547,0.126204099,100,350,2.356264594,2.405310886,2.255646529,49.82358342,33.37774063
4.525099402,0.343259753,3.488370452,0.130026617,100,350,2.390456729,2.453958602,2.299222896,51.70398753,37.54978051
4.525102717,0.24660221,3.500032933,0.126442022,100,350,2.392760924,2.444205031,2.30074181,46.92437208,36.1506783
4.689610389,0.250749815,3.488370407,0.08559992,100,350,2.423713758,2.430846592,2.333953933,50.25724464,31.23211176
4.525099319,0.238013348,3.488464474,0.085599706,100,350,2.447651798,2.503255181,2.362582722,47.40520746,33.73976713
4.525100489,0.280759988,3.503187486,0.129281963,100,350,2.387205793,2.437133608,2.294505343,49.79679044,37.96192082
4.525099662,0.343259488,3.48837024,0.085616706,100,350,2.44198176,2.464962547,2.356261935,50.60874534,39.71620699
4.689645031,0.34324858,3.48838015,0.110438556,100,350,2.386093258,2.43070231,2.292635593,51.80364095,34.82071676
4.525100489,0.320903177,3.502796525,0.129618525,100,350,2.385534607,2.456527453,2.293082722,44.68795477,34.22164807
4.689615388,0.238001828,3.488394389,0.085599414,100,350,2.424850212,2.474543583,2.33527206,46.99787783,29.66553058
4.689642907,0.343258622,3.488370281,0.085602604,100,350,2.415772147,2.464567491,2.325155119,46.96008464,30.425124
4.685241165,0.337899628,3.494210747,0.087188192,100,350,2.41252397,2.444709638,2.321828489,49.67279154,40.74375218
4.53151744,0.345164051,3.488683213,0.130356245,100,350,2.38916417,2.441560911,2.296728227,44.99355516,35.57072786
4.529773156,0.345164051,3.488663998,0.130438344,100,350,2.389306579,2.442082934,2.297354881,49.37461355,35.96736861
4.690649961,0.241824289,3.48864792,0.086935627,100,350,2.422446979,2.459468552,2.333176854,49.50220626,40.88095832
4.690384885,0.241987845,3.490554782,0.091620135,100,350,2.415242697,2.447490549,2.324036966,49.44277365,41.09475738
4.690649961,0.24182385,3.488651634,0.086935526,100,350,2.422427116,2.447694806,2.33263563,49.00892792,43.60838221
4.690658831,0.34516254,3.488648149,0.086937576,100,350,2.41355608,2.459666604,2.322331136,51.81220569,35.31974673
4.52954548,0.345164051,3.488663998,0.130438344,100,350,2.389356954,2.439711223,2.290871174,49.63115425,35.52246013
4.690245022,0.34516254,3.488648149,0.088225918,100,350,2.412211723,2.450837129,2.300886916,52.05423555,40.7831962
4.690542554,0.34029189,3.48980085,0.086935426,100,350,2.413581498,2.445493745,2.302349888,42.89945156,35.84487683
4.6960387,0.348505464,3.488704163,0.130279246,100,350,2.365333071,2.412969451,2.26801613,45.83407631,31.71968679
4.565341622,0.246331264,3.488702505,0.087807627,100,350,2.438586742,2.496521223,2.351636792,47.21803292,39.3477953
4.696018839,0.348505736,3.488702498,0.08780009,100,350,2.411194444,2.442290075,2.320917179,52.76366639,34.48504553
4.536685088,0.246334814,3.488704018,0.087800137,100,350,2.442287615,2.50622563,2.357579526,45.92521252,41.07628148
4.691280824,0.347969125,3.489651167,0.130330012,100,350,2.365532722,2.402289825,2.259747915,43.48985096,35.03798408
4.536657884,0.348479632,3.48870297,0.087800756,100,350,2.436869238,2.482148714,2.351027291,51.91091339,44.45753337
4.536658387,0.246382264,3.488712053,0.130331768,100,350,2.392366205,2.465970125,2.301977528,46.20462725,32.36380899
4.566643727,0.346478682,3.488702928,0.087800456,100,350,2.432434432,2.432056417,2.312416167,52.8338808,39.75910586
4.538570018,0.246334814,3.488703727,0.091163429,100,350,2.437260187,2.500742659,2.350543558,47.8558437,42.362879
4.536685088,0.275996492,3.490088243,0.087800136,100,350,2.440011348,2.500554045,2.354634994,50.45990123,41.7294549
4.539836614,0.350118157,3.488722692,0.130208704,100,350,2.387901336,2.446357129,2.296668689,41.95112186,36.25640839
4.539836132,0.350118275,3.677678839,0.130208755,100,350,2.308788052,2.362730624,2.198496841,52.56613553,33.64820718
4.695828644,0.350136893,3.488717377,0.13020344,100,350,2.365175181,2.402469838,2.259958377,52.68948612,35.72720043
4.539970469,0.350136778,3.677671545,0.130208053,100,350,2.308668352,2.362817216,2.197459663,57.15035107,34.91243198
4.695830503,0.249595641,3.488721085,0.088579514,100,350,2.418508365,2.411544444,2.328644195,48.75307825,35.46317316
4.539839601,0.249551349,3.488717287,0.088615243,100,350,2.440274082,2.485971186,2.355060537,50.6415302,40.09390857
4.539836149,0.350134477,3.677671545,0.130208755,100,350,2.308747079,2.362849938,2.186701473,51.97807116,33.77459683
4.695835551,0.350136875,3.488742545,0.088581474,100,350,2.410021598,2.43379216,2.319256792,50.64456069,34.43350031
4.539837669,0.350135835,3.660493081,0.129943346,100,350,2.316348627,2.37111402,2.20203628,50.80773998,36.86187988
4.539837965,0.35012039,3.540883449,0.129731503,100,350,2.366868789,2.415179426,2.270345905,45.55608359,36.43681605
4.542466178,0.353989327,3.493164788,0.090217579,100,350,2.430513059,2.490549451,2.343703446,49.39271791,39.2166894
4.542466072,0.35398892,3.678807454,0.131453001,100,350,2.306712247,2.360400225,2.18272975,52.35008018,32.54673891
4.546537173,0.254846943,3.493199524,0.090219494,100,350,2.435081336,2.442295243,2.348517903,49.0049208,35.77739607
4.542466072,0.35398892,3.678807454,0.131452949,100,350,2.306688252,2.360620737,2.195016267,51.38863894,38.16218382
4.542466093,0.353989377,3.49315957,0.131453116,100,350,2.384488901,2.435799763,2.292369039,47.84539109,38.47246388
4.542466197,0.25405567,3.493159489,0.090219494,100,350,2.435629738,2.424132559,2.349606629,39.84057589,32.30790686
4.542466317,0.353989166,3.51413005,0.131453001,100,350,2.375861473,2.426735755,2.282174994,47.02979619,37.10944808
4.54246617,0.353988826,3.585991144,0.131453089,100,350,2.346239763,2.403993783,2.243719051,55.80169507,36.27591473
4.542466182,0.353989385,3.609495146,0.131452735,100,350,2.336088577,2.392844045,2.231537341,51.44638854,33.89399134
4.542466217,0.35398748,3.64599225,0.131430454,100,350,2.320638352,2.375784819,2.191005218,54.7252203,32.76426018
4.542489085,0.357622108,3.679427813,0.132628628,100,350,2.305131136,2.358805643,2.193172784,49.24580638,36.45769519
4.542488504,0.258313414,3.49717369,0.091755766,100,350,2.431761036,2.48411598,2.315404806,49.63190586,39.7756016
4.5424881,0.357622109,3.679428395,0.132628977,100,350,2.305203333,2.358447665,2.172672297,53.07431066,33.96789343
4.54250886,0.357622178,3.679453595,0.091791874,100,350,2.351820325,2.394742559,2.227667765,47.87208775,35.43295235
4.542487967,0.357620698,3.497172339,0.091749229,100,350,2.426783421,2.456494669,2.338260025,49.95072666,35.27590377
4.542588766,0.258313898,3.497181863,0.132626585,100,350,2.385341648,2.438375218,2.294076704,44.56211628,39.93238417
4.623813727,0.259229874,3.49717369,0.091749322,100,350,2.42070613,2.460900936,2.300218027,48.61879805,35.91593485
4.69094873,0.357622054,3.497171952,0.091770575,100,350,2.403214944,2.4263704,2.311458414,51.60079732,28.94736847
4.616716703,0.262009261,3.497314736,0.091830393,100,350,2.421467491,2.477886517,2.331691336,48.13076409,40.07959692
4.557707518,0.258311502,3.497173683,0.091755766,100,350,2.429651948,2.439309838,2.34253839,43.30894804,40.71497244
4.677117391,0.261197734,3.499934758,0.092371561,100,350,2.410886355,2.422511723,2.320278851,47.85180779,38.99520109
4.544107451,0.260844109,3.499935936,0.092368459,100,350,2.429298777,2.425772272,2.342163745,29.5643088,39.43394294
4.689125261,0.261783007,3.500138533,0.092370843,100,350,2.409019301,2.457662085,2.308788502,45.75646092,34.59779591
4.544101263,0.358857325,3.678925052,0.132515481,100,350,2.305457266,2.358917016,2.192418652,53.07353859,34.81787879
4.566451867,0.268077514,3.677674262,0.092441877,100,350,2.351774544,2.413300599,2.229384644,41.09125359,33.11663806
4.544100905,0.358803078,3.499934226,0.092368459,100,350,2.424462572,2.473984245,2.336386117,46.06743707,39.19419471
4.688049037,0.358367466,3.500291728,0.092525535,100,350,2.401348876,2.396463783,2.308625331,48.51464618,38.81656745
4.544255287,0.260882184,3.678916746,0.095054977,100,350,2.350419613,2.412657104,2.243143558,42.75263084,34.90615732
4.544100742,0.358851675,3.499935577,0.13251558,100,350,2.380496492,2.446755818,2.287731823,45.58979787,33.66783988
4.544215226,0.358801652,3.547816943,0.129389736,100,350,2.363683758,2.4157396,2.267307266,49.74191618,33.22607792
4.5,0.22,3.65,0.11,170,350,2.341941361,2.405183071,2.215185206,42.81524024,36.38719838
4.5,0.22,3.65,0.11,150,350,2.343360574,2.410742247,2.213090424,42.35316957,34.63741845
4.5,0.22,3.65,0.11,100,350,2.349871423,2.410391149,2.245267803,52.70024895,30.37400834
4.5,0.22,3.65,0.11,80,350,2.354955993,2.416107041,2.251387653,49.59861338,33.02836805
4.575,0.265,3.65,0.11,170,350,2.332805069,2.390455119,2.211790637,48.15889821,37.17648156
4.575,0.265,3.65,0.11,150,350,2.334314682,2.388281398,2.200163021,44.86801858,36.61040408
4.575,0.265,3.65,0.11,100,350,2.340431561,2.395185481,2.226694981,46.91323979,35.95648724
4.575,0.265,3.65,0.11,80,350,2.345516442,2.401246679,2.233138677,53.42905719,32.18912786
4.65,0.31,3.65,0.11,170,350,2.321934757,2.373486991,2.204180936,48.01335744,37.66681337
4.65,0.31,3.65,0.11,150,350,2.323317328,2.37638603,2.185209101,46.90222352,36.48687795
4.65,0.31,3.65,0.11,100,350,2.329393358,2.378165893,2.195743983,53.16535522,33.80379357
4.65,0.31,3.65,0.11,80,350,2.334207815,2.383587228,2.218602834,49.89790531,32.79997739
4.617613454,0.340063814,3.661130467,0.110495681,170,350,2.319753408,2.372371373,2.196339238,47.212097,37.07186717
4.617613454,0.340063814,3.661130467,0.110495681,150,350,2.321020949,2.376315393,2.193664719,49.71767161,37.6312113
4.617613454,0.340063814,3.661130467,0.110495681,100,350,2.32719035,2.377025019,2.207115705,49.36752474,31.98980298
4.617613454,0.340063814,3.661130467,0.110495681,80,350,2.33204422,2.382605493,2.209479675,52.31435463,32.46219979
4.54246617,0.353988826,3.585991144,0.131453089,170,350,2.338057541,2.39903216,2.223987865,46.43245557,35.42715639
4.54246617,0.353988826,3.585991144,0.131453089,150,350,2.339327104,2.403809413,2.204740025,49.91490808,36.60862675
4.54246617,0.353988826,3.585991144,0.131453089,100,350,2.345999238,2.403895031,2.244329663,56.36112347,32.69663159
4.54246617,0.353988826,3.585991144,0.131453089,80,350,2.351238514,2.409555893,2.24197819,54.25783721,33.38532464
4.542466182,0.353989385,3.609495146,0.131452735,170,350,2.328001036,2.388624557,2.195506554,49.0571402,37.43736827
4.542466182,0.353989385,3.609495146,0.131452735,150,350,2.329658377,2.391744107,2.214773783,47.32586179,35.23621593
4.542466182,0.353989385,3.609495146,0.131452735,100,350,2.335967953,2.392835855,2.224004757,49.86345252,31.66556285
4.542466182,0.353989385,3.609495146,0.131452735,80,350,2.3409501,2.398196092,2.227680387,51.54678116,33.63560694
4.575,0.265,3.65,0.11,170,350,2.332024819,2.390475543,2.207558165,46.82828825,35.05731251
4.575,0.265,3.65,0.11,170,350,2.332287378,2.389718065,2.204033558,45.59437823,36.49728375
4.575,0.265,3.65,0.11,170,350,2.332672372,2.389900787,2.215168876,45.80323669,34.25343094
4.575,0.265,3.65,0.11,170,350,2.332678889,2.387074906,2.201538926,47.74322282,37.28673936
4.575,0.265,3.65,0.11,190,350,2.331689863,2.38321839,2.210830624,45.86199903,33.90868356
4.575,0.265,3.65,0.11,190,350,2.332034707,2.385348327,2.198262634,46.95053279,35.79482856
4.575,0.265,3.65,0.11,100,350,2.340488652,2.395549763,2.235046404,49.61318505,34.69612582
4.575,0.265,3.65,0.11,120,350,2.337210025,2.402749164,2.210786342,44.74065449,34.25933129
4.575,0.265,3.65,0.11,130,350,2.336080961,2.400017029,2.225008177,41.10303504,33.32748497
4.575,0.265,3.65,0.11,140,350,2.33491035,2.395526929,2.215326592,46.57093749,37.90049675
4.575,0.265,3.65,0.11,150,350,2.334457154,2.393685968,2.202444682,46.84287386,35.89103194
4.575,0.265,3.65,0.11,160,350,2.333329763,2.392000437,2.20386839,47.66308601,40.51304593
4.575,0.265,3.65,0.11,170,350,2.333103458,2.389925493,2.209256904,45.91916338,37.03796686
4.575,0.265,3.65,0.11,190,350,2.331693645,2.384573508,2.211361011,43.67930068,35.15114925
4.575,0.265,3.65,0.11,200,350,2.331366866,2.383571685,2.195506841,46.48181179,41.16439952
4.575,0.265,3.65,0.11,210,350,2.330996841,2.384885281,2.201555094,45.54596087,35.25375885
4.575,0.265,3.65,0.11,220,350,2.330667703,2.385034757,2.202149288,48.20532676,35.46410847
4.575,0.265,3.65,0.11,230,350,2.330287016,2.378925868,2.205479126,47.02525902,39.32115605
4.575,0.265,3.65,0.11,250,350,2.329581386,2.382751236,2.200975119,48.38475465,38.75712898
4.575,0.265,3.65,0.11,80,350,2.345480861,2.400581648,2.220825119,50.90261544,37.74145006
4.575,0.265,3.65,0.11,100,350,2.340649638,2.39552427,2.215651473,50.41816396,35.74081251
4.575,0.265,3.65,0.11,120,350,2.337202372,2.400342946,2.217411423,43.21031992,33.91098016
4.575,0.265,3.65,0.11,130,350,2.336088352,2.399422821,2.220277428,47.12329739,33.21758104
4.575,0.265,3.65,0.11,140,350,2.33503804,2.395271448,2.222588652,47.66903506,31.76518336
4.575,0.265,3.65,0.11,150,350,2.334247141,2.393676717,2.212539014,48.01442542,35.84713727
4.575,0.265,3.65,0.11,160,350,2.333444844,2.390393933,2.193224644,45.71850153,35.86548947
4.575,0.265,3.65,0.11,170,350,2.333028202,2.389832147,2.207496979,46.3066886,37.60903973
4.575,0.265,3.65,0.11,190,350,2.331861199,2.385118939,2.199722697,45.49171175,37.80560072
4.575,0.265,3.65,0.11,200,350,2.331478976,2.381348677,2.199549213,45.17091397,40.13980321
4.575,0.265,3.65,0.11,210,350,2.330929351,2.380932996,2.208201111,46.25538086,35.37776656
4.575,0.265,3.65,0.11,220,350,2.330672197,2.381350162,2.197179213,45.02147134,34.54887033
4.575,0.265,3.65,0.11,230,350,2.330349675,2.379130874,2.196855581,45.21662664,37.52675759
4.575,0.265,3.65,0.11,250,350,2.32977422,2.379135918,2.197160899,45.55543543,35.521442
4.575,0.265,3.65,0.11,170,350,2.337794045,2.412738464,2.212923246,45.56092949,37.54846104
4.575,0.265,3.65,0.11,170,350,2.338175943,2.404666492,2.210425506,46.2456668,38.79572965
4.575,0.265,3.65,0.11,170,350,2.338882846,2.40719191,2.214263583,46.71181554,37.85205629
4.575,0.265,3.65,0.11,170,350,2.337256891,2.407148951,2.21964427,46.79776209,37.58068149
4.575,0.265,3.65,0.11,170,350,2.337427029,2.405675905,2.220221261,44.37902513,36.21697484
4.575,0.265,3.65,0.11,170,350,2.337903783,2.39930985,2.20753824,48.81762876,37.34216203
4.575,0.265,3.65,0.11,170,350,2.337141798,2.408417416,2.211724257,45.76123433,37.73076218
4.575,0.265,3.65,0.11,170,350,2.337069313,2.404800462,2.214193134,45.50054643,38.95630092
4.575,0.265,3.65,0.11,170,350,2.337980936,2.40243613,2.202927541,46.98071149,39.43044074
4.575,0.265,3.65,0.11,160,350,2.338588664,2.414436717,2.221806092,48.57615647,37.6023137
4.575,0.265,3.65,0.11,160,350,2.339096929,2.412610075,2.22188412,47.67701178,39.98410011
4.575,0.265,3.65,0.11,160,350,2.33944432,2.410168402,2.218006005,45.27014203,36.50924686
4.575,0.265,3.65,0.11,160,350,2.338026542,2.410430462,2.218085156,43.39915261,35.78573522
4.575,0.265,3.65,0.11,160,350,2.338181561,2.409223958,2.208782547,46.60825804,41.66606732
4.575,0.265,3.65,0.11,160,350,2.338740836,2.406145131,2.217093533,46.01425025,38.08906233
4.575,0.265,3.65,0.11,160,350,2.337986217,2.410032509,2.213882459,45.544077,34.46436577
4.575,0.265,3.65,0.11,160,350,2.338660225,2.405736866,2.211471348,43.41982188,37.66631153
4.783425252,0.26020483,3.615604502,0.038971308,70,350,2.463995481,2.511766866,2.289421935,52.80573083,35.10580135
4.783425252,0.26020483,3.615604502,0.038971308,80,350,2.459215468,2.488037004,2.292803171,48.53171672,37.07409731
4.783425252,0.26020483,3.615604502,0.038971308,90,350,2.455545818,2.399675593,2.282772235,43.10540163,40.49447877
4.783425252,0.26020483,3.615604502,0.038971308,100,350,2.452774869,2.471356442,2.284919451,46.45201105,41.02218652
4.783425252,0.26020483,3.615604502,0.038971308,110,350,2.450526267,2.423594732,2.315447016,43.45104203,38.59899247
4.783425252,0.26020483,3.615604502,0.038971308,120,350,2.448450275,2.47980819,2.353571411,50.54999914,20.97394466
4.783425252,0.26020483,3.615604502,0.038971308,130,350,2.447173483,2.413389551,2.339929551,45.65177363,28.19718995
4.783425252,0.26020483,3.615604502,0.038971308,140,350,2.445685805,2.443160437,2.350680612,42.39936806,32.64012716
4.783425252,0.26020483,3.615604502,0.038971308,150,350,2.444623533,2.407513483,2.310005943,34.50688208,35.79379473
4.783425252,0.26020483,3.615604502,0.038971308,160,350,2.443500961,2.405411561,2.307744557,35.38488213,32.96758623
4.783425252,0.26020483,3.615604502,0.038971308,170,350,2.442761873,2.407223383,2.313218702,39.18708661,27.59423006
4.783425252,0.26020483,3.615604502,0.038971308,180,350,2.441799813,2.41271387,2.274684382,36.50672423,42.50342362
4.783425252,0.26020483,3.615604502,0.038971308,190,350,2.441328365,2.407964582,2.343112572,35.85509913,44.44955014
4.783425252,0.26020483,3.615604502,0.038971308,200,350,2.440604519,2.448438951,2.329311635,41.86646581,29.86546614
4.783425252,0.26020483,3.615604502,0.038971308,90,330,2.461888851,2.429310375,2.282205218,31.84873957,31.02534219
4.783425252,0.26020483,3.615604502,0.038971308,90,340,2.458564757,2.47941583,2.362557016,51.09945363,29.66113712
4.783425252,0.26020483,3.615604502,0.038971308,90,350,2.455758365,2.452189688,2.282619963,44.59868478,40.61663987
4.783425252,0.26020483,3.615604502,0.038971308,90,360,2.452725156,2.38040221,2.276983695,22.3275218,37.31969971
4.783425252,0.26020483,3.615604502,0.038971308,90,370,2.450292447,2.40867417,2.287532709,27.09545797,29.52775215
4.783425252,0.26020483,3.615604502,0.038971308,95,330,2.460274345,2.421514931,2.294592784,48.0966388,34.60909485
4.783425252,0.26020483,3.615604502,0.038971308,95,340,2.457113146,2.446719238,2.285206492,39.10570429,37.02498561
4.783425252,0.26020483,3.615604502,0.038971308,95,350,2.454281211,2.422527965,2.285119201,43.29285225,41.02756257
4.783425252,0.26020483,3.615604502,0.038971308,95,360,2.451323795,2.426249039,2.279192609,42.02895528,36.93844094
4.783425252,0.26020483,3.615604502,0.038971308,95,370,2.448719738,2.384012022,2.354422247,42.26565882,21.71049244
4.783425252,0.26020483,3.615604502,0.038971308,90,300,2.472540012,2.453741536,2.293593633,48.06310213,33.68884764
4.783425252,0.26020483,3.615604502,0.038971308,90,310,2.468548702,2.513991336,2.323487228,46.43571137,35.02465262
4.783425252,0.26020483,3.615604502,0.038971308,90,320,2.465220262,2.432286979,2.286461186,46.26000757,35.73967299
4.783425252,0.26020483,3.615604502,0.038971308,90,380,2.447619476,2.415865443,2.279383146,36.6341043,27.99247287
4.783425252,0.26020483,3.615604502,0.038971308,90,390,2.445289488,2.417513608,2.275974981,41.87952516,37.17575526
4.783425252,0.26020483,3.615604502,0.038971308,90,400,2.442791873,2.474133658,2.315562047,50.80582395,35.48609985
4.783425252,0.26020483,3.615604502,0.038971308,90,410,2.440438452,2.371023583,2.274838639,7.562807689,37.78323394
4.783425252,0.26020483,3.615604502,0.038971308,90,420,2.438465968,2.44900407,2.301974956,52.31828509,38.54690211
4.783425252,0.26020483,3.615604502,0.038971308,90,430,2.436509888,2.420204644,2.283916255,49.23337606,30.87037205
4.783425252,0.26020483,3.615604502,0.038971308,90,440,2.434566205,2.411052859,2.335098851,28.64707967,36.87083683
4.783425252,0.26020483,3.615604502,0.038971308,90,450,2.432706305,2.364781773,2.310415019,23.08471251,32.90633694
