sc_r,sc_eps,oc_r,oc_eps,sos_ktheta,so_kr,D_11,D_11H,D_14,BM_T11H,BM_T14
4.783425252,0.26020483,3.615604502,0.038971308,90,460,2.430875481,2.404780874,2.331804744,34.7087538,25.71351511
4.783425252,0.26020483,3.615604502,0.038971308,90,470,2.429141998,2.409610087,2.330097303,34.44446288,21.09771166
4.783425252,0.26020483,3.615604502,0.038971308,90,480,2.427782759,2.406955905,2.329716629,31.70511335,35.30290694
4.783425252,0.26020483,3.615604502,0.038971308,90,490,2.425840375,2.397201223,2.339770137,49.95087332,23.57546868
4.783425252,0.26020483,3.615604502,0.038971308,90,500,2.424417628,2.475090749,2.306675955,51.42561554,29.17038581
4.783425252,0.26020483,3.615604502,0.038971308,95,300,2.471094207,2.423984869,2.304111623,39.35992007,35.43890079
4.783425252,0.26020483,3.615604502,0.038971308,95,310,2.467244544,2.4098404,2.289450949,40.42518248,40.6339518
4.783425252,0.26020483,3.615604502,0.038971308,95,320,2.463767403,2.427312597,2.292722322,35.55034761,42.63902448
4.783425252,0.26020483,3.615604502,0.038971308,95,380,2.446060637,2.40726598,2.272803071,32.12380174,29.38707771
4.783425252,0.26020483,3.615604502,0.038971308,95,390,2.443701748,2.407707828,2.273012684,33.45705953,34.394269
4.783425252,0.26020483,3.615604502,0.038971308,95,400,2.440995818,2.412094557,2.328672335,35.19299911,29.32660693
4.783425252,0.26020483,3.615604502,0.038971308,95,410,2.439025743,2.418693945,2.346913945,44.43013937,28.53781779
4.783425252,0.26020483,3.615604502,0.038971308,95,420,2.437009026,2.422940699,2.287899625,49.3337592,31.17542411
4.783425252,0.26020483,3.615604502,0.038971308,95,430,2.434932734,2.407619313,2.29581382,43.39423672,38.58143267
4.783425252,0.26020483,3.615604502,0.038971308,95,440,2.433041848,2.407351835,2.275469513,24.51296476,37.71173561
4.783425252,0.26020483,3.615604502,0.038971308,95,450,2.43108814,2.440806517,2.315989076,50.72763595,24.1471707
4.783425252,0.26020483,3.615604502,0.038971308,95,460,2.429356142,2.447976879,2.328287728,52.08553643,30.74859405
4.783425252,0.26020483,3.615604502,0.038971308,95,470,2.427471411,2.379968489,2.312603645,39.03614147,33.1259128
4.783425252,0.26020483,3.615604502,0.038971308,95,480,2.425985381,2.399714182,2.338570499,42.23009522,24.78211241
4.783425252,0.26020483,3.615604502,0.038971308,95,490,2.424225368,2.422014395,2.255121211,49.11712302,36.75405632
4.783425252,0.26020483,3.615604502,0.038971308,95,500,2.422906155,2.474891623,2.313506879,53.72998038,33.5921714
4.5,0.22,3.65,0.11,90,340,2.35505449,2.41532657,2.24748544,47.1356896,32.1951486
4.5,0.22,3.65,0.11,90,350,2.35208041,2.41300477,2.24048367,53.2433004,32.6195171
4.5,0.22,3.65,0.11,90,420,2.33560513,2.39644225,2.22491889,52.0060584,31.4389609
4.5,0.22,3.65,0.11,90,430,2.33387999,2.39573908,2.22610698,49.6016771,33.0842539
4.5,0.22,3.65,0.11,90,440,2.33170975,2.39356866,2.23400213,51.2039907,32.5355111
4.5,0.22,3.65,0.11,100,340,2.35267297,2.41300821,2.24352262,49.940969,35.182089
4.5,0.22,3.65,0.11,100,350,2.34990032,2.41023618,2.24171447,48.9369613,29.2596086
4.5,0.22,3.65,0.11,100,360,2.34692119,2.40784668,2.24084434,50.5453372,31.1434401
4.5,0.22,3.65,0.11,100,420,2.33305757,2.3950574,2.22694521,45.1283487,31.8607712
4.5,0.22,3.65,0.11,100,430,2.33120235,2.39296728,2.21530752,51.2198587,36.4055571
4.5,0.22,3.65,0.11,100,440,2.32939071,2.39049568,2.22970355,51.972418,35.5473286
4.5,0.22,3.65,0.11,110,340,2.35082919,2.42491184,2.24388087,41.8531222,34.3675831
4.5,0.22,3.65,0.11,110,350,2.34806482,2.40838798,2.24156147,52.5243363,34.778749
4.5,0.22,3.65,0.11,110,360,2.34525181,2.40575864,2.23879036,52.8891534,30.0375239
4.5,0.22,3.65,0.11,110,420,2.33130077,2.39245255,2.23107341,52.6620251,33.3339443
4.5,0.22,3.65,0.11,110,430,2.32942428,2.39052933,2.22280282,51.2233602,35.0473872
4.5,0.22,3.65,0.11,110,440,2.32769125,2.38799246,2.22534426,47.3293442,35.7116784
4.5,0.22,3.65,0.11,160,340,2.34556513,2.41080728,2.225278,47.6513199,34.7780002
4.5,0.22,3.65,0.11,160,350,2.34268182,2.40641429,2.21814645,45.60709,34.5321142
4.5,0.22,3.65,0.11,160,360,2.33992337,2.40390069,2.21756717,45.5699359,31.2923699
4.5,0.22,3.65,0.11,160,430,2.32400034,2.38724162,2.21596476,47.9161596,35.6952127
4.5,0.22,3.65,0.11,160,440,2.32194974,2.38803588,2.20176749,44.4961109,36.2403295
4.5,0.22,3.65,0.11,170,340,2.34480777,2.39993572,2.21597813,46.663051,36.8614001
4.5,0.22,3.65,0.11,170,350,2.34198082,2.40554397,2.21798908,44.5012126,36.9832799
4.5,0.22,3.65,0.11,170,360,2.33936624,2.40244648,2.21636903,48.4609088,39.2097725
4.5,0.22,3.65,0.11,170,420,2.32512215,2.3895667,2.21209313,48.4616053,35.8918908
4.5,0.22,3.65,0.11,170,430,2.3231882,2.38675066,2.20745151,49.2109614,37.1383798
4.5,0.22,3.65,0.11,170,440,2.32133278,2.38614368,2.20975885,45.253704,34.688193
4.5,0.22,3.65,0.11,180,340,2.34480955,2.40581206,2.21996001,44.2284029,36.1573721
4.5,0.22,3.65,0.11,180,350,2.34144851,2.40293355,2.21409662,48.3342692,36.9322051
4.5,0.22,3.65,0.11,180,420,2.32463884,2.38656452,2.20112869,46.7362829,38.2095566
4.5,0.22,3.65,0.11,180,430,2.32253694,2.38316251,2.20461451,49.0109684,35.1754145
4.5,0.22,3.65,0.11,180,440,2.32064032,2.38377591,2.19026683,50.5763125,38.3544358
4.54246618,0.35398938,3.60949515,0.13145273,90,340,2.34125664,2.39813905,2.23584378,51.4225206,37.0795582
4.54246618,0.35398938,3.60949515,0.13145273,90,350,2.33859805,2.39532267,2.22936417,52.9129346,32.8830676
4.54246618,0.35398938,3.60949515,0.13145273,90,360,2.33572874,2.39256493,2.22384659,52.2658572,34.0101704
4.54246618,0.35398938,3.60949515,0.13145273,90,420,2.32252944,2.38049291,2.22095139,50.2481656,35.2987088
4.54246618,0.35398938,3.60949515,0.13145273,90,430,2.32053939,2.37888777,2.2138804,53.0717222,34.2362074
4.54246618,0.35398938,3.60949515,0.13145273,90,440,2.31892579,2.37679564,2.22067692,54.3980604,36.7758384
4.54246618,0.35398938,3.60949515,0.13145273,100,340,2.33901722,2.39541958,2.22289552,50.1723377,35.4051603
4.54246618,0.35398938,3.60949515,0.13145273,100,350,2.33630037,2.39275014,2.23096803,50.4778774,34.3818634
4.54246618,0.35398938,3.60949515,0.13145273,100,360,2.33377476,2.39058642,2.23172629,53.5410727,33.4390548
4.54246618,0.35398938,3.60949515,0.13145273,100,420,2.32019035,2.37820896,2.20956444,53.7313544,36.3085641
4.54246618,0.35398938,3.60949515,0.13145273,100,430,2.31829342,2.37566602,2.21876544,53.1478567,38.8853111
4.54246618,0.35398938,3.60949515,0.13145273,100,440,2.31653552,2.37444215,2.21139322,54.2641862,31.3558565
4.54246618,0.35398938,3.60949515,0.13145273,110,340,2.33749146,2.39351684,2.22825833,53.5447773,35.952779
4.54246618,0.35398938,3.60949515,0.13145273,110,350,2.33437564,2.39079809,2.21157556,50.6710281,33.2643194
4.54246618,0.35398938,3.60949515,0.13145273,110,360,2.33185933,2.38834851,2.22653893,57.5237494,36.3817639
4.54246618,0.35398938,3.60949515,0.13145273,110,420,2.31850787,2.37524768,2.20458072,49.0699358,36.5939368
4.54246618,0.35398938,3.60949515,0.13145273,110,430,2.31649471,2.37397488,2.2137329,50.6826001,36.0511121
4.54246618,0.35398938,3.60949515,0.13145273,110,440,2.31483605,2.37249979,2.21171797,53.9027366,35.9824859
4.54246618,0.35398938,3.60949515,0.13145273,160,340,2.33201287,2.3934729,2.20720041,46.9911777,36.0489697
4.54246618,0.35398938,3.60949515,0.13145273,160,360,2.32670052,2.38861087,2.19988848,45.5979312,37.3579257
4.54246618,0.35398938,3.60949515,0.13145273,160,420,2.3128964,2.37533322,2.20665995,48.9357599,39.1969696
4.54246618,0.35398938,3.60949515,0.13145273,160,430,2.31086105,2.37377109,2.19776082,47.9980798,38.0393811
4.54246618,0.35398938,3.60949515,0.13145273,160,440,2.30899614,2.37151227,2.19472101,46.3377758,36.7834794
4.54246618,0.35398938,3.60949515,0.13145273,170,340,2.33146816,2.39140449,2.2057007,47.4855196,35.1148949
4.54246618,0.35398938,3.60949515,0.13145273,170,350,2.3285908,2.38881787,2.19542814,46.8972946,38.0007696
4.54246618,0.35398938,3.60949515,0.13145273,170,360,2.32560966,2.38472851,2.20013313,47.7484781,38.7123296
4.54246618,0.35398938,3.60949515,0.13145273,170,420,2.31199991,2.35792582,2.18394573,46.0543812,39.090071
4.54246618,0.35398938,3.60949515,0.13145273,170,430,2.3102933,2.3715925,2.19443397,49.7406456,35.1380132
4.54246618,0.35398938,3.60949515,0.13145273,170,440,2.30842753,2.36999839,2.19666427,50.2222572,35.8063752
4.54246618,0.35398938,3.60949515,0.13145273,180,340,2.33082798,2.38936536,2.19586507,48.4825706,37.5078687
4.54246618,0.35398938,3.60949515,0.13145273,180,360,2.32555627,2.38400623,2.20468672,47.0331651,37.8557387
4.54246618,0.35398938,3.60949515,0.13145273,180,420,2.31163338,2.37121105,2.19238747,46.8076963,37.4548876
4.54246618,0.35398938,3.60949515,0.13145273,180,430,2.30961658,2.35237738,2.19766578,48.8729413,38.7284323
4.54246618,0.35398938,3.60949515,0.13145273,180,440,2.3076532,2.36775012,2.19940757,48.8863352,39.5804243
4.575,0.265,3.65,0.11,90,340,2.34540619,2.400683,2.2254406,50.9845125,33.0947639
4.575,0.265,3.65,0.11,90,350,2.3426124,2.39780928,2.23774723,48.5407492,38.8966923
4.575,0.265,3.65,0.11,90,360,2.34009282,2.39502659,2.22031737,50.0489279,32.8095924
4.575,0.265,3.65,0.11,90,420,2.32660808,2.38327139,2.22607582,52.6493532,33.6163409
4.575,0.265,3.65,0.11,90,430,2.32492895,2.38098381,2.22405169,51.1719834,34.5643131
4.575,0.265,3.65,0.11,90,440,2.32292725,2.37973527,2.21515748,52.1237029,30.6728605
4.575,0.265,3.65,0.11,100,340,2.34333403,2.39823715,2.21406861,51.297477,33.2728211
4.575,0.265,3.65,0.11,100,350,2.34036816,2.39559488,2.23388975,49.0535461,33.651841
4.575,0.265,3.65,0.11,100,360,2.33782614,2.3926298,2.22331783,53.5853646,34.7435291
4.575,0.265,3.65,0.11,100,420,2.32433357,2.38025861,2.20567951,53.1882475,37.4603819
4.575,0.265,3.65,0.11,100,430,2.32263819,2.3787388,2.21168551,48.6254971,33.6098593
4.575,0.265,3.65,0.11,100,440,2.32061041,2.37649634,2.21994468,49.6852575,35.098125
4.575,0.265,3.65,0.11,110,340,2.34141998,2.40749347,2.23168423,42.0703756,35.7790947
4.575,0.265,3.65,0.11,110,350,2.33865944,2.39357991,2.21131065,52.9672566,34.721679
4.575,0.265,3.65,0.11,110,360,2.33610793,2.39091544,2.21829894,49.4350169,34.5042515
4.575,0.265,3.65,0.11,110,420,2.32260388,2.37786347,2.21361421,51.9220493,33.536028
4.575,0.265,3.65,0.11,110,430,2.32085638,2.37627424,2.2092205,54.1646339,37.0706538
4.575,0.265,3.65,0.11,110,440,2.31898848,2.37421496,2.21718672,50.7742417,30.7681406
4.575,0.265,3.65,0.11,160,350,2.33357584,2.39124312,2.19583863,46.2871483,34.2608089
4.575,0.265,3.65,0.11,160,360,2.33089572,2.38981667,2.20374221,45.7594298,36.9577178
4.575,0.265,3.65,0.11,160,420,2.31706363,2.37414172,2.20291363,46.7633957,38.0883718
4.575,0.265,3.65,0.11,160,430,2.3152339,2.37551268,2.20655366,46.8069956,36.2732943
4.575,0.265,3.65,0.11,160,440,2.31342858,2.37028607,2.19319015,48.5050554,36.3998353
4.575,0.265,3.65,0.11,170,340,2.33578353,2.39327067,2.21172102,46.5222258,35.6115498
4.575,0.265,3.65,0.11,170,350,2.33284608,2.39065928,2.19686099,46.8621732,37.4699139
4.575,0.265,3.65,0.11,170,360,2.33008077,2.38641385,2.20074729,45.8464411,36.6247747
4.575,0.265,3.65,0.11,170,420,2.3162437,2.37454293,2.1862401,47.8293445,39.5871417
4.575,0.265,3.65,0.11,170,430,2.31466908,2.3716321,2.19789049,46.8507571,37.9411481
4.575,0.265,3.65,0.11,170,440,2.31285391,2.3705697,2.19582463,45.9117815,35.7363185
4.575,0.265,3.65,0.11,180,340,2.33514542,2.39206698,2.20281025,46.231363,35.1185858
4.575,0.265,3.65,0.11,180,360,2.32962011,2.38201914,2.20901675,45.1840386,35.0445327
4.575,0.265,3.65,0.11,180,420,2.3160088,2.37074861,2.19749132,46.1804017,38.381753
4.575,0.265,3.65,0.11,180,430,2.31409411,2.37038689,2.18609456,48.1460223,37.0305733
4.575,0.265,3.65,0.11,180,440,2.31209604,2.36800066,2.19052604,48.7365215,39.8734075
4.54246617,0.35398883,3.58599114,0.13145309,90,340,2.35122911,2.40872225,2.23156119,48.0988559,31.9989807
4.54246617,0.35398883,3.58599114,0.13145309,90,350,2.34839687,2.4063282,2.24777352,52.663079,33.8414333
4.54246617,0.35398883,3.58599114,0.13145309,90,360,2.34576885,2.40382542,2.22988921,51.1462828,37.7510131
4.54246617,0.35398883,3.58599114,0.13145309,90,420,2.33238748,2.39127587,2.23419041,48.864977,31.5546799
4.54246617,0.35398883,3.58599114,0.13145309,90,430,2.33052921,2.38952918,2.23446795,55.7773607,33.1734033
4.54246617,0.35398883,3.58599114,0.13145309,90,440,2.32879697,2.38738097,2.21992632,54.9801685,34.5675361
4.54246617,0.35398883,3.58599114,0.13145309,100,340,2.34897618,2.40645759,2.24046189,50.9187971,34.4481893
4.54246617,0.35398883,3.58599114,0.13145309,100,350,2.34613558,2.40377923,2.22729351,53.2647337,36.7280421
4.54246617,0.35398883,3.58599114,0.13145309,100,360,2.34328085,2.40130653,2.22766539,51.2436619,34.400722
4.54246617,0.35398883,3.58599114,0.13145309,100,420,2.33004582,2.38855866,2.23341831,52.4773421,36.7020527
4.54246617,0.35398883,3.58599114,0.13145309,100,430,2.32813873,2.38706366,2.22916009,47.6663018,34.9504104
4.54246617,0.35398883,3.58599114,0.13145309,100,440,2.32643714,2.38512658,2.22950749,59.0094728,35.1332632
4.54246617,0.35398883,3.58599114,0.13145309,110,340,2.34730051,2.39724523,2.23852427,50.6990164,35.7082484
4.54246617,0.35398883,3.58599114,0.13145309,110,350,2.34425095,2.40683871,2.22970126,48.1508391,34.116374
4.54246617,0.35398883,3.58599114,0.13145309,110,360,2.34155543,2.40026652,2.23707211,49.1890973,38.2729255
4.54246617,0.35398883,3.58599114,0.13145309,110,420,2.32785277,2.38657124,2.23087784,56.5358264,34.185434
4.54246617,0.35398883,3.58599114,0.13145309,110,430,2.32624225,2.38466976,2.22792838,55.8369374,32.8958044
4.54246617,0.35398883,3.58599114,0.13145309,110,440,2.32446326,2.3828707,2.22772442,57.1901808,37.3528772
4.54246617,0.35398883,3.58599114,0.13145309,160,340,2.34141854,2.40428567,2.22738805,46.3008233,37.6879783
4.54246617,0.35398883,3.58599114,0.13145309,160,350,2.33885794,2.4016539,2.21749914,48.1192294,34.6053072
4.54246617,0.35398883,3.58599114,0.13145309,160,360,2.33593654,2.3937131,2.2041613,49.1228397,33.6771349
4.54246617,0.35398883,3.58599114,0.13145309,160,430,2.32052767,2.38418968,2.20328278,53.3584722,38.1254409
4.54246617,0.35398883,3.58599114,0.13145309,160,440,2.31844778,2.38256884,2.20716851,49.9139743,33.6577093
4.54246617,0.35398883,3.58599114,0.13145309,170,340,2.34109081,2.39745015,2.21417834,48.2599361,36.6682136
4.54246617,0.35398883,3.58599114,0.13145309,170,350,2.33834441,2.39912358,2.21975436,48.4030627,35.1506465
4.54246617,0.35398883,3.58599114,0.13145309,170,360,2.3354775,2.39723835,2.20728235,49.3957259,36.3780617
4.54246617,0.35398883,3.58599114,0.13145309,170,420,2.32184207,2.38369685,2.20341091,48.0305697,38.8541916
4.54246617,0.35398883,3.58599114,0.13145309,170,430,2.31976175,2.38184624,2.20964302,46.9571546,35.9622509
4.54246617,0.35398883,3.58599114,0.13145309,170,440,2.31804437,2.37975577,2.20936317,52.7929165,37.9029337
4.54246617,0.35398883,3.58599114,0.13145309,180,340,2.34054225,2.40081859,2.21231419,48.9838892,35.5737386
4.54246617,0.35398883,3.58599114,0.13145309,180,350,2.33751628,2.39684119,2.21383159,49.1032082,38.9375838
4.54246617,0.35398883,3.58599114,0.13145309,180,360,2.33486648,2.39424017,2.20167578,50.7308262,38.2442267
4.54246617,0.35398883,3.58599114,0.13145309,180,420,2.32097267,2.38168166,2.20139419,47.4096211,37.9355219
4.54246617,0.35398883,3.58599114,0.13145309,180,430,2.31906367,2.38162059,2.20909185,51.2855641,38.622845
4.54246617,0.35398883,3.58599114,0.13145309,180,440,2.31739421,2.37610586,2.19391191,49.6792769,34.3762814
4.61761345,0.34006381,3.66113047,0.11049568,90,340,2.33198552,2.38202703,2.22061734,52.2369842,31.9426882
4.61761345,0.34006381,3.66113047,0.11049568,90,350,2.32919652,2.37932808,2.2156386,54.4078574,31.0731476
4.61761345,0.34006381,3.66113047,0.11049568,90,360,2.32686554,2.37729047,2.20568519,51.5027383,31.9061632
4.61761345,0.34006381,3.66113047,0.11049568,90,420,2.31382532,2.36525978,2.19826526,50.8210066,33.913042
4.61761345,0.34006381,3.66113047,0.11049568,90,430,2.31215403,2.36229116,2.19736913,55.4887383,36.5280457
4.61761345,0.34006381,3.66113047,0.11049568,90,440,2.31022488,2.36180581,2.20649345,50.6697402,34.81244
4.61761345,0.34006381,3.66113047,0.11049568,100,340,2.32987775,2.37967732,2.20971884,50.1552592,33.4103494
4.61761345,0.34006381,3.66113047,0.11049568,100,350,2.32720526,2.37704538,2.19947159,55.3812838,34.1723486
4.61761345,0.34006381,3.66113047,0.11049568,100,360,2.32472637,2.37489864,2.20118181,49.1268929,33.2905581
4.61761345,0.34006381,3.66113047,0.11049568,100,420,2.3116733,2.36247876,2.18758714,52.9146065,37.0632286
4.61761345,0.34006381,3.66113047,0.11049568,100,430,2.30994533,2.36090552,2.20554507,57.3237569,31.778087
4.61761345,0.34006381,3.66113047,0.11049568,100,440,2.30818566,2.3594931,2.20440679,54.3966848,37.2292144
4.61761345,0.34006381,3.66113047,0.11049568,110,340,2.32822087,2.36868924,2.20115738,46.9481962,35.8499755
4.61761345,0.34006381,3.66113047,0.11049568,110,350,2.32550811,2.38602629,2.2012365,48.7885139,32.5203544
4.61761345,0.34006381,3.66113047,0.11049568,110,360,2.32287288,2.37029186,2.20979205,50.9510398,32.5624249
4.61761345,0.34006381,3.66113047,0.11049568,110,420,2.30980918,2.36050327,2.19376605,53.9963554,34.3531719
4.61761345,0.34006381,3.66113047,0.11049568,110,430,2.3080482,2.35907396,2.19105352,54.7904232,35.7444977
4.61761345,0.34006381,3.66113047,0.11049568,110,440,2.30637372,2.35749004,2.19213628,52.8596409,32.2139309
4.61761345,0.34006381,3.66113047,0.11049568,160,340,2.32309664,2.37625236,2.18942331,45.6005699,40.3750458
4.61761345,0.34006381,3.66113047,0.11049568,160,350,2.3202474,2.37374281,2.18492125,45.9171674,39.1673835
4.61761345,0.34006381,3.66113047,0.11049568,160,360,2.31770487,2.37084532,2.195686,46.595306,35.4674624
4.61761345,0.34006381,3.66113047,0.11049568,160,420,2.3045872,2.35175145,2.18688518,53.506299,34.3768246
4.61761345,0.34006381,3.66113047,0.11049568,160,430,2.30285437,2.34222518,2.18641235,49.1553517,39.9992731
4.61761345,0.34006381,3.66113047,0.11049568,170,340,2.32248955,2.37432528,2.18648795,49.6480032,34.0147863
4.61761345,0.34006381,3.66113047,0.11049568,170,350,2.31977893,2.37171383,2.18480738,46.121,37.2159796
4.61761345,0.34006381,3.66113047,0.11049568,170,360,2.31700411,2.36823886,2.18412431,48.6239835,38.5640138
4.61761345,0.34006381,3.66113047,0.11049568,170,420,2.304023,2.35031825,2.18085613,52.3608489,35.6809354
4.61761345,0.34006381,3.66113047,0.11049568,170,430,2.30213186,2.34133383,2.17576523,42.3448253,35.4630419
4.61761345,0.34006381,3.66113047,0.11049568,170,440,2.30046055,2.35361162,2.16952594,49.8676868,36.5143254
4.61761345,0.34006381,3.66113047,0.11049568,180,340,2.32188162,2.37240285,2.19710412,46.9884594,35.5761286
4.61761345,0.34006381,3.66113047,0.11049568,180,350,2.31941261,2.37140715,2.1834008,47.26956,38.9045508
4.61761345,0.34006381,3.66113047,0.11049568,180,360,2.31656999,2.3671038,2.19152151,47.0066098,36.0278567
4.61761345,0.34006381,3.66113047,0.11049568,180,420,2.30350047,2.35501859,2.17782433,45.9347742,38.1919283
4.61761345,0.34006381,3.66113047,0.11049568,180,430,2.30142024,2.35306332,2.1771205,48.5140939,36.8992453
4.61761345,0.34006381,3.66113047,0.11049568,180,440,2.29985672,2.3377009,2.16919021,50.1621795,41.6266682
4.78342525,0.26020483,3.6156045,0.03897131,90,340,2.45867953,2.41897843,2.29269779,44.6845505,30.8424056
4.78342525,0.26020483,3.6156045,0.03897131,90,360,2.45281848,2.39933395,2.30535613,47.4441338,37.7835918
4.78342525,0.26020483,3.6156045,0.03897131,90,420,2.43836536,2.36971511,2.32740509,21.7179546,24.5712953
4.78342525,0.26020483,3.6156045,0.03897131,90,430,2.43655055,2.38938566,2.30814207,28.2746255,32.711267
4.78342525,0.26020483,3.6156045,0.03897131,90,440,2.43464679,2.46394659,2.3043327,50.7137802,36.8064862
4.78342525,0.26020483,3.6156045,0.03897131,100,340,2.45558683,2.49806116,2.28854584,49.4738963,33.2364902
4.78342525,0.26020483,3.6156045,0.03897131,100,350,2.45271632,2.42417625,2.29682273,46.0473951,40.9583687
4.78342525,0.26020483,3.6156045,0.03897131,100,360,2.45000819,2.46686322,2.28734584,44.3364224,36.4160193
4.78342525,0.26020483,3.6156045,0.03897131,100,420,2.43540432,2.43944167,2.30551538,49.2122059,28.684487
4.78342525,0.26020483,3.6156045,0.03897131,100,430,2.4333187,2.41257494,2.27358169,17.9926767,31.5713639
4.78342525,0.26020483,3.6156045,0.03897131,100,440,2.43150659,2.39553981,2.3101711,43.2681567,36.6044114
4.78342525,0.26020483,3.6156045,0.03897131,110,340,2.45351508,2.48009268,2.26667976,50.0340212,36.2188349
4.78342525,0.26020483,3.6156045,0.03897131,110,350,2.45034509,2.41780543,2.31532893,30.4371889,32.1771738
4.78342525,0.26020483,3.6156045,0.03897131,110,360,2.44761032,2.40237409,2.27725809,44.9594022,33.1484777
4.78342525,0.26020483,3.6156045,0.03897131,110,420,2.43303733,2.47509984,2.28510884,54.8633311,34.4761449
4.78342525,0.26020483,3.6156045,0.03897131,110,430,2.43105036,2.41882702,2.32984635,34.1999341,37.4089253
4.78342525,0.26020483,3.6156045,0.03897131,110,440,2.42913895,2.386564,2.28307598,35.9148537,30.7688621
4.78342525,0.26020483,3.6156045,0.03897131,160,340,2.44658898,2.39837079,2.32725106,47.891491,35.0427105
4.78342525,0.26020483,3.6156045,0.03897131,160,350,2.44361422,2.46462169,2.31317067,47.8550082,30.9973882
4.78342525,0.26020483,3.6156045,0.03897131,160,360,2.4408925,2.42600353,2.34287282,50.6271193,33.6685787
4.78342525,0.26020483,3.6156045,0.03897131,160,420,2.42608363,2.44227335,2.29282211,46.7821388,38.3155342
4.78342525,0.26020483,3.6156045,0.03897131,160,430,2.42371235,2.4670705,2.33546447,52.2697955,37.0083774
4.78342525,0.26020483,3.6156045,0.03897131,160,440,2.42149507,2.46691993,2.333987,50.1563832,30.1541542
4.78342525,0.26020483,3.6156045,0.03897131,170,340,2.44595581,2.44663206,2.27973876,46.0969783,36.9070618
4.78342525,0.26020483,3.6156045,0.03897131,170,350,2.442773,2.45893778,2.2906815,37.1874069,41.151747
4.78342525,0.26020483,3.6156045,0.03897131,170,360,2.43968486,2.41769147,2.27268638,45.4273615,34.0036809
4.78342525,0.26020483,3.6156045,0.03897131,170,420,2.42481777,2.35713499,2.2643416,34.9079335,36.2111937
4.78342525,0.26020483,3.6156045,0.03897131,170,430,2.42269773,2.45720915,2.28268413,42.8021081,34.7737747
4.78342525,0.26020483,3.6156045,0.03897131,170,440,2.42095251,2.44684202,2.26438993,47.6507316,36.3860295
4.78342525,0.26020483,3.6156045,0.03897131,180,340,2.44492544,2.4324182,2.26395147,36.5569189,44.4085707
4.78342525,0.26020483,3.6156045,0.03897131,180,350,2.44187226,2.47891201,2.29411533,45.6337139,41.1929237
4.78342525,0.26020483,3.6156045,0.03897131,180,360,2.43895538,2.33660658,2.27480238,22.1612934,34.7104819
4.78342525,0.26020483,3.6156045,0.03897131,180,420,2.42409797,2.40342401,2.29604256,36.211154,34.6264236
4.78342525,0.26020483,3.6156045,0.03897131,180,430,2.42200456,2.46472353,2.29446597,55.3225905,30.8419847
4.78342525,0.26020483,3.6156045,0.03897131,180,440,2.42008803,2.38929966,2.33135919,34.6145869,30.7879473
