optimizers,sc_r,sc_eps,oc_r,oc_eps,ocx_r,ocx_eps,sos_ktheta,oso_ktheta,so_kr,D_11,D_11H,D_14,SE_T11,SE_T11H,SE_T14,BM_T11,BM_T11H,BM_T14,D_11_std,D_11H_std,D_14_std,SE_T11_std,SE_T11H_std,SE_T14_std,BM_T11_std,BM_T11H_std,BM_T14_std,error_D_11,error_D_11_std,error_D_11H,error_D_11H_std,error_D_14,error_D_14_std,error_SE_T11,error_SE_T11_std,error_SE_T11H,error_SE_T11H_std,error_SE_T14,error_SE_T14_std,error_BM_T11,error_BM_T11_std,error_BM_T11H,error_BM_T11H_std,error_BM_T14,error_BM_T14_std
None,4.425,0.405,3.3,0.08,3.3,0.08,100.0,100.0,350.0,2.430244207240949,2.504177191011236,2.3840414606741573,686.9673018746477,379.67576058084114,427.2840929469727,75.56654859587042,54.33242698491954,53.563007481416676,0.0014344612758793803,0.002736084515273441,0.0022725669382361513,16.92156546753084,25.784657019405657,34.90977489801832,,,,1.2095850715061403,0.058311433978836605,4.777288326829955,0.11448052365160839,6.90768881946894,0.10190883131103817,1.02460321685995,2.488465509931006,16.82331094795112,7.933740621355588,32.71116646504367,5.497602346144617,6.431758585732979,,1.8384336315816772,,13.963845705141862,
None,4.425,0.405,3.425,0.1075,3.425,0.1075,100.0,100.0,350.0,2.3396144943820225,2.391015081148564,2.2845741323345816,747.5262061764181,400.7664400373061,615.571749417351,72.44835753638915,61.012244805286045,47.818639431125234,0.0013235800977957064,0.00188018616755274,0.003685302230138758,17.113285256176457,19.52756349178605,27.436346538632367,,,,4.893719740568189,0.05380406901608562,0.04247201458427107,0.07866887730346192,2.4472705082772035,0.16526018969232098,9.930324437708544,2.5166595964965377,23.312750780709568,6.008481074395708,3.0595670208895993,4.320684494272814,2.039940192097399,,10.229891247129256,,1.7417860236707112,
None,4.425,0.405,3.55,0.135,3.55,0.135,100.0,100.0,350.0,2.2548332334581773,2.304929238451935,2.182261997503121,727.5089495424374,411.48889064551196,668.1988111237704,72.11096356956544,58.698038553392294,39.40537827081447,0.0012057705655219616,0.002025903204578046,0.006318979467049552,16.010254950303167,19.31364409258159,21.595612310081993,,,,8.340112461049701,0.049015063639104135,3.559446089877198,0.08476582445933246,2.140717600756905,0.28336230793944184,6.986610226829036,2.3544492573975244,26.61196635246522,5.942659720794335,5.2281592320898245,3.400883828359369,1.5647374219231576,,6.048850141630158,,16.158769636564962,
None,4.425,0.405,3.675,0.1625,3.675,0.1625,100.0,100.0,350.0,2.1753384644194753,2.2250034082397003,2.0802248189762795,561.4960329813271,235.27255061942773,620.3096777157467,70.22029175230851,52.15198453796588,34.30661131376609,0.0011493753799542387,0.0021495691997193444,0.007224203485398201,17.213462366113518,32.44756145666513,21.02123411802162,,,,11.5716071374197,0.04672257642090401,6.903623086205012,0.08994013387947047,6.71637583066011,0.3239553132465561,17.427053973334257,2.5313915244284586,27.608445963253008,9.983865063589269,2.3134365801973678,3.3104305697671843,1.0981806305513917,,5.777805712798773,,27.007209970710445,
None,4.425,0.405,3.8,0.19,3.8,0.19,100.0,100.0,350.0,2.100370324594257,2.2078557802746563,2.014997116104869,250.7033797332206,81.11285405148485,535.9228041189083,66.03081435314988,52.37135902880242,30.971386605979653,0.001055955204782328,0.002810308910362059,0.0069416510318333355,17.801871637757383,22.756703816861606,25.278358334084217,,,,14.619092496168408,0.04292500832448488,7.6210970596378145,0.11758614687707358,9.641384928032782,0.31128479963378186,63.13185592158521,2.6179222996702034,75.04219875338929,7.002062712880494,15.60270801277035,3.980843832139247,6.998853023732566,,5.3814651692819835,,34.10343275323478,
None,4.4875,0.4575,3.3,0.08,3.3,0.08,100.0,100.0,350.0,2.4237324719101125,2.4917986017478153,2.3748341448189763,702.466631420214,362.01756693772666,552.6174646745477,73.19095765817707,56.66577880838687,50.61972568074431,0.0013844765733021422,0.0026653741843213966,0.002176239945180961,18.58942250030258,12.578357017602546,25.086547272595297,,,,1.4742897597515214,0.05627953550008708,4.259355721665907,0.11152193239838477,6.494804700402524,0.09758923520990856,3.303916385325582,2.733738602985673,11.390020596223586,3.87026369772386,12.97362761030745,3.9506373657630394,3.0858558565874215,,2.377197485793797,,7.701544001583637,
None,4.4875,0.4575,3.425,0.1075,3.425,0.1075,100.0,100.0,350.0,2.3347981897627967,2.3827708114856434,2.2790143945068664,762.8943414311975,426.2198956449272,636.1203001379099,74.19628777881962,62.45819482439926,47.36117248419551,0.0012921020060138646,0.0018079354152369224,0.0031444260866125887,16.65405649468486,19.80852803765996,23.499338175573044,,,,5.089504481187123,0.052524471789181494,0.30247650687685024,0.07564583327351139,2.1979549106218115,0.14100565410818786,12.190344328117282,2.4491259551007145,31.144583275362216,6.094931703895373,0.17642521856848942,3.7006831772555975,4.501813772985385,,12.842267072085376,,0.7684520940329929,
None,4.4875,0.4575,3.55,0.135,3.55,0.135,100.0,100.0,350.0,2.251509001248439,2.2987821722846444,2.1800579900124846,745.3713090874386,318.50208967912266,688.7207364142636,70.27696389101266,59.038445527154295,39.11578574998561,0.0011372950370279686,0.0018677956995562645,0.006263012480420278,15.734598863837482,16.215090535332802,25.371910286009964,,,,8.475243851689466,0.04623150557024262,3.8166455111027484,0.07815044768017843,2.2395520173773726,0.2808525775973219,9.613427806976263,2.313911597623159,1.9993570218084118,4.989258626256246,8.45995849043521,3.9955764229936954,1.018360716883583,,6.663858224307667,,16.774923936200825,
None,4.4875,0.4575,3.675,0.1625,3.675,0.1625,100.0,100.0,350.0,2.172629525593009,2.2202746441947565,2.084577677902622,590.1284825234695,385.34207226898496,643.3847147738778,69.78647991129904,56.903601843777295,30.770888692619273,0.0010862254713717013,0.0020266256818895763,0.006917917089061106,19.75232499873234,27.331745666432536,29.21261928993746,,,,11.68172660191021,0.044155506966329326,7.10147932239513,0.08479605363554711,6.521180363111123,0.31022049726731415,13.216399628901538,2.9047536762841677,18.56679146737999,8.409767897363857,1.3204275234453255,4.600412486604324,1.7091832235224793,,2.8068687331116418,,34.53002405825686,
None,4.4875,0.4575,3.8,0.19,3.8,0.19,100.0,100.0,350.0,2.098289725343321,2.1499801622971284,2.0228261922596755,381.29849504369025,65.32884731631559,582.2041600216268,69.25271858754803,44.098873143895545,33.49545322524161,0.001074838092211762,0.0077561711461665555,0.006488365018091235,17.791863837763827,27.06455716297767,33.50036439193938,,,,14.703669701491025,0.04369260537446187,10.042671033592958,0.32452598937935373,9.290305279835177,0.2909580725601451,43.92669190533967,2.6164505643770335,79.89881621036443,8.327556050146976,8.314305508405235,5.275647935738485,2.460959735847843,,20.32723912575331,,28.733078244166787,
None,4.55,0.51,3.3,0.08,3.3,0.08,100.0,100.0,350.0,2.4160818601747818,2.4623749563046196,2.3645676279650436,722.1412513149407,340.04441897064606,470.96792108891924,76.27035101119154,61.169091763334535,47.02073342382924,0.0014288869480908813,0.002428867180258797,0.0021784018491584566,17.447080613599923,14.457421840676272,22.860558402827767,,,,1.7852902367974877,0.05808483528824721,3.0282408495656665,0.1016262418518325,6.034422778701508,0.09768618157661241,6.197242840432462,2.5657471490588124,4.629051990968019,4.448437489438853,25.8318234505639,3.6000879374531918,7.423029593227516,,10.513264251733576,,0.044113667721791094,
None,4.55,0.51,3.425,0.1075,3.425,0.1075,100.0,100.0,350.0,2.3292162421972535,2.37321024968789,2.271112509363296,782.7259824706832,442.2007358728601,681.2392335976213,77.22563781475242,68.9090580468436,46.60001391805979,0.001190690025265675,0.00180755323229443,0.004196375974602934,16.50736066189148,17.489265062966435,21.50901525551592,,,,5.316412918810831,0.04840203354738516,0.7025000130589933,0.07562984235541548,1.8436102853495975,0.1881782948252437,15.106762128041652,2.4275530385134525,36.061764883956954,5.3813123270665955,7.281769070491536,3.387246496931641,8.768503964440024,,24.4969431740625,,0.8510342168940702,
None,4.55,0.51,3.55,0.135,3.55,0.135,100.0,100.0,350.0,2.247420574282147,2.2913160923845193,2.1771119725343318,760.8551651618187,288.19390294151964,699.8377728606255,75.1573410850157,59.08774846568528,42.4787669097428,0.0011519412614312248,0.0017746448479778758,0.006031429752077412,15.4146719150504,21.136876635315346,21.21728345570435,,,,8.641440069831416,0.04682688054598475,4.129033791442713,0.07425292250953454,2.3716604244694275,0.27046770188687946,11.89046546497334,2.2668635169191766,11.324952941070881,6.5036543493278,10.210672891437083,3.3413044812132835,5.855409978895355,,6.752933090668977,,9.619644872887655,
None,4.55,0.51,3.675,0.1625,3.675,0.1625,100.0,100.0,350.0,2.169602509363296,2.214513920099875,2.0796688014981273,582.7588503048598,272.346148752908,670.9548652392878,71.02194199916863,58.72241938114021,36.270849415152135,0.001083073898782873,0.0019605049384298916,0.005861407430114191,16.411907910352426,15.294151626825828,25.00792522874634,,,,11.804776042142446,0.04402739425946638,7.34251380335251,0.08202949533179463,6.741309349859763,0.26284338251633144,14.300169072814729,2.413515869169474,16.201184999105234,4.705892808254101,5.66218350225004,3.9382559415348566,0.030904224181172203,,6.0928986109127585,,22.82797996776141,
None,4.55,0.51,3.8,0.19,3.8,0.19,100.0,100.0,350.0,2.095478551810237,2.1412478277153557,2.0115113233458177,412.3589469800082,333.7637317803142,590.3657179301141,70.85257421836278,54.564792763366896,31.938047667396113,0.0010190670488858125,0.0020687066672877767,0.007717434401831145,17.404474729317577,19.49364257541111,22.278153862401474,,,,14.817945048364347,0.0414254897921062,10.408040681365875,0.08655676432166429,9.79769850467185,0.3460732915619347,39.35897838529291,2.5594815778408204,2.6965328554812844,5.998043869357264,7.029020798407229,3.508370686992358,0.2076419459679217,,1.4186219270697484,,32.04670709064657,
None,4.373289038999218,0.33426760520149845,3.5402570742549813,0.1772727628983713,3.5402570742549813,0.1772727628983713,100.0,100.0,350.0,2.232326329588015,2.286660424469413,2.152968938826467,685.897295011296,345.95558266599954,663.047658822123,70.4384431926989,52.81467788374683,36.45174690502992,0.001285736369259249,0.00215017518346773,0.006019776220716445,16.603506124381244,25.8704887463316,21.112865339464943,,,,9.255027252519708,0.05226570606744915,4.323831612158463,0.08996548884802216,3.454307675943193,0.26994512200522175,0.8672492663670622,2.441692077114889,6.447871589538321,7.960150383486646,4.416954145216224,3.324860683380306,0.7909250807057774,,4.580527761975013,,22.443091691425696,
None,4.409945864510194,0.4802523961978098,3.5352509713635727,0.1614303793787725,3.5352509713635727,0.1614303793787725,100.0,100.0,350.0,2.2450554182272158,2.297913108614232,2.171872634207241,730.1211667422227,252.52118046502937,661.4479680100775,70.97084681297312,58.88806231707473,35.9967701240764,0.001138734322007271,0.0020927000978253427,0.00630248041863506,16.70357524657558,30.3165692008351,20.760037672664826,,,,8.737584624909926,0.04629001308972647,3.8530080077727185,0.08756067354917751,2.606608331513857,0.28262244029753636,7.370759815032753,2.4564081244964084,22.301175241529425,9.328175138718493,4.165034332295668,3.2692972712857995,0.041060826798420304,,6.392163174480082,,23.411127395582128,
None,4.512420765958738,0.5017081452968684,3.4375403702685117,0.14595837327754524,3.4375403702685117,0.14595837327754524,100.0,100.0,350.0,2.2955303870162296,2.3436275405742824,2.235029213483146,794.4093795972909,416.69734259202465,702.1438895814603,74.20203129274489,59.541544861577584,47.81933249471522,0.0012215812396362366,0.0018722666259547941,0.0045204988668971005,15.949608604534252,16.89181284850159,24.928831540161855,,,,6.685756625356521,0.049657773968952705,1.940270268858484,0.0783375157303261,0.22552526830252118,0.2027129536725157,16.824908764307487,2.34553067713739,28.2145669513922,5.197480876462028,10.57384087897012,3.925800242545174,4.509903229218157,,7.572800111251279,,1.743260627053658,
None,4.482927379398498,0.3902954017913131,3.3557257987483613,0.05523361838966624,3.3557257987483613,0.05523361838966624,100.0,100.0,350.0,2.4379026841448193,2.5046176404494385,2.390373370786517,664.0064706730602,283.98199848618447,473.25151845404747,74.95273778183483,56.77494990904184,46.5112180751197,0.0014176691826236398,0.002699002278724824,0.0025973452549854594,17.37789261948949,12.678414519657894,27.644995434077636,,,,0.8982648721618175,0.05762882856193658,4.795717173616667,0.11292896563702193,7.191630976973853,0.11647288138948247,2.3519896069029085,2.555572444042572,12.620923542712472,3.9010506214331984,25.472201818260242,4.353542588043722,5.567236312443418,,2.5744352466880494,,1.0399615422985102,
None,4.53402264689557,0.38547760275924203,3.588451431575721,0.10241350804963854,3.588451431575721,0.10241350804963854,100.0,100.0,350.0,2.258928838951311,2.3013562421972535,2.187970836454432,725.2806623518445,261.9805119661676,672.7550357821057,71.15669382207574,57.8514062916421,40.7036506345308,0.001125001566790418,0.001902060786690891,0.0059347397099173095,16.143329698554364,17.38094961299031,21.178300962352285,,,,8.17362443287353,0.04573177100774057,3.708943841119104,0.0795841333343469,1.8847158540613485,0.26613182555683,6.658920934094781,2.3740190733168185,19.390611702717653,5.3479844963047105,5.945674926315853,3.33516550588225,0.22069552405033507,,4.519252559425651,,13.396488011636592,
None,4.412296817856916,0.44418341325104493,3.568880441813283,0.15907796061715668,3.568880441813283,0.15907796061715668,100.0,100.0,350.0,2.2296713483146067,2.281621335830212,2.1516318851435705,696.9571332546864,310.52999984785816,717.2372319796333,72.33575750721988,56.32263160465372,38.38711078792218,0.0011100802582585112,0.0019175457851970837,0.005344056330802617,16.385761559834958,23.672510768360855,23.084596845207454,,,,9.362953320544444,0.045125213750345984,4.53467214099532,0.0802320412216353,3.514265240198631,0.23964378165034156,2.4936960668656423,2.409670817622788,4.452307739120565,7.283849467187955,12.950745193643037,3.635369581922433,1.8813486017181427,,1.7572386714611032,,18.32529619591025,
None,4.421023356824348,0.32248806392823454,3.555576239732958,0.11512672036338868,3.555576239732958,0.11512672036338868,100.0,100.0,350.0,2.269027016229713,2.3174433583021226,2.1992024594257176,713.7099414403733,332.68561660829954,656.617749454542,71.40285694928377,57.39486280187363,44.96998771433484,0.0012518980433670606,0.0019475453993961565,0.0066255055707971616,16.259985000015224,24.572956192225803,24.544218871571573,,,,7.763129421556379,0.05089016436451466,3.03584274886517,0.0814872552048601,1.3810556311337405,0.29710787312991754,4.957344329466664,2.391174264708121,2.3648051102460124,7.560909597607939,3.4043699928412656,3.8652313183577283,0.5674041539208073,,3.6944224062757494,,4.319175075883316,
None,4.3514051065742505,0.4884616182622654,3.41382934157328,0.07354393948915597,3.41382934157328,0.07354393948915597,100.0,100.0,350.0,2.3916440823970038,2.446054906367041,2.3414958426966295,712.5451739054503,405.26533331891596,508.8219774600352,76.82276749349694,59.67754922563421,48.24426721592066,0.0012958256781690218,0.001896182025142074,0.0043374807861504975,16.942669962872802,13.836898747442866,27.559805539108538,,,,2.7786958375201705,0.052675840575976504,2.3453935718427203,0.07933816004778552,4.999813573839887,0.1945058648497981,4.786054986095628,2.491569112187177,24.697025636589526,4.257507306905498,19.870554730703116,4.3401268565525255,8.201080976756254,,7.818517119483664,,2.6473770551503364,
None,4.4934753244239705,0.47235755870061225,3.751735774443806,0.04942768255792823,3.751735774443806,0.04942768255792823,100.0,100.0,350.0,2.2666251935081148,2.304799176029962,2.194206729088639,706.1689796327233,230.3425596537519,694.3761607838571,71.69640778921436,59.47319114186604,40.30510223486431,0.00119472193156308,0.0019079905844171996,0.006398445341468915,15.486533012452842,23.34228292366733,21.8737604069281,,,,7.860764491540049,0.04856593217736098,3.5648880322191596,0.07983224202582424,1.6050794130655095,0.2869258000658706,3.8483793577534318,2.277431325360712,29.125366260384034,7.182240899589948,9.350576501394825,3.4446866782563936,0.9808560411469889,,7.449306489369535,,14.244463330075941,
None,4.319821346276979,0.49250214122713554,3.505601917405939,0.1737323335026238,3.505601917405939,0.1737323335026238,100.0,100.0,350.0,2.256646928838951,2.315093745318352,2.1857388139825216,743.9027651742173,372.62072293513586,667.8527924242317,71.25951497994811,57.122662633347474,36.08929474428703,0.001133170907753893,0.0020600286903478334,0.006382536522935388,16.902076389246186,15.897007142637245,25.93567437419582,,,,8.266385006546704,0.04606385803877614,3.134152915550131,0.0861936690522106,1.9848065478689874,0.28621240013163174,9.397465466796659,2.485599469006792,14.652530133887955,4.891386813119152,5.1736680983042,4.0843581691646955,0.36551405626494055,,3.202642517339607,,23.214266501516956,
None,4.505995950533111,0.33338045036549213,3.7415020143907967,0.1259676789594827,3.7415020143907967,0.1259676789594827,100.0,100.0,350.0,2.1662766916354554,2.2083746441947563,2.0745270411985017,520.6200151026733,166.13830335540408,550.0694789407938,70.83710298596066,51.219184472217584,36.607078387868626,0.0010171925412833282,0.002088656902053185,0.006675373387275838,19.279479050361743,30.010476586568757,20.484029470716635,,,,11.939971884737583,0.04134929029607025,7.599387272185934,0.08739150217795753,6.971881560605302,0.2993440980841183,23.43823307313628,2.8352175074061385,48.88052204449105,9.23399279586731,13.3748852061742,3.2258314127112815,0.22943241413992235,,7.463081351007077,,22.112599174747604,
None,4.303772983936083,0.36766925091086206,3.6292464020071633,0.09781148485757403,3.6292464020071633,0.09781148485757403,100.0,100.0,350.0,2.2573122846441946,2.3079958426966294,2.1828649063670413,686.3589358592402,278.3619100533674,625.7393017320879,73.7283010738989,55.11260805175064,37.04339569939432,0.0012625818384866835,0.0019952244410653967,0.006014377151665157,16.15809756520484,15.647840299024864,22.54155481767081,,,,8.239338022593714,0.051324464979133476,3.431136288843964,0.08348219418683668,2.1136813288322265,0.26970301128543306,0.9351376263588537,2.3761908184124767,14.350181522040797,4.814720092007651,1.4583776799861514,3.5498511523891043,3.842677568871697,,0.42889240876126555,,21.184264469373794,
None,4.447116315997718,0.3831281263738434,3.6144592528323582,0.05735973279839447,3.6144592528323582,0.05735973279839447,100.0,100.0,350.0,2.3167930586766543,2.361034906367041,2.256786179775281,713.6862516931014,420.7440696603985,582.2432661212212,71.53750242389654,57.47218104879093,37.14178602086199,0.0013110609283335146,0.0019009328690071906,0.004643597381087262,16.636778276789293,12.81408020537918,23.761558794885264,,,,5.821420378997791,0.05329515968835425,1.2119286038895007,0.07953694012582387,1.2011739809542987,0.20823306641646913,4.953860543103153,2.4465850407043077,29.45971374166108,3.94279390934744,8.308147067524228,3.741977762974057,0.7570456674599167,,3.8341121026033025,,20.9749233598681,
None,4.544150254861396,0.3422493667439793,3.309067053214285,0.03394795244814757,3.309067053214285,0.03394795244814757,100.0,100.0,350.0,2.5025937702871413,2.55259543071161,2.459512846441948,600.8923178836645,263.3458146265114,344.55314998977366,73.54363780887002,62.79153705363167,51.25940183642322,0.001536367067847409,0.00662711657476354,0.002550671507199709,17.297447564171502,24.822606918365373,35.69425555478482,,,,1.7314540767130604,0.06245394584745565,6.803156096720082,0.2772852123332025,10.292055894257748,0.11437988821523358,11.633482664166982,2.54374228884875,18.970518576458026,7.6377252056508835,45.73966141893328,5.621142607052727,3.5825884631972067,,13.444511388675103,,9.062557098772814,
None,4.361450384595038,0.43952124318717056,3.7153392000412326,0.04499802715721109,3.7153392000412326,0.04499802715721109,100.0,100.0,350.0,2.303098439450687,2.3477114232209737,2.239356516853933,703.373920527669,397.45060284692977,615.0114831026865,69.88809031008279,58.220976590207044,46.836312194125476,0.0012726836553683372,0.0019454173644516777,0.007232177972611574,16.078600309033195,28.601243488136987,19.65356612107685,,,,6.378112217451754,0.05173510794180232,1.7693965179508961,0.08139821608584424,0.4195747468131348,0.32431291357002573,3.437341254068977,2.364500045446058,22.292493183670697,8.800382611734458,3.1477979365848037,3.095049782846748,1.5660699857988902,,5.186949575803149,,0.3482719273926041,
None,4.3790438675964145,0.36233727088179535,3.4577561113117286,0.040433707018474055,3.4577561113117286,0.040433707018474055,100.0,100.0,350.0,2.434505243445693,2.4874031585518104,2.388168002496879,646.2968872143243,300.88133654654763,353.22970700993676,72.4551626307594,57.69200445205523,51.49824797316946,0.0015777530611315936,0.0028597605906928534,0.0043265088992158265,18.480641662332097,26.60110759017069,40.90044070742968,,,,1.0363722176547514,0.06413630329803226,4.075445964510889,0.11965525484070516,7.092735537976638,0.1940138519827725,4.95634011554054,2.717741420931191,7.421127216446884,8.184956181590982,44.37327448662413,6.441014284634595,2.0495248320554977,,4.231263689350006,,9.570740368445666,
None,4.5493690221849565,0.3669328445715233,3.343295092268816,0.0314283740114854,3.343295092268816,0.0314283740114854,100.0,100.0,350.0,2.4941236329588015,2.5424448938826467,2.449277715355805,607.3808343979804,305.123757156365,421.359459712372,74.10654104071745,63.773034025327256,52.354639031509734,0.001551512700596539,0.002475722524834928,0.002792105101688766,18.363125693221534,22.27986455306075,22.004272815857323,,,,1.3871395511707927,0.06306962197546907,6.37844744278856,0.10358671652028988,9.833081406089919,0.1252065068021868,10.679289059120533,2.700459660767873,6.115767028810769,6.855342939403308,33.64417957285481,3.4652398135208387,4.375409916503444,,15.217766983427738,,11.392849003212202,
None,4.435752807207896,0.3001596497697785,3.3944830054127872,0.14164699191875046,3.3944830054127872,0.14164699191875046,100.0,100.0,350.0,2.3238360923845196,2.3770317602996256,2.2670747191011236,745.6693114165704,270.8526118220087,621.371924422418,71.38837591991557,58.627663301111994,45.3159758764901,0.001332284348948998,0.0019130430006855362,0.004486925083199761,16.984569341177195,15.640708190459703,21.84730406087651,,,,5.5351181957512345,0.05415790036378041,0.5426041715637878,0.08004364019604754,1.6625434574494882,0.20120740283407001,9.65725167890741,2.4977307854672346,16.660734823997313,4.812525597064524,2.1461536342648766,3.4405203245474816,0.5470083379092602,,5.921704247718144,,3.583030050021064,
