sc_r,sc_eps,oc_r,oc_eps,ocx_r,ocx_eps,sos_ktheta,oso_ktheta,D_11,D_11H,D_14,SE_T11,SE_T11H,SE_T14,BM_T11,BM_T11H,BM_T14,error_D_11,error_D_11H,error_D_14,error_SE_T11,error_SE_T11H,error_SE_T14,error_BM_T11,error_BM_T11H,error_BM_T14
4.65,0.31,3.45,0.06,3.45,0.06,100.0,100.0,2.4817418476903867,2.4658736079900128,2.361082509363296,605.538170564669,359.42636968678664,674.6502150649615,68.69664919996318,28.06971251440089,35.86910537726074,0.8838149467636904,3.1746279493729137,5.878139433331665,10.950269034607494,10.59272913439589,6.2441283566868435,3.2441560563898935,49.28687892610498,23.682754516466517
4.65,0.31,3.5500000000000003,0.0849999999999999,3.5500000000000003,0.0849999999999999,100.0,100.0,2.40175177278402,2.4157737453183525,2.306991061173533,662.278350833943,312.2886000448244,548.7866431241891,69.10672220377506,50.18896229747492,39.96194004810904,2.367814114470736,1.078399385705122,3.452513953970087,2.6061248773613204,3.911199986207871,13.576906594615883,2.6665884453872337,9.324368026242237,14.974595642321185
4.65,0.31,3.65,0.11,3.65,0.11,100.0,100.0,2.3292530212234706,2.378196154806492,2.210808177278402,701.0574274442808,373.2216147242051,668.199010166886,65.50608144554752,51.11414228356663,34.13061051307223,5.314917836444285,0.4938847361300451,0.8606198529864637,3.0966805065118894,14.837419915140032,5.228190577462355,7.7379134569753205,7.652859469617655,27.381679759420795
4.65,0.31,3.75,0.135,3.75,0.135,100.0,100.0,2.261760424469413,2.3066441573033702,2.142280449438202,702.6265631926973,240.99491387813148,652.1176456272134,66.33501153716219,49.05786480297921,33.54672561466283,8.05851933051166,3.487692163038907,3.9336121328160454,3.3274357636319545,25.847718806728775,2.6956922247580146,6.570406285687059,11.367904601663579,28.623988053908867
4.65,0.31,3.85,0.16,3.85,0.16,100.0,100.0,2.1970159675405743,2.238993782771536,2.08343252184769,643.6976991119926,106.20016836996308,613.5889444944048,67.39635024431524,49.08482376778018,31.31331250102897,10.69040782355389,6.318251766881351,6.572532652569949,5.338573660001085,67.32302511693445,3.371819764660659,5.075563036175713,11.319198251526327,33.37593084887453
4.725,0.355,3.45,0.06,3.45,0.06,100.0,100.0,2.4631122471910114,2.4965466916354555,2.3756841198501872,620.6563013362622,358.0376454324732,548.8499918600065,68.15844053312792,50.12081121632653,30.38216437840317,0.12651411345574964,4.458020570521145,6.532920172654137,8.727014509373202,10.165429363837907,13.566930415747004,4.002196432214204,9.447495544125513,35.35709706722729
4.725,0.355,3.5500000000000003,0.0849999999999999,3.5500000000000003,0.0849999999999999,100.0,100.0,2.3862651935081147,2.4277581897627964,2.290640836454432,675.5876328682419,309.6714900462903,651.3770413155925,66.95839348055561,48.7912673386232,35.223614538286164,2.997349857393709,1.5798405758492184,2.719320020378125,0.6488775193761853,4.716464601141454,2.5790616245027502,5.692403548513219,11.849562170509126,25.056139280242206
4.725,0.355,3.65,0.11,3.65,0.11,100.0,100.0,2.316520948813982,2.3560648689138577,2.185933920099876,707.9454122646007,353.73216216070745,699.5359020900183,68.2202655202014,46.90256446084673,34.896182312253686,5.832481755529178,1.4198799617632816,1.9760573946243851,4.109619450676572,8.840665280217676,10.163134187404463,3.915118985631839,15.26185282593183,25.752803590949604
4.725,0.355,3.75,0.135,3.75,0.135,100.0,100.0,2.250853108614232,2.2899426217228465,2.133034656679151,702.202722835554,333.1939380310193,674.8955474418912,66.67892179036437,50.79327896949869,37.69977962761634,8.501906153893005,4.186501183144505,4.348221673580675,3.2651062993461806,2.521211701852088,6.2827633766757724,6.086025647374126,8.232558320688915,19.787702919965238
4.725,0.355,3.85,0.16,3.85,0.16,100.0,100.0,2.1877247066167294,2.225199413233458,2.07819354556804,632.9557779295126,92.88331036275105,617.4797086696557,64.24881764084911,48.25370434959972,35.6931652597424,11.06810135704352,6.895422040441091,6.8074643243031465,6.918267951542268,71.42051988838429,2.7591009969046176,9.508707548099844,12.820769016079998,24.057095192037448
4.8,0.4,3.45,0.06,3.45,0.06,100.0,100.0,2.442170399500624,2.408901198501873,2.349936254681648,633.9343164589693,316.2769109632184,597.3325070847768,66.83219364460781,43.329583746665605,27.69868886163216,0.7247805081047104,0.7908451256013712,5.378307384827257,6.774365226622161,2.684027395932792,5.931888648066645,5.870149796327024,21.717102535382832,41.06661944333583
4.8,0.4,3.5500000000000003,0.0849999999999999,3.5500000000000003,0.0849999999999999,100.0,100.0,2.3688820474406995,2.375421697877653,2.232792297128589,684.9040144888702,333.42261754544273,663.6194724638628,70.11627593559466,42.56818997247748,33.75101230515749,3.7039818113536764,0.6099708000982151,0.1252151178739549,0.7211786013044396,2.591574629366995,4.507003537616197,1.244681780852595,23.092701043401128,28.189335520941516
4.8,0.4,3.65,0.11,3.65,0.11,100.0,100.0,2.301989113607989,2.289086129837703,2.159895093632959,709.0374381027989,336.0476130444694,695.5737266125498,67.57960979896171,28.230722617876346,31.14353697292838,6.423206763902882,4.22233766369444,3.143717774306778,4.270211485705719,3.3992655521444353,9.539169545283427,4.81745098737787,48.99598443021437,33.73715537674813
4.8,0.4,3.75,0.135,3.75,0.135,100.0,100.0,2.238298352059925,2.270954019975031,2.11310936329588,696.9649361270318,260.1409090866154,672.9697458726245,67.55952691522457,50.615543255129424,37.986653988578766,9.012262111385157,4.981003348325063,5.241732587628691,2.4948435480929145,19.956643357964488,5.979487538995977,4.845736739120329,8.553670722440067,19.177331939194115
4.8,0.4,3.85,0.16,3.85,0.16,100.0,100.0,2.17676961298377,2.2086921972534337,2.064736579275905,619.3176143066248,25.890726634206644,624.6208388906862,66.49896999622402,48.3725720044613,32.89170226160946,11.513430366513408,7.586100533329139,7.410915727537895,8.923880249025762,92.03362257409026,1.6345135605218626,6.339478878557719,12.60601263873298,30.017654762533066
4.2,0.04,3.15,0.0150749999999999,3.15,0.0150749999999999,100.0,100.0,2.913244556803995,3.0837834082397,2.7257080149812736,242.26182118314512,37.16261151235237,341.651250292184,69.06583442783003,46.19450701422738,32.623910750415945,18.4245754798372,29.028594487016736,22.229058967770115,64.37326159071395,88.56535030389158,46.19665349729386,2.724176862211231,16.541089405189915,30.587423935285226
4.2,0.04,3.25,0.0300499999999999,3.25,0.0300499999999999,100.0,100.0,2.757471835205992,2.9011209113607994,2.5469193133583024,346.7106764066366,198.6734327068229,358.5907022535694,68.08993005888351,52.902920525764216,33.26102579505718,12.092351024633828,21.38581219082842,14.211628401717595,49.01313582255344,38.86971301328526,43.52902326715442,4.098690057910549,4.421101127797264,29.231860010516638
4.2,0.04,3.35,0.0450249999999999,3.35,0.0450249999999999,100.0,100.0,2.646642983770287,2.762351672908864,2.499312459425718,427.21718358705664,290.0970493107657,404.3146679816629,65.26306153721514,50.49120024550979,29.88764352446361,7.587113161393781,15.57956790413656,12.07679190249857,37.17394359013873,10.739369442841316,36.328398743045206,8.08019501800685,8.778319339639049,36.40926909688594
4.2,0.04,3.45,0.06,3.45,0.06,100.0,100.0,2.555606941323346,2.560918127340824,2.491979825218477,499.13223828228433,251.00424250990667,422.777944988596,66.25609412871984,35.278596180721564,44.64160918324164,3.88646102940431,7.151386081206026,11.747974225043805,26.598200252605245,22.767925381567178,33.420796064788036,6.681557565183327,36.26269886048498,5.017852801613529
4.275,0.0849999999999999,3.15,0.0150749999999999,3.15,0.0150749999999999,100.0,100.0,2.8828579900124844,2.9570495255930087,2.7118740574282145,418.0988257398367,284.7436706395207,425.69659401765085,66.7195542860407,45.695719997519326,34.452007596160485,17.18934918749937,23.725921572929227,21.608702126825765,38.514878567671076,12.386562880147476,32.961166296432935,6.02879678022436,17.442240293551354,26.69785617838195
4.275,0.0849999999999999,3.25,0.0300499999999999,3.25,0.0300499999999999,100.0,100.0,2.7392846816479404,2.874746479400749,2.553920699126092,375.777323849509,263.335412954915,367.7117684181412,69.02571998038087,57.93205247811184,37.85190744924519,11.353035839347172,20.282279472834674,14.525591889062417,44.738628845660436,18.973719090795385,42.09263489478091,2.7806760839706053,4.664954793336659,19.46402670373364
4.275,0.0849999999999999,3.35,0.0450249999999999,3.35,0.0450249999999999,100.0,100.0,2.634371697877653,2.743739825218477,2.536236392009988,450.2967964769504,342.06424992423337,375.5266988293663,65.74303175487465,51.01217956455842,37.75027845366642,7.088280401530604,14.800829507049231,13.732573632734898,33.779882871036705,5.250538438225651,40.86193719222578,7.404180626937111,7.83707395743736,19.680258609220388
4.275,0.0849999999999999,3.45,0.06,3.45,0.06,100.0,100.0,2.547128589263421,2.5675233208489385,2.4405605493133584,517.804374671473,353.0102007818036,385.8225960948183,68.25897839739687,44.36763564734424,38.11455206023922,3.5418125716837823,7.427754010415833,9.442177099253742,23.852297842430435,8.618523317478024,39.24053604806011,3.8605938064832768,19.84167001383155,18.905208382469745
4.35,0.13,3.15,0.0150749999999999,3.15,0.0150749999999999,100.0,100.0,2.840794981273408,2.937279263420724,2.6690241198501874,546.5618270997124,219.19492451219725,534.5516062852058,61.06813260852539,47.1925532821107,40.01295008047137,15.479470783471875,22.898713950657903,19.687180262340245,19.623260720630523,32.55540784240085,15.818644679495147,13.988545621795227,14.737934449664497,14.866063658571553
4.35,0.13,3.25,0.0300499999999999,3.25,0.0300499999999999,100.0,100.0,2.720705518102372,2.849847665418227,2.5479685018726594,404.3425426731428,312.43667222082274,368.9971718579162,69.94184185511193,56.10236644386983,53.21542547980852,10.597785288714302,19.240488092812846,14.258677214020604,40.53786137159665,3.865639316669925,41.89020915623367,1.490363584349392,1.3592889681478444,13.224309531507496
4.35,0.13,3.35,0.0450249999999999,3.35,0.0450249999999999,100.0,100.0,2.6213496129837703,2.72429481897628,2.510687041198502,472.0713053163257,293.8111200451877,357.02426078573586,66.09254026052787,52.7707025100158,36.40675922392693,6.558927357063836,13.987230919509622,12.586862834013536,30.577749218187396,9.596578447634556,43.77570696287624,6.911915126017086,4.659977398345437,22.53881016185759
4.35,0.13,3.45,0.06,3.45,0.06,100.0,100.0,2.53784672908864,2.62846365792759,2.46852722846442,534.4777447863195,269.9355768715147,488.3577081167643,68.70905783572637,47.96945490263494,41.61100095068701,3.1645011824650493,9.977558909104186,10.696288271947095,21.400331649070665,16.942899424149328,23.093274312320585,3.226679104610747,13.334318152421062,11.465955424070197
4.425,0.175,3.15,0.0150749999999999,3.15,0.0150749999999999,100.0,100.0,2.79010872659176,2.9437382896379525,2.6183005992509365,238.01646940922248,132.51758819777265,544.8014317427834,66.49002078855042,48.02840342928764,36.786266554356,13.419053926494316,23.168966093638172,17.412582926050963,64.99757802805551,59.22535747760842,14.204498938144349,6.352083396407853,13.227816749254487,21.73134775668937
4.425,0.175,3.25,0.0300499999999999,3.25,0.0300499999999999,100.0,100.0,2.7006965043695383,2.822796429463171,2.532895655430712,438.6678214322924,256.8105993764119,515.1761074822851,68.77471659842587,55.11734742596312,54.14741340993325,9.784410746729202,18.108637216032257,13.58276481752071,35.490026259957,20.981354038027103,18.8699043334984,3.1342019740480724,0.42032985372517373,15.207262574326064
4.425,0.175,3.35,0.0450249999999999,3.35,0.0450249999999999,100.0,100.0,2.606575330836454,2.6905261173533086,2.442373233458177,494.2430197363069,269.11723715318533,437.9793379978013,68.94632197992894,56.39454544367152,34.08533307839388,5.95834678196968,12.574314533611233,9.523463383774759,27.31720297995487,17.194696260558363,31.02687590585807,2.8925042536212127,1.8871643065429389,27.47801472682153
4.425,0.175,3.45,0.06,3.45,0.06,100.0,100.0,2.526557715355805,2.60500506866417,2.4519630212234707,553.3305344424879,246.621656566622,508.49223995445146,67.06366923179661,53.64429293900724,43.56572395855088,2.705598185195335,8.996027977580335,9.953498709572676,18.627862581987078,24.11641336411631,19.922481896936777,5.544127842539987,3.0816749069426645,7.306970300955568
4.5,0.22,3.15,0.0150749999999999,3.15,0.0150749999999999,100.0,100.0,2.7593868664169787,2.825017852684145,2.607493445692884,535.1239276258713,315.5742252522058,406.85898357170726,67.01072166349061,32.40290452153549,50.56798609492316,12.170197821828406,18.20158379431568,16.927957205958936,21.305304760901286,2.900238383936679,35.92771912256579,5.618701882407586,41.45816707943001,7.591459776432249
4.5,0.22,3.25,0.0300499999999999,3.25,0.0300499999999999,100.0,100.0,2.678627590511861,2.790452359550562,2.507523233458177,497.0257748679831,257.01912705623295,542.8341655463933,69.14110140118903,58.90846010654871,49.89935720922647,8.887300427311418,16.75532885148794,12.444988047451893,26.907974284120133,20.91719167500525,14.514304638363267,2.6181670405788267,6.429015549320159,6.168845126013773
4.5,0.22,3.35,0.0450249999999999,3.35,0.0450249999999999,100.0,100.0,2.589876329588015,2.5948111360799,2.4175391136079902,514.9451893114499,320.6069269031884,467.8407802736865,69.44157536405768,31.071281181138204,39.767395818149616,5.2795255930087395,8.56950360166946,8.4098257223314,24.272766277727957,1.3517147990189466,26.324286571072992,2.194964275975093,43.86399063931671,15.38851953585188
4.5,0.22,3.45,0.06,3.45,0.06,100.0,100.0,2.513631248439451,2.5901683021223465,2.437929425717853,572.0420439796288,292.84470815086,492.915361711053,68.29791341662249,49.47470067603321,41.68964056647727,2.180132050384187,8.375242766625371,9.324189494074126,15.87617000299576,9.893935953581535,22.375533588810555,3.8057557512359264,10.61481359343594,11.298637092601547
4.2,0.04,3.583333333333333,0.0933333333333333,3.583333333333333,0.0933333333333333,100.0,100.0,2.426745555555556,2.514601111111111,2.340525393258427,588.2718871633458,186.95733130065136,475.1685013166005,65.3065785822516,45.55540403523359,35.54909041594835,1.3518066847334882,5.213435611343544,4.956295661812876,13.489428358331498,42.47466729210727,25.170314753291258,8.018903405279431,17.695747000481315,24.363637412875853
4.2,0.04,3.716666666666667,0.1266666666666666,3.716666666666667,0.1266666666666666,100.0,100.0,2.319027852684145,2.384249413233458,2.2007741697877656,637.263663526619,282.99221336230227,535.795545097918,61.35625853104909,45.09632412493907,32.988108450686106,5.730575094140454,0.2406103249599139,1.3105753458401053,6.284755363732502,12.925472811599304,15.622748803477485,13.582734463311137,18.525159665873403,29.812535211306155
4.2,0.04,3.85,0.16,3.85,0.16,100.0,100.0,2.2217321348314605,2.2717638576779025,2.1093960923845194,593.2074270598268,149.9971143010651,584.0834069344045,61.144358628525104,40.82498292828549,31.98801188004082,9.68568557595689,4.947118925610781,5.408246978272671,12.763613667672523,53.84704175351843,8.018361112692208,13.881185030246332,26.242126597496853,31.940400255232298
4.3,0.1,3.716666666666667,0.1266666666666666,3.716666666666667,0.1266666666666666,100.0,100.0,2.3158097128589263,2.381302446941324,2.2035394756554307,658.22986479966,321.7915043112981,584.6374204241214,63.42149753063728,43.64972857227134,33.889524636105605,5.861393786222505,0.3639143539194946,1.186570598411177,3.201490470638228,0.9872294426774995,7.931114893839151,10.67394713994749,21.13870176644744,27.89462843381786
4.3,0.1,3.85,0.16,3.85,0.16,100.0,100.0,2.220571598002497,2.2760179026217227,2.1084976654182275,616.4781155205676,92.51444417279116,569.5742428385396,60.50781322632551,46.36426008111852,32.20651246437488,9.732861869817198,4.769125413317049,5.448535183039126,9.34145359991653,71.5340171776027,10.303268844324473,14.777727850245759,16.234399130770512,31.47550539494706
4.4,0.16,3.583333333333333,0.0933333333333333,3.583333333333333,0.0933333333333333,100.0,100.0,2.412055156054932,2.482585018726592,2.3217076404494383,629.5801095113393,319.9708298630533,500.5091474444684,66.49398193755843,48.45634080735001,33.117823931180745,1.9489773961409682,3.87385015592435,4.112450244369433,7.414689777744222,1.5474369652143616,21.179661819768757,6.346504313297985,12.454668821409197,29.536544827275012
4.4,0.16,3.716666666666667,0.1266666666666666,3.716666666666667,0.1266666666666666,100.0,100.0,2.3100206741573035,2.3715975905118603,2.1961577028714108,677.9280191025777,321.1080942681614,592.1609466505222,65.08638016182124,47.276872346907325,34.4547749500314,6.096720562711239,0.7699752923907895,1.5175917994883057,0.30470307315034556,1.1975094559503445,6.746307614090993,8.329042025603888,14.58559648255226,26.691968191422557
4.4,0.16,3.85,0.16,3.85,0.16,100.0,100.0,2.217115131086142,2.270191548064919,2.0960435580524344,634.0165368561292,187.5114771417899,583.4188211057725,62.30842665215414,41.742276217824525,30.92910948536468,9.873368655034874,5.0129059387063295,6.007015333971553,6.762273991745711,42.30416087944926,8.12302029830354,12.241652602599803,24.584866815131843,34.193384073692165
4.6,0.28,3.183333333333333,0.0200666666666666,3.183333333333333,0.0200666666666666,100.0,100.0,2.684671810237204,2.770613033707865,2.532146691635456,398.4504668887084,223.71314266344663,539.8095513592352,67.08850734893153,52.87298380858353,53.25191872615318,9.133000416146498,15.925231535893925,13.549178997105653,41.404343104601715,31.16518687278565,14.990621833191302,5.509144578969678,4.475187337699141,13.301954736496125
4.6,0.28,3.316666666666667,0.0400333333333333,3.316666666666667,0.0400333333333333,100.0,100.0,2.5907364419475654,2.590566604244694,2.429483370786517,524.4155894225205,317.19513368784874,446.2734152109977,66.60053457418377,53.62888955246419,42.38738149020139,5.314489510063634,8.391908127393057,8.945442636166677,22.880060379041105,2.4014973268157727,29.72072201401611,6.19643017720596,3.1095039702544067,9.814081935741719
4.7,0.34,3.183333333333333,0.0200666666666666,3.183333333333333,0.0200666666666666,100.0,100.0,2.6449654057428216,2.727072484394507,2.4982007990012485,574.8294312463596,242.87824935332324,575.2560485450628,70.00211655789305,38.57308787632647,51.6728901435249,7.5189189326350245,14.103451229895681,12.026941659248811,15.46626011082947,25.268230968208233,9.408496292116103,1.4054696367703572,30.310591009346943,9.942319454308304
4.7,0.34,3.316666666666667,0.0400333333333333,3.316666666666667,0.0400333333333333,100.0,100.0,2.559426529338328,2.6330919350811484,2.383083033707865,558.2892350142005,292.7809334589988,564.2955654509587,69.42817627354121,49.35280573069191,45.86414752102701,4.041728834891385,10.171210672851391,6.864710031742827,17.8986419096764,9.91355893569268,11.13455662189626,2.2138362344489977,10.835039330276583,2.4167074020701973
4.8,0.4,3.183333333333333,0.0200666666666666,3.183333333333333,0.0200666666666666,100.0,100.0,2.604219438202247,2.571354918851436,2.461838414481897,592.5983013006697,293.6945371310254,606.040078773661,66.38561928070982,40.77313947152094,41.61399859532786,5.862578788709229,7.588071918470129,10.396341456587312,12.853190985195628,9.632450113530641,4.560617515958901,6.499127773648143,26.33579137936596,11.459577456749239
4.8,0.4,3.316666666666667,0.0400333333333333,3.316666666666667,0.0400333333333333,100.0,100.0,2.5212833957553062,2.5609055056179777,2.3527471036204743,599.5337655052617,301.4370839663439,566.5081640242784,63.014144942474005,46.93615078534479,46.48013559161119,2.4911949494026944,7.150857975647596,5.5043544224427965,11.833269778637982,7.250128010355726,10.786115901688447,11.247683179614079,15.201172926206338,1.106094485933644
4.544017104338829,0.1837346572801993,3.6581306056301024,0.1522562385887176,3.6581306056301024,0.1522562385887176,100.0,100.0,2.301252334581773,2.3583150686641696,2.190142347066167,698.8664275653127,324.0993274569684,617.7077641186426,65.6177933643142,49.40921317410602,34.9083268225019,6.453157130822242,1.3257293445954184,1.787338696584431,2.774474641957755,0.27713001324048914,2.723186752969676,7.580572726318034,10.733128863403758,25.72696420744277
4.553424270719841,0.3256122652781864,3.7805894923290304,0.1405356794644367,3.7805894923290304,0.1405356794644367,100.0,100.0,2.2533069787765294,2.302626654182272,2.1331788639201,700.8107662528315,205.80367749020184,660.7641721706254,65.8870436635715,52.49996253280127,34.58149400661365,8.402155334287421,3.6557885279384164,4.341754981161437,3.0604068018869874,36.67579154147636,4.057349948129991,7.201346952716192,5.149119181930861,26.42235317741776
4.488699498305926,0.3015215634002146,3.751599287587919,0.0215619354528144,3.751599287587919,0.0215619354528144,100.0,100.0,2.5213376903870164,2.5338551310861424,2.433894843945069,549.8610652895389,295.28833713841885,588.4752020203208,66.77548117751255,51.08634730312992,29.676377298802866,2.4934020482527,6.019043141679591,9.143266544621925,19.138078633891332,9.142050111255736,7.326739839319557,5.95002651054571,7.703076236440979,36.85877170467475
4.772592289927677,0.294096717903036,3.5696940634085044,0.1120716126969039,3.5696940634085044,0.1120716126969039,100.0,100.0,2.3429136329588016,2.370219850187266,2.234175131086142,693.3020753357085,323.0505558907626,647.3503653070836,66.84354228144066,45.254123004426425,32.049366312426216,4.759608416308876,0.8276213310767416,0.18722560924403503,1.9561875493689025,0.5998289566884278,1.9449394184383655,5.8541658007878,18.240066839337988,31.809858909731457
4.374897479995657,0.3341191515321607,3.156918221632616,0.057065942377849,3.156918221632616,0.057065942377849,100.0,100.0,2.643601073657927,2.7510409113607994,2.482954144818976,492.56734488172026,247.2682676074292,391.0598088552961,70.95488018655632,56.991527869330994,38.77887822043873,7.463458278777529,15.10631428287863,11.343235193676046,27.563625752688196,23.917456120791012,38.41577813302423,0.06354903301926275,2.965723341158072,17.49174846715164
4.783425251906325,0.2602048300793555,3.6156045023333214,0.0389713084652432,3.6156045023333214,0.0389713084652432,100.0,100.0,2.4527965792759048,2.420649712858926,2.273236966292135,597.136635616545,320.5946605690786,610.559723126435,67.53097193727612,47.76022468178171,36.34830527980801,0.29282198065427595,1.2824147639718007,1.9388774122033645,12.185788879919846,1.3554890556681234,3.848862499774022,4.885955017920956,13.712331198226366,22.66318025572764
4.226967468197057,0.0791396619475277,3.367913372094077,0.0581334872965499,3.367913372094077,0.0581334872965499,100.0,100.0,2.5925753308364548,2.7021456803995005,2.4844915355805246,483.3725568061736,219.3571005123605,403.6903949849111,66.08185047515441,47.06651698937965,41.82683174166967,5.389241090912797,13.060488719644368,11.412176483431598,28.91580046968036,32.505507534658314,36.4267094511951,6.92697116175435,14.96564229561039,11.00674097517091
4.210088897222818,0.1734736333762267,3.2848305677292178,0.1009899076247159,3.2848305677292178,0.1009899076247159,100.0,100.0,2.545981373283396,2.580792896379526,2.485428589263421,546.7112134551004,203.7403048599708,367.520570415446,63.98410648615122,49.25288746294402,44.951347594313305,3.4951777757478073,7.982966375712375,11.454196827956094,19.601292138955824,37.3106754277013,42.12274481646519,9.881540160350394,11.01556013921587,4.358834905716374
4.505659168797134,0.3813542414388808,3.342620453477149,0.0914226672177904,3.342620453477149,0.0914226672177904,100.0,100.0,2.4918552309612982,2.4983899500624216,2.416405930087391,621.148465685392,246.2878370455539,548.3984881428244,67.54430011398372,50.81002607681288,41.893251267974776,1.2949280878576535,4.535144354076212,8.359010317820216,8.654637399207058,24.219127062906487,13.638033363334747,4.867182938051093,8.202301577573838,10.865422834096222
4.306565825275454,0.2255637788182889,3.445611862203779,0.0800698221929402,3.445611862203779,0.0800698221929402,100.0,100.0,2.4988329712858928,2.555471672908864,2.4250119600499374,582.1354662549995,276.9107401451139,486.48373733132615,67.25474488216298,48.85563174864703,46.54147486587717,1.5785760685322279,6.9235009585298695,8.74493094394338,14.391843197794188,14.796695339964957,23.3883878218384,5.275007208221153,11.73327597353744,0.9755853917507021
4.335313480660086,0.1444649375909922,3.451558898199649,0.0626899495112877,3.451558898199649,0.0626899495112877,100.0,100.0,2.531081223470662,2.620911622971286,2.4596211360799,542.9707644016819,301.53715819952754,486.60928300779824,68.28191915548007,46.69553637480337,34.425182565482096,2.889480628888696,9.661574182898994,10.296911931834085,20.15135817622325,7.219335938606911,23.368616849165633,3.828282879605538,15.635887308395002,26.754930711740222
4.6870379006233,0.1079537346044639,3.2596387912738134,0.1218019361228149,3.2596387912738134,0.1218019361228149,100.0,100.0,2.490221747815231,2.564960224719101,2.416565867665418,592.437334607656,285.646998529877,545.6330278749502,66.47572756724918,47.06050546394045,41.63438667328656,1.2285263339524848,7.32051149452304,8.36618240652099,12.876862557697647,12.10861583696092,14.073538917330671,6.3722146940152395,14.976503226846521,11.416198567475396
