sc_r,sc_eps,oc_r,oc_eps,ocx_r,ocx_eps,sos_ktheta,oso_ktheta,D_11,D_11H,D_14,SE_T11,SE_T11H,SE_T14,BM_T11,BM_T11H,BM_T14,error_D_11,error_D_11H,error_D_14,error_SE_T11,error_SE_T11H,error_SE_T14,error_BM_T11,error_BM_T11H,error_BM_T14
4.465728609057547,0.0451331374250854,3.377699997052902,0.1342449244897854,3.377699997052902,0.1342449244897854,100.0,100.0,2.4580484394506867,2.561338551810237,2.3829742072409483,592.6944181029827,252.2562847556051,529.8292459777679,65.94475629854225,44.73956789579816,37.35417473246588,0.07933172964687905,7.168977063189835,6.85982992111876,12.839056161326075,22.382681613659972,16.562323468068055,7.12006155134895,19.16970569864831,20.523032484115152
4.796812374478104,0.3697144042121456,3.136983436895141,0.1100629025083734,3.136983436895141,0.1100629025083734,100.0,100.0,2.4848513108614227,2.474407528089888,2.403070224719101,627.2177206355002,314.31342133928825,561.512828255182,67.1360702179773,50.51876285047864,43.38184236980607,1.0102158886757229,3.5316957359785746,7.76099662417494,7.762099906544088,3.288178049449768,11.572782951939852,5.442154622567175,8.728522402025952,7.698207723816867
4.563692030065045,0.2509896359222457,3.211772653608852,0.1275500197389502,3.211772653608852,0.1275500197389502,100.0,100.0,2.501123383270911,2.5766785518102377,2.4310502996254684,610.7261618214022,321.1992156072433,543.2015882142266,68.11759001271258,52.40321287785899,46.80410548560373,1.6716822467850103,7.810818067373958,9.015708503384232,10.187329143911438,1.169472120848223,14.456442800909194,4.059732376461151,5.323915306487825,0.4167968391410048
4.402335983026889,0.1489988165736186,3.4889421848944195,0.1596784322885394,3.4889421848944195,0.1596784322885394,100.0,100.0,2.382242808988764,2.4575411735330834,2.290035905118602,673.5425452433759,329.59201663699275,547.6429104936262,67.1079550593286,48.84845888278795,34.95325325299563,3.1608614232209673,2.825990524396791,2.6921930546458253,0.9496256995035424,1.4129281959977702,13.757021969507681,5.481753437565348,11.746235080780576,25.631376057456105
4.274920672381986,0.391665678880169,3.839945874464562,0.0072798217193291,3.839945874464562,0.0072798217193291,100.0,100.0,2.661439263420724,2.76621606741573,2.4890442197253435,465.00498329656347,312.7459590736712,507.0974159709645,69.70745503930954,55.213965935969874,46.11075229515632,8.188587943931871,15.741258050867353,11.616332723109574,31.616914221093605,3.7704741311780916,20.142139217170943,1.8204858601274134,0.2457706667210974,1.892016393284432
4.727115620875361,0.1040779202099259,3.7294539467181806,0.083525025120658,3.7294539467181806,0.083525025120658,100.0,100.0,2.339011822721598,2.3903177028714104,2.210202459425718,639.0204007445866,290.6744431805312,604.5968793918735,64.22508269191496,38.67186940641736,34.51195286501139,4.91821858855292,0.013293007171979416,0.8877820885328183,6.026411655207854,10.561709790605777,4.787893009153784,9.542137053640896,30.13212392697858,26.57031305316726
4.223696043751494,0.2776835167954646,3.2964864445509834,0.1071331690121643,3.2964864445509834,0.1071331690121643,100.0,100.0,2.5295182397003746,2.6253280149812737,2.465887665418228,576.1553799046126,287.6406695392276,436.09845644120617,67.62703893354066,48.620718284353416,44.264980893918384,2.8259447032672615,9.846360459467512,10.577922216064037,15.271267661086387,11.495178603314589,31.323077725794302,4.750649389379351,12.157690543173596,5.819189587407693
4.761070087092334,0.194813145547026,3.6542336163453086,0.0151797835719762,3.6542336163453086,0.0151797835719762,100.0,100.0,2.567115081148564,2.5424836704119853,2.3739752933832707,514.5757765411503,299.2687625563356,550.7274180310333,62.7468460670939,37.88190124122767,41.46224082595633,4.354271591405047,6.380069891714861,6.456291183106312,24.327091685124962,7.917303828819811,13.271272751018383,11.624160468881835,31.559347350988848,11.782466327752493
4.4486929429074085,0.091503271056922,3.3092326755284622,0.0767659211165677,3.3092326755284622,0.0767659211165677,100.0,100.0,2.5593802122347062,2.655088464419476,2.443653720349563,521.891075819899,342.9780918152465,403.28726666598914,65.89067255902785,48.528984290060606,40.74372904192778,4.039846025801069,11.091567548932039,9.580884320608206,23.251312379426615,5.531720558537385,36.49019422582848,7.196235832355143,12.323424950206675,13.31121480440898
4.26756053109615,0.2435648415695971,3.794360986179453,0.0278125285231061,3.794360986179453,0.0278125285231061,100.0,100.0,2.497633058676654,2.5511008364544323,2.411617365792759,553.6802606388013,273.37252350788594,546.5878660932237,64.41112645123675,49.47572438020556,37.73365033323923,1.5297991331973264,6.740620772151974,8.14427649294883,18.576432258999805,15.88537738218894,13.923170693980513,9.28010358980739,10.612964082736113,19.715637588852697
4.437379237974279,0.3503039725907512,3.552043498693612,0.0868229268708187,3.552043498693612,0.0868229268708187,100.0,100.0,2.425333945068664,2.4895520224719103,2.336880624219725,656.1616164995424,248.49402485147027,475.408074717556,68.5967676150114,50.73325234672552,40.593066946759976,1.4091892248510574,4.165356588782853,4.792853104023547,3.5056446324202284,23.540300045701454,25.132586658652595,3.384834345054364,8.341007503657597,13.631772453702181
4.580170317319177,0.3390728100182955,3.0644509607348374,0.1027309720370257,3.0644509607348374,0.1027309720370257,100.0,100.0,2.567505742821473,2.626617191011236,2.4535685393258424,566.4047356229636,318.175564249724,448.3190034807421,68.89049561053596,59.79204650665298,32.113817962941326,4.370152147214348,9.900300879131214,10.025495037033293,16.705185937799474,2.0998263847003065,29.398582129016997,2.9711329429070923,8.025377609129139,31.67272773842271
4.316590020490089,0.1376507822059138,3.1233870259567404,0.0508939764135313,3.1233870259567404,0.0508939764135313,100.0,100.0,2.701388277153558,2.8281164169787765,2.55326354556804,421.1340322317853,320.087360037066,263.37409691297466,70.12133777529456,54.81009244686736,46.82086937977569,9.81253159160805,18.331230835932065,14.496123119643046,38.06852467179628,1.511581527056618,58.523764265673286,1.237552429162587,0.9754427337536461,0.38112897920066696
4.657135343817487,0.1888772453362831,3.0849431280782658,0.0460462833730664,3.0849431280782658,0.0460462833730664,100.0,100.0,2.658029151061174,2.76745684144819,2.501932559300874,538.4636969973984,277.89642770733286,611.166719195244,65.41287283813854,57.63083923552238,50.260369714931954,8.049965490291637,15.793173282351036,12.194285170442784,20.81416220626494,14.493406859282198,3.753272567678108,7.869193185720367,4.120757426418028,6.936956840280754
4.358259181803232,0.3070297634050414,3.760813386994204,0.0425010613934963,3.760813386994204,0.0425010613934963,100.0,100.0,2.4413976029962545,2.4635435081148565,2.3489026716604244,606.3962735828128,311.5070593288244,482.9016542688423,65.62943383020698,48.217919925617245,35.2934964944755,0.7561950001522537,3.0771342307471263,5.331958370422622,10.824077414292237,4.151674052669407,23.952495390733493,7.564177703933835,12.885420188586732,24.90745426707341
4.455506613895899,0.2747596772964942,3.678987072920112,0.0648478600498285,3.678987072920112,0.0648478600498285,100.0,100.0,2.410029138576779,2.473241947565543,2.314622421972534,636.3870319682983,308.4904173050713,494.5566698666928,64.97281360660033,45.23659537698824,35.383033634445255,2.0313358302122286,3.482926676382554,3.794727442714539,6.413671769367899,5.079871598439608,22.117059863512946,8.488994920281232,18.271733736245277,24.716949713946267
4.641724381137714,0.1200118422501975,3.5322830104462266,0.1282486035272656,3.5322830104462266,0.1282486035272656,100.0,100.0,2.373963945068664,2.411340674157304,2.2777351935081147,660.6756321064175,326.3712277670358,581.2085261228384,64.839336430286,40.19949602713942,35.80151529444155,3.497400606964875,0.8929152367072667,2.1405916371351896,2.8418188078797737,0.42191623601101685,8.471098248371904,8.676990943259161,27.372184232810447,23.82656320331585
4.327518663536647,0.1160504925473003,3.3880351510315987,0.0345791969511393,3.3880351510315987,0.0345791969511393,100.0,100.0,2.6471918352059927,2.7562331210986266,2.464796916354557,446.6073009091099,319.42497799525825,404.5173839363269,63.95016757937002,51.44468773382732,36.90385187796507,7.609424195365557,15.323561552243786,10.529009701998067,34.32245574866031,1.715391386074386,36.29647497065719,9.929341437507016,7.055668050899148,21.481166217095602
4.671541005560757,0.1674193381197375,3.0768908858660824,0.1204955925999257,3.0768908858660824,0.1204955925999257,100.0,100.0,2.55104963795256,2.5461666042446938,2.4405108489388265,558.711917337575,337.47576480127657,456.5842858139868,70.00418791347087,49.317913201038735,36.95207853822569,3.7012047948195144,6.534167541618981,9.43994838290702,17.83648274447427,3.838696861931252,28.096962863939083,1.4025522345480672,10.898079130914665,21.378556301647464
4.618163824600051,0.127093172154213,3.805816457119892,0.0696808426339708,3.805816457119892,0.0696808426339708,100.0,100.0,2.3368661922596754,2.3897582896379523,2.2120709488139823,633.3275067673293,305.19515426374426,600.1993253299628,61.106895002546025,48.346312457504325,32.942354806609885,5.005439339037584,0.010113404269781872,0.8039933267272525,6.863601945980987,6.0937986880786905,5.480421207879876,13.9339507006394,12.653455361329135,29.909883390191734
4.254430683086959,0.3482249073226188,3.4142069071457053,0.0954350983754664,3.4142069071457053,0.0954350983754664,100.0,100.0,2.4913999875156057,2.5762376529338327,2.417638664169788,610.4632881572727,306.46910067749803,464.6664327109161,70.27143809355013,47.10992546225128,42.82347312898206,1.2764222567319385,7.792370415641528,8.414289873084654,10.22598703569519,5.701815176154451,26.82418382505258,1.026143530211083,14.887216870368054,8.886227385144556
4.350212735414061,0.2668065352685501,3.3270478274346096,0.1424643375455898,3.3270478274346096,0.1424643375455898,100.0,100.0,2.467596079900125,2.5388287765293382,2.3942284893882646,637.0123702001356,297.516429112406,460.2711822393911,66.74647422568034,47.65971094741212,41.65116487295535,0.30878373577744384,6.227145461478583,7.364506250594826,6.321710264685942,8.456483350028922,27.51634925363919,5.990881372281205,13.893927827620377,11.380500270307769
4.60382487415412,0.0855198469092917,3.231534910329983,0.0364284669138462,3.231534910329983,0.0364284669138462,100.0,100.0,2.677075056179776,2.7915852933832714,2.4984278776529334,433.3153893812396,315.092333555124,391.3212663649859,67.89681941218613,53.174883373408406,45.15908847305309,8.824189275600645,16.802731940722648,12.037124558427507,36.277148620405946,3.048512752269534,38.374603722049464,4.370676884244883,3.9297500028755112,3.9168330360572576
4.741731612223043,0.0637164460254261,3.1845673340946803,0.1566695482670992,3.1845673340946803,0.1566695482670992,100.0,100.0,2.4933082397003745,2.573541310861423,2.424945193508115,587.7449818013384,293.8461667140642,448.6368989550923,67.1470711669763,47.09257370498163,41.04073960406159,1.3539934837550631,7.679552755708066,8.741936928615022,13.566914440979641,9.585794857211008,29.348519849591764,5.42666032820239,14.918566025326774,12.679277438166825
4.532250848961615,0.3746874221609418,3.470717149207963,0.1357294804306328,3.470717149207963,0.1357294804306328,100.0,100.0,2.390531011235955,2.455231298377029,2.30035049937578,706.6345180452795,310.9638359611935,568.2324014341244,69.14879864769782,46.08860432910058,39.13367167516415,2.823942632684754,2.7293430283275595,3.1547309137121164,3.91684088901169,4.318819704248146,10.514582451318988,2.6073258483129345,16.732422169646643,16.736868776246485
4.483409551943385,0.3982335755716628,3.433712375130688,0.0529399919154879,3.433712375130688,0.0529399919154879,100.0,100.0,2.5260291510611736,2.60170720349563,2.44997518102372,584.0010586466544,290.70773751597,542.3849654195968,68.98690113091206,50.21586291510823,41.33532328405555,2.684111831755028,8.858041987264844,9.864357893440351,14.117491375491998,10.55146537970154,14.585044815811523,2.83535051984217,9.27576709104204,12.052503650945642
4.405584682129721,0.2887102311327255,3.529913000593184,0.0171213477716599,3.529913000593184,0.0171213477716599,100.0,100.0,2.653916179775281,2.7580041573033705,2.464081835205993,471.0904507193722,322.254120340504,441.562572855488,68.98640550903163,52.23731476775937,39.710951423927526,7.882771535580531,15.397663485496667,10.496943282779956,30.721992541268794,0.8448860490756872,30.462586951891655,2.836048578828694,5.623640889323631,15.508613991643562
4.695248595623777,0.2139378181199075,3.113301372263722,0.1158962452113196,3.113301372263722,0.1158962452113196,100.0,100.0,2.530203570536829,2.526016279650437,2.415876229712859,581.1847205358489,258.3640429744662,637.102843439932,67.77550917867708,30.51071682611142,38.53412079738545,2.853803680358908,5.691057725959695,8.335256937796363,14.531658744728103,20.503371392471937,0.3311564472333906,4.541536368060446,44.87675370169572,18.01250894173309
4.290406377970653,0.3630526401337908,3.204007664514917,0.0796326955046138,3.204007664514917,0.0796326955046138,100.0,100.0,2.595629076154806,2.6926082521847694,2.536736079900125,534.0457981928362,241.36202773462296,369.3611391401408,67.33647428959448,55.20373739990112,47.34693775523362,5.513377079463669,12.661433145806246,13.754981161440586,21.463853206935855,25.734760697039093,41.83289147399358,5.159895366768342,0.2642504066827085,0.7381654366672731
4.389604290241733,0.0572123553170399,3.7176866904873,0.024478812524153,3.7176866904873,0.024478812524153,100.0,100.0,2.555803458177278,2.616737053682896,2.4791570411985018,487.6016961074362,309.7845155534275,486.1013413259557,65.16304889876966,46.67844239717545,42.659304249624455,3.894449519401544,9.486906011836648,11.172961488722054,28.293868219494673,4.6816875220223,23.44860766520383,8.221057889056818,15.666770736810387,9.235522873139457
4.517400412792561,0.3195018466794014,3.5018457230119924,0.1448729512052834,3.5018457230119924,0.1448729512052834,100.0,100.0,2.373295630461923,2.4375393757802746,2.277300237203496,708.9737462458465,307.3005828966332,614.2143692863393,68.95505777442708,49.19292199294745,30.929796120273025,3.52456786740151,1.9890952209319852,2.1210868701119217,4.260845036153903,5.445974493343626,3.273327671442627,2.8802003177083444,11.123898838396665,34.191923148355265
4.707622135105174,0.0733325090312183,3.2537121277507404,0.0029156066403796,3.2537121277507404,0.0029156066403796,100.0,100.0,2.895699101123596,2.93050138576779,2.592126754057428,148.3499151661132,53.659954720316485,334.2682430797924,72.29273750178626,45.20175841269841,30.22952648485132,17.71134557412993,22.615120743422178,16.238867894951927,78.18383600498335,83.48924470144108,47.35933179845789,1.8207570447693846,18.334673147789683,35.681858542869534
4.246045402537278,0.2346705788810038,3.173918926242859,0.0034354733582244,3.173918926242859,0.0034354733582244,100.0,100.0,2.9595608988764046,3.0082382771535583,2.6488660799001247,64.80125329117313,163.62325916114088,222.4231704809852,73.43825761512464,37.582745993092544,32.79394584361687,20.307353612861977,25.86771034115306,18.783232282516803,90.47040392776866,49.65438179657203,64.97272905811258,3.4341656551051285,32.09982657074518,30.225647141240707
4.631521152385892,0.2282921194587276,3.591312118618557,0.0309928768259125,3.591312118618557,0.0309928768259125,100.0,100.0,2.5218970037453183,2.563417602996255,2.3912878027465667,550.4539785760157,304.3093497078415,558.5930274309243,67.6780713008476,47.92964815333572,31.44985376179692,2.516138363630828,7.255966652562964,7.232636894464876,19.0508855035271,6.366353936048777,12.032594105366254,4.678772815707598,13.40623639867079,33.08541752809166
4.653548998944062,0.2071238065056278,3.8209526860631264,0.0713890039345569,3.8209526860631264,0.0713890039345569,100.0,100.0,2.3175958676654185,2.3635802746566794,2.186633133583021,652.3748460956407,336.3779278986468,613.2860223575916,62.99954973277652,50.08076197784091,33.89591495566546,5.78878586725941,1.1054278386326657,1.9447025299093652,4.062522632994016,3.5009008918913285,3.41952403817455,11.268239812990814,9.519851891886349,27.88103200922242
4.425798071011929,0.2021346116287726,3.608223021664517,0.1498978853202367,3.608223021664517,0.1498978853202367,100.0,100.0,2.33455847690387,2.3995520349563044,2.2266042696629214,700.1622673457425,309.2631963538521,632.4023672412081,63.75009897985707,49.157348075868086,35.6252651439108,5.099248906346743,0.3996667345734017,0.15227490300801025,2.9650393155503707,4.84209342958397,0.4090760250065922,10.211128197384408,11.18816969129524,24.20156352359404
4.737000447259475,0.048330588087218,3.630276913339176,0.0979044031407518,3.630276913339176,0.0979044031407518,100.0,100.0,2.3710946441947565,2.3513040324594257,2.2680649438202245,624.5148698334768,237.46659048876384,578.3658955767927,63.51315235157996,29.699659256474625,33.485159607852296,3.614038853871687,1.6190781397729903,1.7069481533732966,8.15957796566517,26.933356772688047,8.91875660207989,10.544855842845125,46.342079030759486,28.75497955776107
4.590617871607094,0.1595026027978685,3.69170886348718,0.0127066392013582,3.69170886348718,0.0127066392013582,100.0,100.0,2.617298177278402,2.707636754057428,2.4402618851435705,471.20625409563087,296.299433535584,480.5324115487332,65.59563407562752,53.15883325250699,40.36283386011546,6.394234848715533,13.290240755540914,9.428784087155625,30.70496263299546,8.830943527512614,24.325604480514457,7.611782992073922,3.9587475112791584,14.121630084860726
4.617613454097934,0.3400638142736948,3.66113046722053,0.1104956807871078,3.66113046722053,0.1104956807871078,100.0,100.0,2.327322734082397,2.3771798626716607,2.209164918851436,707.2112188590761,326.0593124140078,648.7106354346647,66.45270781804172,54.89081942481509,35.37400568259432,5.393384793398487,0.5364074195957916,0.9343085716844756,4.0016498322170735,0.3259422812331755,2.1591551865613714,6.404636875997583,0.829594535112754,24.736158122139738
4.333767809110523,0.3113137177728378,3.457076515332244,0.0982644557628625,3.457076515332244,0.0982644557628625,100.0,100.0,2.461855642946317,2.526832759051186,2.3823061672908867,630.5586480407959,308.6516319819213,450.72625544234575,65.73091333590497,47.85620891232987,37.886363775120245,0.07543264009418763,5.725220043982676,6.8298729726855045,7.270787052824131,5.0302670824857545,29.019487331914053,7.421248822669053,13.538917954236915,19.390715372084586
4.477951386872567,0.3099886995835542,3.3901186259871814,0.0602087929118023,3.3901186259871814,0.0602087929118023,100.0,100.0,2.533305118601748,2.561614406991261,2.4089845443196007,570.7797871783283,303.2789776428004,412.2033132855114,68.1703727183495,54.1586078437864,41.754885449820165,2.9798828699897535,7.180519120973266,8.026212749757882,16.061796003187013,6.683391494522959,35.086092395982455,3.9853905375359187,2.1524700202594444,11.15981819187199
4.601441631369828,0.170634831167257,3.306936941366365,0.0682050865103127,3.306936941366365,0.0682050865103127,100.0,100.0,2.54509684144819,2.6109782771535586,2.4305028714107366,548.2247635828843,252.5506767741948,488.78387233962354,69.06981302192816,55.17409784696824,39.71000999906611,3.4592211970808884,9.24595301897734,8.991160152947831,19.37871123781113,22.292099454093904,23.02616183627976,2.718573208551894,0.3177997344747316,15.510617023263597
4.45735218454061,0.3027663002196751,3.607803609110443,0.1212371823893359,3.607803609110443,0.1212371823893359,100.0,100.0,2.3575393508114857,2.420990262172285,2.2566951685393257,697.9909540407606,312.3140088797552,589.1121447642441,67.90758324479606,54.98351780622633,34.92586780404923,4.165067040183507,1.296663689216939,1.19709275961102,2.6457285354059685,3.9033818831522487,7.226433895394625,4.355516556625271,0.6621177845956105,25.689642970108014
4.743100340834249,0.2433104453328845,3.145988842420479,0.1020078102560593,3.145988842420479,0.1020078102560593,100.0,100.0,2.519461872659176,2.50899049937578,2.398973832709114,586.6297952878884,286.53893625285,467.3835175804898,68.62328216710574,34.67048206383652,41.159218977777776,2.417149295088465,4.978681982250208,7.577301915206902,13.730912457663464,11.834173460661532,26.396296444017352,3.34748990548487,37.36136935169554,12.427193664302603
4.79941,0.3966994,3.6514697,0.114572905,3.6514697,0.114572905,100.0,100.0,2.296969937578027,2.330991248439451,2.175740162297129,710.8312324011614,365.4833102357708,686.4837589182953,67.51263348501585,48.751906956912215,32.44341453383107,6.627238309836297,2.4689854209434854,2.4331765786040864,4.534004764876677,12.45640314946793,8.10767856981028,4.911783823921332,11.920673971251645,30.971458438657304
4.279137,0.34988853,3.2422378,0.093613744,3.2422378,0.093613744,100.0,100.0,2.561727827715356,2.642590349563046,2.500279013732834,560.8264869882164,300.21940344967817,439.1046419052185,70.35383649589934,60.27563715585296,42.86257180603158,4.135277549404722,10.568633872930782,12.120135144970131,17.525516619379943,7.624798938560565,30.849662692091577,0.91008944239529,8.899073452308873,8.803038710571103
4.646228,0.2899699,3.2230704,0.12624323,3.2230704,0.12624323,100.0,100.0,2.4812297877652933,2.4613641448189765,2.367603870162297,631.1295586857897,318.79939495576457,555.233240841453,70.78343089805423,50.8807851222194,38.029907782951625,0.8629995026542027,2.9859474819655376,6.170577137322726,7.186829605030931,1.9078784751493634,12.561694355676686,0.3050269041489653,8.074462290479858,19.08530258946463
4.7710786,0.047386765,3.2359207,0.057025366,3.2359207,0.057025366,100.0,100.0,2.610166479400749,2.707095418227216,2.4370162297128592,474.68382948492,226.7572046461096,481.1002465808448,68.21323393736469,45.53412572543292,37.23585195589891,6.104328430924752,13.267590720804021,9.28323900057665,30.19355448751176,30.228552416581653,24.236181640811846,3.9250226234300123,17.73419019795317,20.774783072555515
4.468645,0.06618245,3.3669822,0.12240486,3.3669822,0.12240486,100.0,100.0,2.472353920099875,2.5553360674157304,2.398761910112359,589.1450446204011,281.1583964132212,520.1322822147245,65.30494944887874,41.9364241519644,40.8795082893647,0.5021918739786592,6.917827088524278,7.567798659747048,13.361022849941012,13.489724180547315,18.089404375633944,8.021197959325711,24.234102706478044,13.022322788585743
4.4962425,0.3881491,3.5503647,0.0055966103,3.5503647,0.0055966103,100.0,100.0,2.714763283395755,2.819168726591761,2.556920349563046,530.7569823068872,161.53623002941669,498.3403170886375,69.23396679227176,44.922491769388586,51.82317398322181,10.356231032347763,17.95685048501091,14.660105361571567,21.94750260192836,50.29654460633333,21.52120990730118,2.4873707151102,18.839219928837245,10.262072304727248
4.522021,0.3766643,3.5520666,0.058506228,3.5520666,0.058506228,100.0,100.0,2.4627887265917603,2.4534923220973783,2.377106766541823,623.5826526545236,309.63031021035897,666.0612782813723,67.168405900715,43.97378669838437,35.43408196242647,0.11336286958375312,2.656582514534653,6.59671598842255,8.296668727275941,4.729135319889547,4.891539886830287,5.39661140744366,20.553230897227873,24.608336250156448
4.4617496,0.16623498,3.6302967,0.11823335,3.6302967,0.11823335,100.0,100.0,2.3540964918851435,2.418280811485643,2.251750911360799,670.6868339846385,304.73516673470255,581.5206626211942,64.61076094502607,49.61762538900646,32.480507153381424,4.3050206550754675,1.183297551700534,0.9753771910672291,1.3695832375531622,6.2353333123992165,8.421942894300122,8.998928246442151,10.356593696465291,30.892537971528885
4.4902377,0.09897135,3.7203133,0.01828806,3.7203133,0.01828806,100.0,100.0,2.581241997503121,2.58488672908864,2.413150174781523,480.4554697580211,255.3500294508925,528.8536754459428,65.75521913993497,38.88628025038954,36.44201730282202,4.928536483866704,8.154256447223432,8.213012322041388,29.34478385911455,21.43076016895616,16.715956622686168,7.387015295866245,29.744751128474185,22.463792972719098
4.247417,0.12826791,3.7235994,0.060805257,3.7235994,0.060805257,100.0,100.0,2.4199814232209738,2.458128377028714,2.324813820224719,595.2779914274616,271.3094062915542,473.9856076493402,63.081172583233055,42.48432400128933,35.07469235995172,1.626771413781553,2.8505597083143837,4.251740817251976,12.45911890772623,16.52018267952179,25.35659722057635,11.153278051784428,23.24422041320808,25.37299497882613
4.64216,0.31082588,3.7492075,0.08394386,3.7492075,0.08394386,100.0,100.0,2.322837215980025,2.369128252184769,2.1902135955056177,683.547956952794,284.6218834651644,633.0531315274859,64.92999704754274,49.366998571087706,34.94647892720307,5.575722927641267,0.8732948876665755,1.784143699299655,0.521758375410888,12.424035856872496,0.30659346023844053,8.549299933038393,10.809397342208303,25.64578951658922
4.371107,0.17731376,3.1529343,0.03278648,3.1529343,0.03278648,100.0,100.0,2.7352629213483146,2.8708066541822723,2.550540049937578,565.8627758220446,314.8308694749805,451.56708332169006,65.33396968575407,60.48049523569793,36.81270838997415,11.189549648305473,20.117433229383774,14.373993270743401,16.784885908522856,3.128963238467542,28.887073492647232,7.980324386261872,9.269187417701769,21.675088531969898
4.3408537,0.083347365,3.4755263,0.15790755,3.4755263,0.15790755,100.0,100.0,2.3953878027465665,2.475355493133584,2.306308813982522,647.4914177184861,307.0046571152387,507.1708729325978,65.60484812632244,48.38905069827338,39.029662694479526,2.626512083472906,3.571359545338244,3.421919909530129,4.780673864928514,5.537028579926562,20.130571191716886,7.59880545588389,12.576240834194438,16.958164479830796
4.5563364,0.14074485,3.4328985,0.05430054,3.4328985,0.05430054,100.0,100.0,2.535436828963795,2.493833957553059,2.461613133583021,540.9777882961424,285.0471419076163,538.6922510680507,66.3101669354052,29.770212167895263,40.41123014636137,3.066537762755903,4.344517052429243,10.3862391741265,20.444442897626114,12.293187105348823,15.166574634952642,6.605398682527879,46.21461216279086,14.018659263060918
4.7427735,0.29065716,3.3944278,0.13475668,3.3944278,0.13475668,100.0,100.0,2.3937626716604243,2.437733383270912,2.304594981273408,688.2171490838599,336.43122614442984,576.7119176739815,67.61477947262416,46.36028723837144,42.614893754113695,2.6925743227469767,1.9972126891594946,3.3450664248165083,1.2084042770382217,3.5173003521322594,9.179225563152523,4.767916235740614,16.241576805110316,9.3300132891198
4.640996,0.09017995,3.5014682,0.013015271,3.5014682,0.013015271,100.0,100.0,2.7019349313358307,2.816201223470662,2.509308501872659,580.2386069517528,223.9283460485331,503.0250102719658,66.01862365612482,50.05141131914672,47.40393731189906,9.834753306334584,17.832687174504677,12.525044927025062,14.670793095330472,31.0989704466052,20.783462949296723,7.016023019542512,9.572879278867712,0.8594410891469294
4.23118,0.2649674,3.58252,0.10225291,3.58252,0.10225291,100.0,100.0,2.411111011235955,2.4840246441947564,2.320870936329588,650.761705064258,324.91697053493687,537.2149576938759,66.44797576857468,44.53377089188727,38.3789881235883,1.9873572668311028,3.934085531161352,4.074929880250577,4.299749255256181,0.025547527711733683,15.39921926080694,6.41130173440186,19.541516003817037,18.342578460450426
4.5120244,0.37555507,3.549809,0.12229385,3.549809,0.12229385,100.0,100.0,2.373339850187266,2.427349475655431,2.2772253558052435,708.1364878354376,338.16536482027755,585.0255754054862,68.4087521131143,48.27232409198437,37.1117711058381,3.5227703175908114,1.5627395671728408,2.117728959876393,4.137718799329059,4.050881483162322,7.8699881251202894,3.649644911106615,12.787129011771686,21.03878488119553
4.4847355,0.1385264,3.7340438,0.08531594,3.7340438,0.08531594,100.0,100.0,2.351251672908864,2.411686054931336,2.2372670037453184,642.7909586758284,312.3141761669469,555.3121777829572,64.68120243289863,48.76216516354852,32.85831612694964,4.420663702891699,0.9073663151186525,0.3258746074133817,5.471917841789942,3.903330410170191,12.549263341266586,8.899714883241368,11.90214062592861,30.08868909159651
4.734532,0.18863147,3.746143,0.0029481885,3.746143,0.0029481885,100.0,100.0,2.70116,2.734242309612984,2.513772808988764,330.8282433516957,247.11755589640745,662.4641307160838,68.45950976364507,42.39773713856066,22.073298156005347,9.803252032520318,14.403443916861256,12.725238071245018,51.34878774239769,23.963828954951556,4.325059955288785,3.578155262471728,23.400655576222842,53.03553583828649
4.6434746,0.1833109,3.794249,0.08496124,3.794249,0.08496124,100.0,100.0,2.308693495630462,2.356291847690387,2.1747072534332084,658.4441010457488,306.94290500193193,624.7026163496694,64.10466424597692,47.59129721817221,33.197822021416115,6.150670909330816,1.4103829418248206,2.4794953617395343,3.1699851403310637,5.55602923017479,1.6216352205245086,9.711740498624057,14.01752986780089,29.366336124646562
4.523738861083984,0.1942921131849289,3.198390245437622,0.1557035595178604,3.198390245437622,0.1557035595178604,100.0,100.0,2.4923634581772784,2.572150536828964,2.423990973782772,614.6681087495149,341.9567119876189,542.4966538391249,66.87921536603051,49.36867294595656,41.42856125094268,1.315587730783678,7.621361373596819,8.699146806402336,9.60763106624781,5.217449842344282,14.567456088326793,5.803922019675341,10.806372274694562,11.854124997994303
4.396712303161621,0.3502078354358673,3.41866135597229,0.0041327853687107,3.41866135597229,0.0041327853687107,100.0,100.0,2.813905205992509,2.844583945068664,2.67732872659176,337.8950176601417,267.63627400018987,329.8504924779148,74.61382147501149,39.02383117017492,49.10153394810411,14.386390487500366,19.02024874764283,20.059584152096853,50.30955622644974,17.65037723071081,48.05504055465909,5.089889401424635,29.496239981617123,4.471348825753431
4.4446797370910645,0.0542089194059371,3.4077277183532715,0.0743212178349495,3.4077277183532715,0.0743212178349495,100.0,100.0,2.527967565543072,2.6197976404494385,2.4602880399500626,533.486413830027,222.3655993395116,548.2473802330084,64.97719586822751,46.23348522588459,45.671793261410855,2.7629091684175537,9.614964035541355,10.326817934980388,21.546115613231322,31.57981558784259,13.661829884565615,8.482822720806322,16.470668065249157,2.8259717842322236
