optimizers,sc_r,sc_eps,oc_r,oc_eps,ocx_r,ocx_eps,sos_ktheta,oso_ktheta,D_11,D_11H,D_14,SE_T11,SE_T11H,SE_T14,BM_T11,BM_T11H,BM_T14,D_11_std,D_11H_std,D_14_std,SE_T11_std,SE_T11H_std,SE_T14_std,BM_T11_std,BM_T11H_std,BM_T14_std,error_D_11,error_D_11_std,error_D_11H,error_D_11H_std,error_D_14,error_D_14_std,error_SE_T11,error_SE_T11_std,error_SE_T11H,error_SE_T11H_std,error_SE_T14,error_SE_T14_std,error_BM_T11,error_BM_T11_std,error_BM_T11H,error_BM_T11H_std,error_BM_T14,error_BM_T14_std
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,70.0,70.0,2.4639954806491886,2.5117668664169788,2.2894219350811484,608.7283580289456,373.17611546822286,663.2965008635174,62.40382560079533,52.80573082966469,35.10580135085123,0.0014731386730167677,0.0038531286694559394,0.009173264774647052,17.423967576806195,13.176536644368825,40.466112323551826,,,,0.16241791256864402,0.05988368589499055,5.0948479672376,0.16121877278058325,2.664660765970783,0.411357164782379,10.481123819272698,2.5623481730597346,14.823420144068573,4.0543189674981,4.456141868270456,6.37261611394517,12.107287886203762,,4.596692267995143,,25.306805636486747,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,80.0,80.0,2.4592154681647935,2.488037003745318,2.292803171036205,605.7160311064212,346.74165357088253,581.9518165705596,66.92876529531215,48.53171672183531,37.07409730650196,0.0015037237318728993,0.00801657690421766,0.01922152850144754,17.087082129624413,19.08219944495025,35.71995867358124,,,,0.03189153801652182,0.061126980970443064,4.101966683904518,0.3354216277915339,2.8162856966908034,0.8619519507375579,10.924113072585124,2.512806195533002,6.6897395602715495,5.871445983061615,8.354044634557548,5.625190342296259,5.7341333868843005,,12.318488307433952,,21.118941901059657,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,90.0,90.0,2.45554581772784,2.3996755930087392,2.282772234706617,601.0273479532924,301.49889480586484,717.2360325078888,66.22907224852122,43.105401631356585,40.494478765462134,0.0014439799554479074,0.02082191469171725,0.005622114315348268,17.070052327408842,15.573905881606812,41.13043976786532,,,,0.18106432000650366,0.05869837217267916,0.40483652756230554,0.8712098197371233,2.366467924063536,0.2521127495671869,11.61362530098641,2.5103018128542414,7.2311092905031265,4.7919710404944045,12.950556300454931,6.4772346091126485,6.7196165513785635,,22.12212894063851,,13.841534541569928,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,100.0,100.0,2.4527748689138575,2.4713564419475653,2.2849194506866417,596.7787332120389,322.20404049523074,758.42997167356,65.67160716166325,46.45201105336737,41.02218651542279,0.0014123597325203373,0.023225586272459048,0.012810272126222674,17.1624234645995,13.266681245673963,59.25432672640366,,,,0.2937045156968464,0.05741299725692429,3.404035227931598,0.9717818524041443,2.4627556361722744,0.5744516648530348,12.238421586464868,2.5238858036175733,0.8602952322366946,4.082055767899681,19.437790814733855,9.33139003565412,7.504778645544723,,16.075860788857508,,12.718752094845131,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,110.0,110.0,2.4505262671660426,2.423594731585518,2.315447016229713,593.7864545007469,329.56175626185893,671.3136054155547,66.87039624523652,43.451042032481105,38.59899247307523,0.001534194389095807,0.0026959544152514105,0.004845415122668675,18.04023693987698,14.960793648631958,52.2791594702312,,,,0.3851110908112748,0.06236562557300029,1.4056373048333826,0.11280143996867825,3.8317047636642583,0.2172831893573397,12.678462573419571,2.652976020570144,1.4036173113412098,4.603321122655987,5.7186780181975845,8.232938499249007,5.816343316568281,,21.497665704641182,,17.874484099839943,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,120.0,120.0,2.448450274656679,2.4798081897627964,2.353571410736579,589.1396445261347,360.94369132044903,650.0993367173957,70.62126325785772,50.5499991392119,20.973944664338745,0.0014358000120035551,0.0063278461654772454,0.00544230522226884,18.028257961007697,28.137286511243797,81.01361712223176,,,,0.4695010302163006,0.058365854146485985,3.757664843631642,0.2647634378860772,5.541318867111169,0.2440495615367193,13.361816981450778,2.6512144060305434,11.059597329368934,8.657626618844246,2.3778483019520724,12.75804994050894,0.5334320311863099,,8.672088276039933,,55.37458582055586,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,130.0,130.0,2.4471734831460674,2.4133895505617975,2.3399295505617976,587.5036506126731,397.7323050750378,732.9721340820817,68.41772225112095,45.651773634300454,28.197189949927516,0.0014325389968611864,0.0035693118101046886,0.018824335739880772,17.83458073698156,17.83519153431348,86.84666598819388,,,,0.5214031241435995,0.058233292555332786,0.9786422829203919,0.1493435903809493,4.929576258376576,0.8441406161381513,13.602404321665714,2.6227324613208176,22.379170792319325,5.487751241327225,15.428682532611283,13.676640313101398,3.637010913914156,,17.521637517072353,,40.005978829941455,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,140.0,140.0,2.445685805243446,2.4431604369538076,2.350680611735331,586.8977923741312,345.34612641830614,654.7898609276999,67.74954373136455,42.399368055508894,32.640127157003434,0.0015074294782915945,0.005649069961846171,0.0050659105795811425,18.37815801963844,26.418880337190735,48.25687250090595,,,,0.5818778356322827,0.061277621068764006,2.224286065012864,0.2363627599098816,5.4116866249027336,0.22717087800812297,13.691501121451294,2.702670297005653,6.2603465902480435,8.128886257597149,3.1165135319212474,7.599507480457629,4.578107420613304,,23.39770902347083,,30.55292094254588,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,150.0,150.0,2.4446235330836457,2.407513483146068,2.3100059425717854,585.7465418819461,360.3555513763201,531.9598009209286,66.70951275079946,34.50688207654072,35.793794728710026,0.001384911324495759,0.017687539667164805,0.0058195306848317155,17.223502347629914,15.948699139383102,45.32143748363684,,,,0.6250596307461099,0.05629720831283573,0.7327817215927912,0.7400644212202847,3.5877104292280446,0.2609655015619603,13.860802664419694,2.5328679922985167,10.878631192713872,4.907292042887108,16.226803004578173,7.137234249391629,6.042939787606392,,37.65694295114594,,23.842989938914837,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,160.0,160.0,2.443500961298377,2.405411560549313,2.307744556803995,585.3650670730823,355.0847577041803,598.0682031239558,70.23375252476325,35.38488213260397,32.96758622696624,0.0014527952194821935,0.010421256447120065,0.009436433984010152,19.32943582763292,17.765500379305834,25.77401266799907,,,,0.6706926301472698,0.059056716239113564,0.6448351694273234,0.43603583460753403,3.4863029956948406,0.42315847461928935,13.916901901017312,2.8425640922989586,9.25684852436316,5.46630780901718,5.816031004101456,4.058899632755759,1.0792217961081028,,36.07067365383203,,29.856199517093103,
