optimizers,sc_r,sc_eps,oc_r,oc_eps,ocx_r,ocx_eps,sos_ktheta,oso_ktheta,so_kr,D_11,D_11H,D_14,SE_T11,SE_T11H,SE_T14,BM_T11,BM_T11H,BM_T14,D_11_std,D_11H_std,D_14_std,SE_T11_std,SE_T11H_std,SE_T14_std,BM_T11_std,BM_T11H_std,BM_T14_std,error_D_11,error_D_11_std,error_D_11H,error_D_11H_std,error_D_14,error_D_14_std,error_SE_T11,error_SE_T11_std,error_SE_T11H,error_SE_T11H_std,error_SE_T14,error_SE_T14_std,error_BM_T11,error_BM_T11_std,error_BM_T11H,error_BM_T11H_std,error_BM_T14,error_BM_T14_std
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,90.0,90.0,330.0,2.4618888514357056,2.4293103745318354,2.282205218476904,593.8988022274278,290.1981225812867,628.1321593153813,67.1208736781968,31.848739567124568,31.02534219382362,0.0014202336706158887,0.0025738068322138236,0.015186676388646007,17.059720631994907,21.19705324328257,51.16571443390597,,,,0.07678257868721981,0.05773307604129629,1.6447855452650744,0.10769066243572482,2.3410411873051102,0.6810168784146192,12.66194084890767,2.5087824458816037,10.7082699749887,6.52217022870233,1.0815497141131853,8.05759282423716,5.463558199722815,,42.4593684424127,,33.98863363016251,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,90.0,90.0,340.0,2.458564756554307,2.479415830212235,2.362557016229713,596.2255979361627,329.4964941826646,561.4208420790322,65.68182571906515,51.09945363068504,29.6611371228086,0.0014217862785630296,0.03206633206871556,0.005386623567782167,16.690572084619422,16.76000673810449,52.0023532256065,,,,0.05834322949970695,0.057796190185489,3.741248126034927,1.341687534255881,5.944260817475917,0.24155262635794472,12.319765009387844,2.454495894796974,1.3835366715891093,5.156925150185996,11.58726896393193,8.18934696466244,7.490386311175851,,7.679397234534708,,36.891197611045534,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,90.0,90.0,350.0,2.4557583645443195,2.452189687890137,2.2826199625468164,598.8247048112542,346.33536122234534,602.6105133850817,64.29170581447283,44.598684783625586,40.61663986525179,0.001390791212562593,0.017788825425740333,0.007272153850379918,17.00865285179823,20.7333946014011,36.630189914376004,,,,0.17242420551546583,0.05653622815295093,2.602078991219117,0.7443023190686332,2.3596395760904234,0.32610555382869594,11.937543410109683,2.5012724782056224,6.564726529952413,6.3795060312003375,5.100706553530436,5.768533844783623,9.448301669756571,,19.424237066620442,,13.581617307974913,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,90.0,90.0,360.0,2.4527251560549317,2.3804022097378277,2.276983695380774,606.706942458602,348.7712499563097,601.927768017572,65.72132011196327,22.327521795512375,37.31969970588288,0.0014458476776155979,0.003588323039520702,0.007418914868570139,17.279527938684748,15.652012233682692,64.1824538447908,,,,0.29572536362066165,0.05877429583803244,0.4015811825176755,0.1501390393104896,2.106892169541428,0.3326867654067327,10.778390814911464,2.5411070498065804,7.314230755787601,4.816003764210059,5.208225509043777,10.107473046423747,7.43476040568554,,59.66120723484666,,20.596383604504503,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,90.0,90.0,370.0,2.450292446941323,2.408674169787765,2.2875327091136084,606.4587111619177,337.724792673684,668.6114460073045,66.84403552130553,27.09545796593507,29.527752145908153,0.0013586982759221287,0.022155786018355026,0.01765327811701071,16.68451420098401,18.216315679406378,73.98118170493511,,,,0.3946159779949905,0.05523163723260686,0.7813460162244785,0.9270203354960261,2.579942112717866,0.7916268213906149,10.814895417365047,2.4536050295564724,3.9153208226720064,5.605020209048116,5.293141103512519,11.650579796052773,5.853471096752777,,51.047049745374764,,37.17499543423797,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,95.0,95.0,330.0,2.4602743445692883,2.4215149313358304,2.294592784019975,591.9421667039479,332.17906505315756,635.8647576273124,66.6728016087018,48.09663880066485,34.60909484783664,0.0014767365544075815,0.014629733226430661,0.026228660847716655,17.422673803185994,15.57387963689972,37.50500211085593,,,,0.01115221826375287,0.06002994123608055,1.318616373884112,0.6121227291393582,2.8965373999988757,1.1761731321846034,12.949681367066484,2.5621579122332343,2.2089430932792484,4.7919629651999145,0.13618230351376828,5.906299545016683,6.094645621546756,,13.104536945501632,,26.363627983326307,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,95.0,95.0,340.0,2.4571131460674156,2.446719238451935,2.285206491885144,595.4228371641481,380.52416742865455,700.7973902469658,65.55506481341027,39.105704289299936,37.024985608030775,0.001517562796027773,0.043631906674408805,0.009865439767326468,17.269107736035554,14.955882954934578,48.317471984350554,,,,0.11735178587741324,0.06168954455397451,2.373189893386394,1.8256027897242177,2.4756274387956867,0.44239640212226317,12.437818064095874,2.5395746670640524,17.08435920881678,4.60181013997987,10.36179373967966,7.609050706196937,7.668922798013706,,29.348321067208786,,21.223434876530266,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,95.0,95.0,350.0,2.4542812109862675,2.4225279650436953,2.2851192009987518,597.1933159134493,382.8691050430113,632.3468701796852,64.25487649283923,43.292852245048906,41.0275625691152,0.001430568036368477,0.0025913660931594614,0.006708975526173802,17.193907845589052,15.088596366184262,50.02576223890771,,,,0.23247109811920574,0.05815317221010069,1.361002721493521,0.10842535954642096,2.4717130492713806,0.30085092045622436,12.177453542139812,2.5285158596454487,17.805878474772708,4.642645035749004,0.41781571973461457,7.878072793528773,9.500173953747563,,21.783464778592762,,12.707313682733623,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,95.0,95.0,360.0,2.45132379525593,2.4262490387016227,2.279192609238452,599.9357040523346,318.311023700147,707.9257480427516,68.00774682221964,42.028955281007434,36.93844093535266,0.001411121035924089,0.003697971430358853,0.00529919699656133,17.30856992456771,19.751801922525274,55.28573445819985,,,,0.35269124975894506,0.05736264373675158,1.516696179984207,0.15472683809032856,2.2059466026211574,0.23763215231216725,11.774161168774326,2.545377930083487,2.0581465538009174,6.077477514623161,11.484369770512062,8.706414875307063,4.21444109546529,,24.066928128261186,,21.407572477973066,
ocxktheta,4.783425252,0.26020483,3.615604502,0.038971308,3.615604502,0.038971308,95.0,95.0,370.0,2.4487197378277155,2.38401202247191,2.3544222471910117,604.2679195948085,364.84991547823876,683.6379691625823,66.32895239924622,42.26565881836247,21.71049243957312,0.0015051264253144248,0.012628741273559074,0.006366126329552401,17.06098898893204,16.81206503998481,34.29570644313689,,,,0.4585472427757929,0.06118400102904166,0.250542992807122,0.5283992164669068,5.579472968206803,0.28547651702028704,11.137070647822277,2.508968968960594,12.261512454842693,5.172943089226095,7.659522702768865,5.4008986524625024,6.5789402827518035,,23.639279460953084,,53.80746289452528,
