z,density
-51.46548,0.0
-50.67354,0.0
-49.8816,5.6828688702526884e-05
-49.089657,0.0003631054109729986
-48.297718,0.0008492399480142806
-47.505775,0.0012338804410219192
-46.713837,0.005165428704698265
-45.921898,0.005918558379187568
-45.129955,0.005944679636099954
-44.338013,0.00802919581749017
-43.546074,0.01469290791485756
-42.754135,0.010363160032448191
-41.962193,0.0022256906080618437
-41.170254,0.011314691620127021
-40.37831,0.030491083975252638
-39.586372,0.019967806619898495
-38.794434,0.020326126457085883
-38.00249,0.02908771446266172
-37.21055,0.008542049808166984
-36.41861,0.004046003236712319
-35.62667,0.0104680438579132
-34.834732,0.01269154107798997
-34.04279,0.008964974891458293
-33.25085,0.008958594126411094
-32.458908,0.011828143807527008
-31.66697,0.010432750251245253
-30.875027,0.006042185701979035
-30.083088,0.008309151883940494
-29.29115,0.012431524902312417
-28.499207,0.012837301679539231
-27.707268,0.003747303672935511
-26.915325,0.0035971562954162112
-26.123386,0.02915032571968845
-25.331444,0.026372100738311782
-24.539505,0.011345399051917155
-23.747562,0.03633446896622677
-22.955624,0.01201119200482143
-22.163685,0.0035239768962799737
-21.371742,0.007952826035830285
-20.579803,0.0138522421198756
-19.78786,0.011563342058063985
-18.995922,0.006861715212741822
-18.20398,0.006227626686166246
-17.41204,0.014424317586147721
-16.620102,0.0063171567957361905
-15.828159,0.007598693575705053
-15.036217,0.013108484194049554
-14.244278,0.013674777091997535
-13.452339,0.004909400507175284
-12.6604,0.003540527005621409
-11.868458,0.02060149634865861
-11.076515,0.03297958234370027
-10.284576,0.01082078052568432
-9.492638,0.033093638518920825
-8.700695,0.01917479716386351
-7.9087563,0.0043855795765734085
-7.1168137,0.003838827771582755
-6.324875,0.01264747391938206
-5.532936,0.011364341948151245
-4.7409935,0.0067362932997808095
-3.949051,0.0062862499650383225
-3.1571121,0.0068170498574107175
-2.3651733,0.002451011373794689
-1.5732307,0.0016294878739546187
-0.78129196,0.0008871257404826286
0.010650635,0.0009094584181481815
0.8025894,0.00015014737751930932
1.5945282,6.480464501165311e-05
2.3864708,7.975956309126604e-06
3.1784134,3.987978154563302e-06
3.9703522,0.0
4.762291,0.0
5.5542336,0.0
6.3461723,0.0
7.138115,0.0
7.9300537,0.0
8.7219925,0.0
9.513935,0.0
10.305878,0.0
11.097816,0.0
11.889755,0.0
12.681698,0.0
13.473637,0.0
14.265572,0.0
15.057518,0.0
15.849464,0.0
16.641396,0.0
17.433342,0.0
18.225273,0.0
19.01722,0.0
19.809166,0.0
20.601097,0.0
21.393044,0.0
22.184982,0.0
22.976921,0.0
23.768867,0.0
24.560799,0.0
25.352745,0.0
26.144684,0.0
26.936623,0.0
27.728569,0.0
28.5205,0.0
29.312447,0.0
30.104393,0.0
30.896324,0.0
31.68827,0.0
32.4802,0.0
33.27215,0.0
34.064095,0.0
34.856026,0.0
35.647972,0.0
36.439903,0.0
37.23185,0.0
38.023796,0.0
38.815727,0.0
39.607674,0.0
40.399612,0.0
41.19155,0.0
41.983498,0.0
42.77543,0.0
43.567375,0.0
44.359314,0.0
45.151253,0.0
45.9432,0.0
46.73513,0.0
47.527077,0.0
48.319023,0.0
49.110954,0.0
49.9029,0.0
50.69483,0.0
51.48678,0.0
52.278725,0.0
53.070656,0.0
53.862602,0.0
54.65454,0.0
55.44648,0.0
56.238426,0.0
57.030357,0.0
57.822304,0.0
58.614243,0.0
59.40618,0.0
60.198128,0.0
60.99006,0.0
61.782005,0.0
62.57395,0.0
63.365883,0.0
64.15783,0.0
64.94976,0.0
65.74171,0.0
66.53365,0.0
67.325584,0.0
68.11753,0.0
68.90946,0.0
69.70141,0.0
70.493355,0.0
71.285286,0.0
72.07723,0.0
72.86917,0.0
73.66111,0.0
74.45306,0.0
75.24499,0.0
76.036934,0.0
76.82887,0.0
77.62081,0.0
78.41277,0.0
79.204704,0.0
79.996635,0.0
80.78858,0.0
81.58053,0.0
82.37246,0.0
83.164406,0.0
83.95635,0.0
84.74828,0.0
85.540215,0.0
86.33218,0.0
87.12411,0.0
87.91604,0.0
88.707985,0.0
89.49993,0.0
90.29186,0.0
91.08381,0.0
91.875755,0.0
92.66769,0.0
93.45963,0.0
94.25158,0.0
95.04351,0.0
95.83544,0.0
96.6274,0.0
97.419334,0.0
98.211266,0.0
99.00321,0.0
99.79516,0.0
100.58709,0.0
101.379036,0.0
102.17098,9.969945386408256e-07
102.96291,5.981967231844952e-07
103.754845,3.9879781545633017e-07
104.54681,2.2332677665554493e-05
105.33874,0.0
106.13067,0.0
