r,g_r
0.025,0.0
0.07500000000000001,0.0
0.125,0.0
0.17500000000000002,0.0
0.225,0.0
0.275,0.0
0.32500000000000007,0.0
0.375,0.0
0.42500000000000004,0.0
0.475,0.0
0.525,0.0
0.5750000000000001,0.0
0.625,0.0
0.675,0.0
0.7250000000000001,0.0
0.775,0.0
0.8250000000000001,0.0
0.875,0.0
0.925,0.0
0.9750000000000001,0.0
1.025,0.0
1.0750000000000002,0.0
1.125,0.0
1.1750000000000003,0.0
1.225,0.0
1.275,0.0
1.3250000000000002,0.0
1.375,0.0
1.4250000000000003,0.0
1.475,0.0
1.525,0.0
1.5750000000000002,0.0
1.625,0.0
1.6750000000000003,0.0
1.725,0.0
1.775,0.0
1.8250000000000002,0.0
1.875,0.0
1.9250000000000003,0.0
1.975,0.0
2.0250000000000004,0.0
2.075,0.0
2.125,0.0
2.175,0.0
2.225,0.0
2.2750000000000004,0.010867191889543706
2.325,0.04370020896713008
2.375,0.2113921085862607
2.4250000000000003,0.5604724476338028
2.475,0.8282019882221704
2.5250000000000004,0.9950994185872689
2.575,1.0094216899274258
2.625,0.7999219203316574
2.6750000000000003,0.6146661799386631
2.725,0.3832636589081693
2.7750000000000004,0.3038417812801035
2.825,0.21142896711718562
2.875,0.15242368538644813
2.9250000000000003,0.11175766474061616
2.975,0.1029487818518781
3.0250000000000004,0.059006602961422704
3.075,0.05829294184451399
3.125,0.06220192852498969
3.1750000000000003,0.04463573242597133
3.225,0.04542552819622716
3.2750000000000004,0.03985392703709382
3.325,0.041716771525012936
3.375,0.035552085348073664
3.4250000000000003,0.043152056280878204
3.475,0.04285074207045523
3.5250000000000004,0.06246560944192435
3.575,0.04400763657749106
3.625,0.053074486509520194
3.6750000000000003,0.07329563618199274
3.725,0.09971550446006312
3.7750000000000004,0.10340642341026973
3.825,0.11763557651936139
3.875,0.15132758076617617
3.9250000000000003,0.14530611376871252
3.975,0.16587914510259538
4.025,0.17636486920625832
4.075,0.2011923005237796
4.125,0.21617724623839005
4.175000000000001,0.24071658060107684
4.225,0.2514372409851705
4.275,0.2763657604100601
4.325,0.2748236541752236
4.375,0.3014889392792867
4.425000000000001,0.33665200036939896
4.475,0.345461114590347
4.525,0.3543501989808973
4.575,0.35417128829519096
4.625,0.3602278041522767
4.675000000000001,0.3319759463757378
4.725,0.34614913030224786
4.775,0.3340042940558638
4.825000000000001,0.34354616017894934
4.875,0.3303819528943769
4.925000000000001,0.3339105648012793
4.975,0.3790443381486214
5.025,0.35594654396580205
5.075000000000001,0.35726571728758644
5.125,0.3764534391281227
5.175000000000001,0.3876958267517956
5.225,0.3683622038751698
5.275,0.3549439036893128
5.325000000000001,0.35902069921649954
5.375,0.34925741821727807
5.425000000000001,0.3405558558867017
5.475,0.309221083858738
5.525,0.3029126331675028
5.575000000000001,0.2870077191079167
5.625,0.25881918133397624
5.675000000000001,0.26021640609286817
5.725,0.26083913040695905
5.775,0.26106407755806327
5.825000000000001,0.2373729878344231
5.875,0.2265057316285431
5.925000000000001,0.22045596907073392
5.975,0.23600224370002726
6.025,0.22528404834326343
6.075000000000001,0.2215909297672286
6.125,0.2515706130955579
6.175000000000001,0.2265674045359051
6.225,0.23629570443822367
6.275,0.24282958566281407
6.325000000000001,0.25418943991541665
6.375,0.23748546977320487
6.425000000000001,0.24933598593208062
6.475,0.2632083091564006
6.525,0.2731930458524685
6.575000000000001,0.27295691891783797
6.625,0.2634701889251867
6.675000000000001,0.2860470697310213
6.725,0.29225599105551603
6.775,0.2980060693655335
6.825000000000001,0.30935272912234424
6.875,0.3170070737499473
6.925000000000001,0.32135950154730725
6.975,0.304745372585595
7.025,0.3195696226854033
7.075000000000001,0.2957420876901992
7.125,0.30357147669096135
7.175000000000001,0.3008848097788679
7.225,0.3060009501154974
7.275,0.3132864572666763
7.325000000000001,0.3092337561416775
7.375,0.30091863104691335
7.425000000000001,0.3085098315328706
7.475,0.30922810222102753
7.525,0.3035431796669173
7.575000000000001,0.3226819627649024
7.625,0.3138204835528496
7.675000000000001,0.34354570902847414
7.725,0.3161158121397374
7.775,0.3364401083435017
7.825000000000001,0.3282963040526606
7.875,0.329582342231887
7.925000000000001,0.3381532623042203
7.975,0.33321891690194627
8.025,0.327158213988382
8.075,0.3281221767734118
8.125,0.3390911619678102
8.175,0.34000552964185415
8.225000000000001,0.3455284909147794
8.275,0.336108702936883
8.325,0.3492882015570422
8.375,0.3424036466734863
8.425,0.35721050805783267
8.475000000000001,0.32716674985763006
8.525,0.33463938059126996
8.575,0.3341138740244087
8.625,0.33539259343962496
8.675,0.34454194116054926
8.725000000000001,0.3349891819551317
8.775,0.3427235052045563
8.825,0.3404397695189643
8.875,0.34561197033968455
8.925,0.34175041437797665
8.975000000000001,0.34423747104999597
9.025,0.3520347598301224
9.075,0.35950319211681625
9.125,0.36557137263571365
9.175,0.3589252370664546
9.225000000000001,0.36760242918275143
9.275,0.38051807044205777
9.325,0.37269684020368776
9.375,0.36681219578728474
9.425,0.3902833733115605
9.475000000000001,0.3878040582222052
9.525,0.3968860541542618
9.575000000000001,0.4006044357270441
9.625,0.414545470131734
9.675,0.42192864946284003
9.725000000000001,0.41962319860380876
9.775,0.42605452716692077
9.825000000000001,0.44666696588649296
9.875,0.43488785061453505
9.925,0.4479890621910841
9.975000000000001,0.44735302147554523
