z,density
-51.7875,0.0
-50.995598,0.0
-50.203697,9.691281411264477e-05
-49.411797,7.597486044633295e-05
-48.619896,4.7259952561105165e-05
-47.828,0.00023749621730074334
-47.0361,0.00011705313144881213
-46.244198,0.0005431903408288864
-45.452297,0.00043570884534183016
-44.660397,0.0001736853108891251
-43.868496,1.9940908253630822e-07
-43.0766,0.0
-42.2847,0.0
-41.492798,0.0
-40.700897,0.0
-39.908997,0.0
-39.117096,0.0
-38.325195,0.0
-37.533295,0.0
-36.741398,0.0
-35.949497,0.0
-35.157597,0.0
-34.3657,0.0
-33.5738,0.0
-32.7819,0.0
-31.989998,0.0
-31.198097,0.0
-30.406197,0.0
-29.614298,0.0
-28.822397,0.0
-28.030499,0.0
-27.238598,0.0
-26.446697,0.0
-25.654797,0.0
-24.862898,0.0
-24.070997,0.0
-23.279099,0.0
-22.487198,0.0
-21.695297,0.0
-20.903397,0.0
-20.111496,0.0
-19.319597,0.0
-18.527699,0.0
-17.735798,0.0
-16.943897,0.0
-16.151997,0.0
-15.360096,0.0
-14.568199,0.0
-13.7762985,0.0
-12.984398,0.0
-12.192497,0.0
-11.400597,0.0
-10.608696,0.0
-9.816795,0.0
-9.024895,0.0
-8.232998,0.0
-7.4410973,0.0
-6.6491966,0.0
-5.857296,0.0
-5.0653954,0.0
-4.2734985,4.6063498065887317e-05
-3.481598,6.799849714488084e-05
-2.6896973,0.00015374440263549397
-1.8977966,0.000611986474303924
-1.105896,0.0015021486187459813
-0.31399536,0.002919548377414075
0.47790527,0.004903469339567787
1.2698059,0.008350654149372963
2.0617027,0.011764338233312027
2.8536034,0.01618324350231665
3.645504,0.020042407476641783
4.4374046,0.022967539308366904
5.2293053,0.02479392709531693
6.021202,0.026073734587034943
6.8131027,0.0273525450333403
7.6050034,0.02874661392935165
8.396904,0.02983060170201901
9.188805,0.030303799454877666
9.980705,0.031049589423563465
10.772606,0.031477720723768886
11.564507,0.0314621668153311
12.356407,0.031201738553538628
13.148308,0.03071218925591205
13.940208,0.030083851236840126
14.732101,0.028908135286206078
15.524002,0.027804406014367664
16.315903,0.026386607437534505
17.107803,0.024949466179695283
17.899704,0.023303144794275463
18.691605,0.021840479173871618
19.483505,0.019998736887566326
20.275406,0.018365177683428876
21.067307,0.016717061616266307
21.859207,0.014856176058037476
22.651108,0.013126900494282603
23.443,0.011311081388706968
24.234901,0.009793378861523145
25.026802,0.008309775287453015
25.818703,0.007106939701594004
