frame,time_ns,Rg,Rg_parallel,Rg_perp,F_index,Rg_x,Rg_y,Rg_z
400,3.99,16.939287413028506,14.44354632460703,8.850052408325991,1.6320294680988292,12.229836042673954,7.684213739894431,8.850052408325991
401,4.0,16.993827528399542,14.716629478771587,8.497705034274912,1.7318357626456873,12.309874862539688,8.065120215102958,8.497705034274912
402,4.01,17.208471954914216,14.98449294951323,8.46147020730189,1.7709089061830234,12.721957334879164,7.917501532903289,8.46147020730189
403,4.02,17.37223179956068,15.22086340444044,8.373753932438735,1.8176869689801816,13.143957287710217,7.675354688578482,8.373753932438735
404,4.03,17.383137144281953,15.084912428387984,8.63822169226865,1.7462983662354057,13.038706029595302,7.585955974425992,8.63822169226865
405,4.04,17.536356540200376,15.365958818787963,8.45050946892203,1.818347032838493,13.395762766672004,7.527697544384445,8.45050946892203
406,4.05,17.773877926542006,15.527959224521881,8.648307283463225,1.795491153998831,13.646921213193966,7.40804016453007,8.648307283463225
407,4.06,18.62925839586984,16.448079458173655,8.74699665700707,1.8804259454012,13.859240826196336,8.857807944626419,8.74699665700707
408,4.07,18.374368481505215,16.13615478746189,8.788738576678847,1.8360035000107533,13.543190046162032,8.772542088725876,8.788738576678847
409,4.08,18.385050066918854,16.13355164305032,8.815814048863624,1.830069413173474,13.765454657613247,8.414496223076306,8.815814048863624
410,4.09,18.155494418806736,15.892353475790916,8.778102220402706,1.8104543643673625,13.611360738770085,8.203521063455124,8.778102220402706
411,4.1,17.76484289155466,15.491703893199631,8.694639351177456,1.781753476767463,13.686454014529852,7.257676351473401,8.694639351177456
412,4.11,17.794809167909815,15.559230370366329,8.635136571253359,1.8018511047252566,13.55582071772274,7.637366979993096,8.635136571253359
413,4.12,18.241175503853885,15.906192825586801,8.929362438475101,1.7813357823902105,13.52278571155026,8.37503652554669,8.929362438475101
414,4.13,18.225011682135573,15.820938719632306,9.047040888799913,1.7487418166992443,13.447933031328862,8.333978591000507,9.047040888799913
415,4.14,18.4493244255583,16.046316696241007,9.104575346683617,1.7624453733677925,13.402867390952618,8.823118791935304,9.104575346683617
416,4.15,18.34449990781568,15.760582919341433,9.387475854052171,1.6788946426464857,13.339424465904756,8.393791090791964,9.387475854052171
417,4.16,18.63413263837315,16.15464349283331,9.28753965288665,1.7393889120906527,13.477563640976964,8.90661465900245,9.28753965288665
418,4.17,18.730198039455317,16.29750403379441,9.231017325607763,1.7655154853391413,13.504976738507466,9.122732103044424,9.231017325607763
419,4.18,18.07822209508838,15.563159559678745,9.198379131092702,1.6919458676226529,13.506287054008446,7.7325381017324295,9.198379131092702
420,4.19,18.399094390322,15.790171831914337,9.444424169985027,1.671904135997671,13.905729172515818,7.480656566239591,9.444424169985027
421,4.2,18.2795031648327,15.730048346525685,9.311595726248713,1.6892967445079063,13.549851634245929,7.98973977510897,9.311595726248713
422,4.21,18.419616600163298,16.174432117924106,8.813059704760684,1.8352799889903069,13.477745231360547,8.94218305649537,8.813059704760684
423,4.22,18.333640728807673,16.152126774838802,8.673591126086764,1.862219067055113,13.757252631682647,8.463403533952837,8.673591126086764
424,4.23,19.026547098078375,16.37147584530123,9.694548629106622,1.688730076214998,13.788897182965787,8.825618155737295,9.694548629106622
425,4.24,18.508383551431614,16.26410642264205,8.833974414717193,1.8410859777391286,13.484071006529646,9.094008292160998,8.833974414717193
426,4.25,18.37184506486877,15.806838207150054,9.363148881681003,1.6881968242624152,13.528024041623805,8.17610540760496,9.363148881681003
427,4.26,17.920437737225694,15.71085941516645,8.620381959673159,1.8225247429479476,13.53928763448819,7.969867873040272,8.620381959673159
428,4.27,17.930940722667106,15.575086054288981,8.884555678327107,1.7530517696324066,13.364760865383044,7.9979042635951165,8.884555678327107
429,4.28,17.671753171650934,15.265012225234708,8.903384857636432,1.7145178456642711,13.304429526265393,7.484166835206351,8.903384857636432
430,4.29,17.64723694227658,15.133276521471675,9.077935526402765,1.6670394361644478,13.126881199374322,7.530009844139571,9.077935526402765
431,4.3,18.01377972087838,15.543860344805326,9.104101570913935,1.7073469824266165,13.271797258668096,8.091414705947383,9.104101570913935
432,4.31,17.530061745969643,15.057207932538219,8.976834302459654,1.6773405217485793,13.377048344615325,6.911880229685427,8.976834302459654
433,4.32,17.645547657659343,15.11291651384605,9.108518352852261,1.659206901538883,13.298961282373693,7.178988394224224,9.108518352852261
434,4.33,17.541026519274673,15.1851056687307,8.78067065658314,1.7293787983433766,13.3586004818249,7.220472791826363,8.78067065658314
435,4.34,17.761079296848465,15.30366480013913,9.01408794465207,1.6977496663118952,13.465611335187083,7.2718269839634235,9.01408794465207
436,4.35,17.627307047882464,15.318498634036677,8.721556819705029,1.75639498207784,13.395672342783072,7.430502196068595,8.721556819705029
437,4.36,17.685848381385068,15.189108417211452,9.059813378847107,1.6765365667106402,13.281887323338017,7.368886187203373,9.059813378847107
438,4.37,17.515240179169457,14.871796214598257,9.252746396905788,1.6072845376559262,13.071699995707455,7.0923185116547565,9.252746396905788
