frame,time_ns,Rg,Rg_parallel,Rg_perp,F_index,Rg_x,Rg_y,Rg_z
400,3.99,33.174986927619535,13.540255769300938,30.285990678028668,0.4470798367881648,10.525888181856066,8.517288552183151,30.285990678028668
401,4.0,33.95651392343346,13.681960847488806,31.078107812415386,0.4402443330871966,10.794029846230039,8.407435537124963,31.078107812415386
402,4.01,33.723685547635675,12.548502394606091,31.302109426816223,0.400883602555421,9.176255016945333,8.559278953943515,31.302109426816223
403,4.02,34.14165313697606,13.058120304585064,31.54580753502073,0.4139415448499306,9.311014178112991,9.155300151496705,31.54580753502073
404,4.03,34.93179854065894,12.73584859782654,32.527353255044005,0.3915427270693042,8.949085205171617,9.061772094758215,32.527353255044005
405,4.04,34.29157468263032,12.034719835604426,32.11039726775305,0.3747919944824328,8.749858966716316,8.262835444571353,32.11039726775305
406,4.05,34.33957978865125,12.187584856830528,32.104042041753885,0.3796277378711252,9.05549504188438,8.156913275795704,32.104042041753885
407,4.06,34.60250227800957,12.349192385113131,32.323839675000265,0.3820459607917242,9.195343617934588,8.243070320738855,32.323839675000265
408,4.07,34.01522431927679,12.150067997347364,31.77123436617712,0.3824235425452034,9.336566489847785,7.775132058094963,31.77123436617712
409,4.08,32.70285036451477,12.403604065304515,30.259329605181346,0.40991007491390785,9.834819521325501,7.55815577980459,30.259329605181346
410,4.09,30.484821713912694,12.741599507594389,27.694331494316902,0.4600796921279384,9.719082839562317,8.239404515476522,27.694331494316902
411,4.1,32.72945360672652,12.722559337412452,30.155490665895048,0.4218986014311909,9.70755129145289,8.223561516629644,30.155490665895048
412,4.11,32.98623551852887,12.96962721073074,30.329531874041987,0.4276237188425253,9.912139842360853,8.364252132187898,30.329531874041987
413,4.12,32.44708238423789,12.472191160787853,29.954258510240013,0.41637455844631144,9.657114934755146,7.892761461501529,29.954258510240013
414,4.13,32.25099722743516,11.891891008555785,29.978488127399956,0.3966808118547762,9.107480104300922,7.646625262763488,29.978488127399956
415,4.14,30.654461005863258,12.139304461270738,28.148414995458687,0.43126067536055684,9.521761223192096,7.529858963615654,28.148414995458687
416,4.15,30.312561601196,11.849802267616171,27.900422524483403,0.4247176635844005,9.272943234889174,7.377691884602151,27.900422524483403
417,4.16,29.060753229572853,11.976111887026182,26.47829530652529,0.4522992038718897,9.269427941336193,7.583202593294319,26.47829530652529
418,4.17,27.814011309540373,12.276846974468368,24.957929671603907,0.4919016575496025,9.737471183226628,7.476805908296947,24.957929671603907
419,4.18,27.292156211516538,12.348491513406584,24.338786905208444,0.5073585450868973,9.882873222362573,7.4036517697271,24.338786905208444
420,4.19,27.632251503850107,12.430427454282777,24.678448015947826,0.5036956718773371,10.034699871493158,7.336233719371418,24.678448015947826
421,4.2,26.98095241576939,12.320950142879528,24.00345768506465,0.5132989715288322,10.029554857342553,7.15638468689879,24.00345768506465
422,4.21,26.487918139930677,12.282948922745922,23.467828471098116,0.5233952062447119,10.093702923040423,6.999142486061447,23.467828471098116
423,4.22,26.32393771724022,11.820694988177145,23.520647672579642,0.5025667299951823,9.413302530342865,7.149724853150427,23.520647672579642
424,4.23,26.16215989149347,11.938223415002449,23.2795496494575,0.5128202046331534,9.61898272367529,7.070809689713691,23.2795496494575
425,4.24,26.91917144466801,12.1996861977071,23.996029837139815,0.5084043602423371,9.858636030400035,7.186072567308472,23.996029837139815
426,4.25,26.838638867534115,12.929565922888193,23.51890433901208,0.5497520520733281,9.862347050045724,8.361087585880561,23.51890433901208
427,4.26,26.150928885439285,12.676181603022675,22.873248600461025,0.5541924465756551,9.55527891560748,8.329599322762029,22.873248600461025
428,4.27,25.915949946397046,12.294729067854114,22.813945269773484,0.538912885187972,9.176211902097867,8.182756135907653,22.813945269773484
429,4.28,25.227140523573297,12.541010047142047,21.889076864810818,0.5729346250916204,9.358345434421365,8.348550995985024,21.889076864810818
430,4.29,25.922038883902516,12.520397756389007,22.69783557787753,0.5516119681733894,9.365190008158965,8.309848138761042,22.69783557787753
431,4.3,26.011799530133086,12.060847878022523,23.04668443093347,0.5233224724435565,9.24179728137384,7.749402205769906,23.04668443093347
432,4.31,25.814355898377137,12.546416670652732,22.560327993503233,0.5561274053402842,9.182880579667104,8.549109633944669,22.560327993503233
433,4.32,26.070974101675294,12.312400503019576,22.980436994614944,0.53577747481063,9.380951299149977,7.97451935038928,22.980436994614944
434,4.33,25.870288315981604,12.607813169987061,22.59014972554886,0.5581110936917766,9.658003779439658,8.104314648730542,22.59014972554886
435,4.34,25.980858427003053,12.27901601077331,22.89608635577592,0.5362932258366383,9.435926222563305,7.857323368372304,22.89608635577592
436,4.35,25.757385556928543,12.585769453500752,22.473124348688113,0.5600364799403362,9.460128168905351,8.301058231608554,22.473124348688113
437,4.36,24.990329025610254,12.614373802261085,21.572995118552445,0.584729831576002,9.463896421970931,8.340089384255817,21.572995118552445
438,4.37,25.224502818368332,12.449856322326339,21.93801768591007,0.5675014260893041,9.215285633192481,8.371226501848183,21.93801768591007
439,4.38,25.059292159820398,12.379067096140693,21.788226669017437,0.568153952324333,9.369641306896517,8.090186892207848,21.788226669017437
440,4.39,25.163714181168842,12.565375757797714,21.801922930257952,0.5763425454714717,9.468614638709004,8.260387688134017,21.801922930257952
441,4.4,24.038478600441984,12.494432593557441,20.536251059746924,0.6084086407595474,9.73592002133489,7.830881634472645,20.536251059746924
442,4.41,24.48170950461065,12.826897131219965,20.85245333895377,0.6151265236142966,9.928327764795839,8.121428310936633,20.85245333895377
443,4.42,23.822927531798165,12.703552997749016,20.15320365149643,0.6303490609943667,9.596691875120333,8.323686912697843,20.15320365149643
444,4.43,23.956117331114523,12.342538856314498,20.531860416496414,0.6011407931839352,9.43843626525358,7.9532500455083905,20.531860416496414
445,4.44,24.389705392836515,13.30565157858627,20.440581332697544,0.6509429140991227,9.328397200971612,9.487959190028185,20.440581332697544
446,4.45,24.544705934524444,12.770689791460926,20.960726887743068,0.6092675058386776,9.399959513184196,8.644725495943883,20.960726887743068
447,4.46,24.927088995991518,13.252566826942644,21.112300639946866,0.6277177960353257,9.518163698622281,9.221447137451346,21.112300639946866
448,4.47,25.017361513586415,13.291604876074844,21.19437701183449,0.6271288308523102,9.618529903056366,9.17336594090234,21.19437701183449
449,4.48,25.243948571946678,12.653605643567568,21.84360784577868,0.5792818536619582,9.347291634119433,8.528884738911993,21.84360784577868
450,4.49,24.14896072789205,12.114872747842758,20.89024084449122,0.5799297785998223,8.96262168472775,8.151168887519818,20.89024084449122
451,4.5,23.856744058529625,12.036881529696524,20.59751732889766,0.5843850662919051,8.76499870993125,8.249928155738864,20.59751732889766
452,4.51,23.8715481247752,12.155067092986988,20.545197829138637,0.5916257022236029,8.753403784377427,8.433479603500684,20.545197829138637
453,4.52,23.739307566868856,12.40842803879402,20.23822218873158,0.6131184806194536,9.006072409547134,8.535792063301653,20.23822218873158
454,4.53,24.276425518841908,13.008824765432342,20.49671471709924,0.6346785299489884,9.246482941569829,9.150523208482891,20.49671471709924
455,4.54,24.107153631304563,12.794755320048955,20.43157097492505,0.6262247448202347,9.157349211329624,8.935811050021242,20.43157097492505
456,4.55,24.079534764059325,12.333913441422585,20.680874586753745,0.5963922555442868,9.28860683294838,8.114629004668627,20.680874586753745
457,4.56,24.206557847553967,12.478395053757932,20.74239860067601,0.6015888178598232,8.813460033554785,8.833643945427216,20.74239860067601
458,4.57,24.268613614155033,12.960625915532058,20.51798680745238,0.6316714225990535,9.126099171757849,9.202833152328793,20.51798680745238
459,4.58,23.71721555256412,13.30206474831428,19.63571712462888,0.6774422682851565,9.498977453456563,9.312054225951936,19.63571712462888
460,4.59,23.352576758206972,13.06559798911156,19.355438265120025,0.6750349855242886,9.271310428641813,9.20612045048475,19.355438265120025
461,4.6,23.633665382228273,13.277102229665843,19.551692913457323,0.6790768599136132,9.488874922627145,9.286694585251277,19.551692913457323
462,4.61,24.952104365726615,13.868466374569643,20.74302660403116,0.6685845146568182,9.565617571531364,10.041579559898894,20.74302660403116
463,4.62,25.163389903180825,14.298172271778952,20.706483552405377,0.6905166797439153,9.463838399841656,10.71790525499974,20.706483552405377
464,4.63,25.64123627840351,14.115375377393175,21.40628823126977,0.6594032195069572,9.351805842170679,10.57296313883009,21.40628823126977
465,4.64,24.848841098695722,14.30092996293166,20.321129548909266,0.7037468034693604,9.453462782678564,10.730733396240343,20.321129548909266
466,4.65,24.93756398284425,14.593589453956168,20.221504500106562,0.721686630877503,9.811879044469945,10.802771994599919,20.221504500106562
467,4.66,25.020186671855164,14.288750276148892,20.538776902248433,0.695696260013646,9.407668116010482,10.754727568522823,20.538776902248433
468,4.67,24.87902683251631,13.973308213883666,20.58428122847329,0.6788339150047673,9.627585230593331,10.127336523876842,20.58428122847329
469,4.68,25.01831598130393,13.331641526103313,21.170344086949687,0.6297319245898092,9.1996315474674,9.648805375349054,21.170344086949687
470,4.69,24.885704014581034,13.24127950926698,21.070519245115936,0.6284268249505174,9.42405543191678,9.301540854003353,21.070519245115936
471,4.7,25.19691950749301,13.11691412656958,21.513514739885746,0.6097057726346783,9.375848060302943,9.17316245108055,21.513514739885746
472,4.71,24.7529684404038,13.114358857160031,20.993404639963835,0.6246894718637035,9.3430238828422,9.202951317866026,20.993404639963835
473,4.72,25.247884551292078,13.212061684163565,21.515043582787143,0.6140848208522208,9.242388383579769,9.441230370730965,21.515043582787143
474,4.73,25.408571263353114,13.425273668303536,21.57214686988871,0.6223429568358394,9.555846396687425,9.429940228429883,21.57214686988871
475,4.74,27.510174496356452,13.899977033975976,23.7402683067172,0.5855021036153597,9.98186827137428,9.67324492391209,23.7402683067172
476,4.75,26.523857477921474,14.213728901494639,22.393859118604524,0.6347154738365778,10.212842403217955,9.885744247764924,22.393859118604524
477,4.76,26.2063116108149,14.097815786513822,22.09122808475467,0.6381635159632812,9.924563009504464,10.012565057009818,22.09122808475467
478,4.77,26.453081096494056,14.271704477848646,22.272942122554127,0.6407642241119447,9.754574554366247,10.417764825832633,22.272942122554127
479,4.78,26.233654159018812,14.767994953045184,21.68204177659099,0.681116432908521,10.305158565306302,10.578155882622555,21.68204177659099
480,4.79,26.942083558074255,14.67872754406704,22.592273549541282,0.6497233451019843,10.30666951222052,10.451679572146118,22.592273549541282
481,4.8,25.999972620468057,14.573512922980521,21.53163480437118,0.6768419144849105,10.39601025803739,10.213238939291573,21.53163480437118
482,4.81,26.581039394640705,14.6317756122297,22.191502827271556,0.6593413580917302,10.163830283918779,10.525464907847791,22.191502827271556
483,4.82,26.23047565924281,14.245865827614042,22.024830535823607,0.646809327519819,9.989678540083448,10.156328856638002,22.024830535823607
484,4.83,26.301115992338183,14.20041005458397,22.13813580056139,0.6414456114332748,9.835672579643708,10.242616395451623,22.13813580056139
485,4.84,28.219318430360598,14.10129862886136,24.443471718513347,0.5768942640901994,9.849199657906766,10.09157515549562,24.443471718513347
486,4.85,29.17609930992618,13.899020299079538,25.652719264601366,0.5418146963569292,9.627472989300127,10.024695961201093,25.652719264601366
487,4.86,31.485901252526446,13.895997497709104,28.25355254171604,0.4918318670613837,9.54980149194473,10.094554864915434,28.25355254171604
488,4.87,32.72670643793298,13.675139656295723,29.73260616991811,0.4599374699326395,9.620214554233655,9.719100603950082,29.73260616991811
489,4.88,32.650172664939454,13.786848311430932,29.596563798656657,0.4658259791650778,9.446513737613396,10.041940279024136,29.596563798656657
490,4.89,32.57749514565566,13.538920375647756,29.630909959484676,0.45691881869844597,9.368204837083118,9.774410625126329,29.630909959484676
491,4.9,30.941979983648324,13.376703870081668,27.901073794401455,0.4794332995443995,9.312861047138496,9.60243852073776,27.901073794401455
492,4.91,30.197248192212484,13.209986208515758,27.154558783985124,0.4864739771174842,9.26440088974463,9.416719799552043,27.154558783985124
493,4.92,29.480296248974348,13.108188399390183,26.40574300816744,0.49641429878855325,9.185519358702454,9.351515236837814,26.40574300816744
494,4.93,28.030936936998142,13.277561833894469,24.686834088498987,0.5378397969661153,9.1325058949501,9.637996904522886,24.686834088498987
495,4.94,29.539863935772917,12.996147924734519,26.527414130713836,0.4899138627193739,9.119170753064724,9.259621248087326,26.527414130713836
496,4.95,31.579008313482532,13.029392416157137,28.76575567108894,0.45294803185901855,9.120267574802952,9.305148365190691,28.76575567108894
497,4.96,30.473080912969394,12.582021416192829,27.754304124060546,0.45333586314943203,9.406981981673477,8.355594108979057,27.754304124060546
498,4.97,29.320298248277012,12.58085820583198,26.483993206702536,0.4750363024050328,9.369442195310137,8.395924376981478,26.483993206702536
499,4.98,28.98272578814786,12.54849486344755,26.125345371363064,0.48031881244342933,9.3347593781102,8.386118928965486,26.125345371363064
500,4.99,28.588717040445697,12.737725410336697,25.594239457142173,0.4976793872568925,9.730994720720144,8.219330287465878,25.594239457142173
501,5.0,29.922816682221097,12.88520667568482,27.00641418483202,0.47711653192824516,9.661381248834443,8.525623932580116,27.00641418483202
502,5.01,29.252023021592606,12.74865747298778,26.327791086458753,0.48422814626270844,9.394939750144047,8.617619999438967,26.327791086458753
503,5.02,29.46661072135142,12.447951456740975,26.708231913293744,0.46607171516079043,8.908509539498272,8.69424828573742,26.708231913293744
504,5.03,28.674613191616533,11.905273777395058,26.08635463176292,0.45637935792297774,8.908278449219704,7.897981943882764,26.08635463176292
