r,g_r
0.025,0.0
0.07500000000000001,0.0
0.125,0.0
0.17500000000000002,0.0
0.225,0.0
0.275,0.0
0.32500000000000007,0.0
0.375,0.0
0.42500000000000004,0.0
0.475,0.0
0.525,0.0
0.5750000000000001,0.0
0.625,0.0
0.675,0.0
0.7250000000000001,0.0
0.775,0.0
0.8250000000000001,0.0
0.875,0.0
0.925,0.0
0.9750000000000001,0.0
1.025,0.0
1.0750000000000002,0.0
1.125,0.0
1.1750000000000003,0.0
1.225,0.0
1.275,0.0
1.3250000000000002,0.0
1.375,0.0
1.4250000000000003,0.0
1.475,0.0
1.525,0.0
1.5750000000000002,0.0
1.625,0.0
1.6750000000000003,0.0
1.725,0.0
1.775,0.0
1.8250000000000002,0.0
1.875,0.0
1.9250000000000003,0.0
1.975,0.0
2.0250000000000004,0.0
2.075,0.0
2.125,0.0
2.175,0.0
2.225,0.0
2.2750000000000004,0.0
2.325,0.0
2.375,0.0
2.4250000000000003,0.0
2.475,0.0
2.5250000000000004,0.0
2.575,0.0
2.625,0.0
2.6750000000000003,0.0
2.725,0.0
2.7750000000000004,0.0
2.825,0.0
2.875,0.0
2.9250000000000003,0.0
2.975,0.0
3.0250000000000004,0.0
3.075,0.0
3.125,0.0
3.1750000000000003,0.0
3.225,0.0
3.2750000000000004,0.0
3.325,0.0
3.375,0.0
3.4250000000000003,0.0
3.475,0.0
3.5250000000000004,0.0
3.575,0.0
3.625,0.0
3.6750000000000003,0.0
3.725,0.0
3.7750000000000004,0.0
3.825,0.0
3.875,0.0
3.9250000000000003,0.0
3.975,0.0
4.025,0.0
4.075,0.0
4.125,0.0
4.175000000000001,0.0
4.225,0.0
4.275,0.0
4.325,0.0
4.375,0.0
4.425000000000001,0.0
4.475,0.0
4.525,0.0
4.575,0.0
4.625,0.0
4.675000000000001,0.0
4.725,0.0
4.775,0.0
4.825000000000001,0.0
4.875,0.0
4.925000000000001,0.0
4.975,0.0
5.025,0.000958274989066348
5.075000000000001,0.0
5.125,0.0009212437319040936
5.175000000000001,0.001807055839495415
5.225,0.0017726365162551016
5.275,0.00260878694323597
5.325000000000001,0.004266709408766947
5.375,0.004187697980883671
5.425000000000001,0.009866066682223753
5.475,0.01130113529046045
5.525,0.019816991786239805
5.575000000000001,0.025691323744653907
5.625,0.02753085712588056
5.675000000000001,0.03831781442482381
5.725,0.057584540550237866
5.775,0.04715976854186614
5.825000000000001,0.05491122737869094
5.875,0.06028995986711055
5.925000000000001,0.07375124460396017
5.975,0.06371098503750523
6.025,0.04932645477285077
6.075000000000001,0.05376300974323189
6.125,0.04966390042751777
6.175000000000001,0.06663120396160074
6.225,0.04620780019131863
6.275,0.06698249541795176
6.325000000000001,0.06411314643763484
6.375,0.06430217494799093
6.425000000000001,0.05861597879342537
6.475,0.06925704953701263
6.525,0.08411297014612074
6.575000000000001,0.0901149087185935
6.625,0.0970293647369945
6.675000000000001,0.09883963508612907
6.725,0.10379571813068217
6.775,0.09436190877241929
6.825000000000001,0.10025690257243515
6.875,0.10289942260478911
6.925000000000001,0.12462916439439553
6.975,0.11787513619409924
7.025,0.12551903554054533
7.075000000000001,0.14502091860281507
7.125,0.14346932124117118
7.175000000000001,0.15698745227345265
7.225,0.15250443741269473
7.275,0.172817647890033
7.325000000000001,0.16911350670917621
7.375,0.18417834970380448
7.425000000000001,0.19662891529554521
7.475,0.17365378912026808
7.525,0.17904545448880185
7.575000000000001,0.158135100452854
7.625,0.16314307971665312
7.675000000000001,0.1523980558535687
7.725,0.15773022053750851
7.775,0.15570805913030109
7.825000000000001,0.16755579378483274
7.875,0.1728482101298907
7.925000000000001,0.1830026393018442
7.975,0.18984599845521855
8.025,0.21040702231763025
8.075,0.22562166648417872
8.125,0.23348284600987165
8.175,0.2241183475838532
8.225000000000001,0.23678187845293766
8.275,0.25548451222108115
8.325,0.26324804034922517
8.375,0.27460328086685276
8.425,0.2730580487144281
8.475000000000001,0.28433172397803247
8.525,0.28133918111396317
8.575,0.2997867299858779
8.625,0.2732268429317069
8.675,0.28005380231359583
8.725000000000001,0.2816210646897546
8.775,0.2699362429588926
8.825,0.26315781247565834
8.875,0.2758683635332358
8.925,0.2785577023209924
8.975000000000001,0.2769646180761672
9.025,0.2566738392733702
9.075,0.2697190983534931
9.125,0.276361191288717
9.175,0.2776689167410729
9.225000000000001,0.2576070435509595
9.275,0.27086989286214547
9.325,0.2749296309128242
9.375,0.28989992553552224
9.425,0.28192910811610555
9.475000000000001,0.29405502054494925
9.525,0.2923094601529571
9.575000000000001,0.29348743144063777
9.625,0.3327593268314076
9.675,0.32183234482717094
9.725000000000001,0.30676248592125455
9.775,0.32439778713128686
9.825000000000001,0.3258671029482249
9.875,0.34813344508942257
9.925,0.33554591336945344
9.975000000000001,0.3234358214976568
