# Time-averaged data for fix msd_out
# TimeStep c_msd_poly[1] c_msd_poly[2] c_msd_poly[3] c_msd_poly[4]
7760000 131.519 36.6052 74.8268 242.951
7761000 131.61 35.9732 75.0459 242.629
7762000 130.739 36.6239 75.0117 242.374
7763000 131.756 37.4787 77.7207 246.955
7764000 130.429 39.1224 79.7209 249.272
7765000 128.265 38.9172 79.8896 247.072
7766000 125.334 38.7415 80.283 244.358
7767000 125.04 38.1451 79.1706 242.356
7768000 128.116 35.7868 81.8577 245.761
7769000 130.081 35.59 85.1257 250.796
7770000 129.523 35.6861 85.7279 250.937
7771000 130.103 36.571 83.8452 250.519
7772000 130.408 36.3576 81.5416 248.308
7773000 127.91 36.529 81.7939 246.233
7774000 127.204 36.791 79.6827 243.677
7775000 127.249 37.5821 78.3235 243.155
7776000 127.058 36.9479 78.9251 242.931
7777000 126.262 36.3215 78.0062 240.589
7778000 124.534 36.3642 76.1898 237.088
7779000 123.487 36.9884 74.2345 234.71
7780000 125.327 37.5657 72.6713 235.564
7781000 128.888 38.5457 68.7878 236.222
7782000 126.737 38.6606 69.2249 234.622
7783000 126.547 39.7844 70.2197 236.551
7784000 125.368 39.5589 70.7441 235.671
7785000 121.68 40.0887 69.7679 231.537
7786000 119.282 40.4517 67.6139 227.347
7787000 115.422 41.0404 67.3681 223.83
7788000 113.926 41.0382 68.2591 223.223
7789000 114.712 42.0833 69.0808 225.876
7790000 114.527 41.7655 69.4997 225.792
7791000 115.948 42.0801 67.7099 225.738
7792000 112.681 42.0205 66.7672 221.468
7793000 111.358 42.1511 66.9236 220.433
7794000 109.491 41.6335 66.8229 217.948
7795000 107.478 41.5173 65.0876 214.083
7796000 106.123 42.4507 65.2034 213.777
7797000 106.991 41.7242 64.4572 213.173
7798000 105.949 40.8463 63.4026 210.198
7799000 105.727 40.8585 63.0073 209.592
7800000 105.671 41.1274 63.1112 209.909
7801000 106.177 40.7699 64.0983 211.045
7802000 105.064 40.2424 64.4621 209.768
7803000 103.789 39.3207 64.0413 207.151
7804000 104.628 39.7453 63.9703 208.344
7805000 108.041 39.1677 63.9419 211.151
7806000 107.646 38.8446 64.4484 210.939
7807000 105.97 38.7717 63.5619 208.304
7808000 106.234 39.5308 62.4227 208.187
7809000 106.264 39.0334 63.7391 209.037
7810000 106.244 38.8544 62.9046 208.003
7811000 106.843 39.3846 63.6407 209.868
7812000 105.015 39.1331 64.1144 208.263
7813000 104.327 38.8477 63.1037 206.279
7814000 104.936 37.6838 60.9956 203.616
7815000 106.807 37.7056 59.1249 203.637
7816000 106.825 38.7435 57.9679 203.536
7817000 107.704 39.4601 57.5709 204.735
7818000 107.852 37.6717 56.1785 201.702
7819000 110.927 37.0654 57.4658 205.458
7820000 114.406 36.6326 59.1019 210.14
7821000 113.061 36.9032 57.88 207.844
7822000 109.99 37.6944 57.9922 205.676
7823000 106.731 37.762 59.6305 204.124
7824000 106.994 38.279 61.8678 207.141
7825000 106.377 38.4793 61.9622 206.819
7826000 109.337 39.0129 59.5797 207.93
7827000 109.187 39.2472 59.1169 207.552
7828000 112.151 40.6136 58.0317 210.796
7829000 112.332 41.8353 58.4324 212.6
7830000 111.502 41.88 59.2743 212.656
7831000 110.064 42.0102 61.2096 213.284
7832000 110.913 41.4098 60.6025 212.925
7833000 110.565 41.4372 60.46 212.462
7834000 112.912 40.7653 61.3283 215.006
7835000 114.15 41.1532 62.6918 217.995
7836000 113.563 42.8748 62.0654 218.503
7837000 114.5 43.0281 62.9948 220.523
7838000 114.025 42.9106 64.7933 221.729
7839000 112.954 44.5034 63.9128 221.37
7840000 114.437 43.4563 62.6095 220.503
7841000 115.697 43.5069 63.5877 222.792
7842000 114.142 43.1905 64.2995 221.632
7843000 114.779 45.0813 64.2952 224.156
7844000 117.266 43.6287 65.5584 226.453
7845000 115.951 42.0354 66.5478 224.534
7846000 115.037 40.6792 66.1221 221.838
7847000 113.565 39.7694 66.8447 220.179
7848000 115.771 39.714 67.99 223.475
7849000 116.233 39.2427 70.6086 226.084
7850000 115.264 38.9297 72.0144 226.208
7851000 113.652 39.2842 72.2573 225.194
7852000 115.812 39.0468 71.7572 226.616
7853000 116.055 39.0285 71.2977 226.381
7854000 115.309 38.6846 67.4574 221.451
7855000 115.28 39.1793 67.2893 221.749
7856000 114.948 39.0312 65.3148 219.294
7857000 112.301 39.2789 65.5369 217.117
7858000 109.902 38.8514 66.0854 214.839
7859000 111.387 38.7151 67.5802 217.682
7860000 111.994 37.8653 65.918 215.778
7861000 114.375 37.082 66.5729 218.03
7862000 113.525 36.8529 66.9219 217.3
7863000 112.801 37.1478 68.3649 218.313
7864000 112.864 37.1339 70.1372 220.135
7865000 114.543 36.1067 71.3322 221.982
7866000 115.78 36.6664 71.8315 224.278
7867000 117.249 36.2332 72.0344 225.516
7868000 114.148 35.9298 70.1813 220.259
7869000 113.51 36.2132 69.0377 218.761
7870000 114.973 36.3177 69.6793 220.97
7871000 115.597 36.5886 70.6567 222.843
7872000 114.501 36.8434 73.668 225.012
7873000 114.917 36.3557 75.7681 227.041
7874000 115.693 35.8401 76.7024 228.235
7875000 113.096 35.2836 76.0692 224.449
7876000 114.43 35.796 78.7108 228.937
7877000 113.695 34.64 78.8928 227.228
7878000 113.466 33.8919 78.7444 226.102
7879000 110.977 34.2885 79.6263 224.891
7880000 109.999 34.7545 80.2929 225.047
7881000 109.45 34.5063 80.0275 223.984
7882000 110.568 34.744 79.517 224.829
7883000 109.385 34.1134 78.6484 222.147
7884000 110.481 34.4448 78.5007 223.427
7885000 110.58 35.2696 80.2813 226.131
7886000 115.189 34.8247 82.736 232.75
7887000 115.4 34.3022 83.4994 233.201
7888000 115.01 34.936 83.1051 233.051
7889000 116.442 35.4246 81.561 233.428
7890000 114.907 36.0994 79.2085 230.214
7891000 110.212 37.0196 79.1354 226.367
7892000 108.116 37.3051 80.153 225.574
7893000 107.16 37.5567 77.9599 222.677
7894000 107.992 38.5286 76.8177 223.339
7895000 106.765 38.6902 77.5402 222.995
7896000 106.794 39.0021 77.8034 223.6
7897000 104.589 38.3755 76.3903 219.355
7898000 103.205 37.7231 75.4973 216.426
7899000 103.992 36.8928 75.0433 215.928
7900000 104.755 36.2493 75.936 216.94
7901000 106.536 35.7515 76.9118 219.2
7902000 110.137 37.1392 76.646 223.923
7903000 109.003 39.2402 78.0208 226.264
7904000 108.059 39.849 76.6153 224.524
7905000 110.137 40.1423 77.0351 227.315
7906000 113.179 40.8242 76.7128 230.716
7907000 115.291 42.6131 75.8883 233.792
7908000 114.666 42.6339 77.7351 235.035
7909000 115.273 43.1911 78.8957 237.36
7910000 114.29 42.2911 78.7884 235.37
7911000 111.983 41.6737 78.2205 231.877
7912000 111.391 42.702 80.0258 234.119
7913000 113.989 42.3584 83.6909 240.038
7914000 115.758 42.935 83.616 242.309
7915000 117.274 42.9383 83.5375 243.75
7916000 119.016 41.9386 82.3139 243.268
7917000 119.329 41.3036 80.8469 241.48
7918000 119.368 42.2113 84.229 245.809
7919000 119.537 41.0083 85.3773 245.922
7920000 122.011 40.2647 87.4207 249.697
7921000 122.394 39.594 88.5184 250.506
7922000 123.068 39.6735 90.4471 253.189
7923000 124.047 40.0969 88.7977 252.941
7924000 124.472 39.9276 87.1271 251.527
7925000 125.466 39.827 85.5532 250.846
7926000 127.399 39.2432 85.6415 252.284
7927000 127.302 38.3587 83.0632 248.724
7928000 126.314 38.1307 80.9762 245.421
7929000 126.234 37.8378 82.6676 246.739
7930000 128.405 37.6083 81.2869 247.301
7931000 128.151 37.144 79.9484 245.243
7932000 126.652 37.398 79.8982 243.948
7933000 127.509 37.382 78.0443 242.935
7934000 130.88 37.8089 78.4334 247.122
7935000 130.279 38.4633 77.756 246.498
7936000 128.993 37.7602 77.4657 244.219
7937000 127.731 37.8465 76.8338 242.411
7938000 129.307 37.3304 76.4997 243.137
7939000 128.918 36.5766 77.8087 243.303
7940000 128.659 37.606 78.7892 245.054
7941000 129.015 38.0454 80.3651 247.425
7942000 129.776 38.1318 81.3759 249.284
7943000 129.017 37.4618 81.2197 247.699
7944000 127.42 36.266 78.4669 242.153
7945000 127.774 36.3289 76.7992 240.902
7946000 127.413 36.8286 77.9063 242.148
7947000 128.763 37.4547 78.2851 244.503
7948000 129.225 37.6997 80.0323 246.957
7949000 129.105 36.9654 80.2732 246.344
7950000 127.321 37.5963 79.7734 244.691
7951000 126.315 37.253 80.1008 243.669
7952000 124.529 38.3605 80.4275 243.317
7953000 123.036 38.1886 78.9018 240.126
7954000 122.277 36.6409 77.8813 236.799
7955000 121.783 36.4786 78.2372 236.499
7956000 122.403 36.7653 77.7965 236.965
7957000 122.308 37.3909 76.7254 236.424
7958000 123.33 37.7098 75.5227 236.562
7959000 125.556 38.7856 73.8803 238.222
7960000 124.618 39.2755 73.5165 237.41
7961000 124.644 38.7919 75.1209 238.557
7962000 121.855 38.7299 76.7226 237.307
7963000 121.582 38.8179 78.4273 238.827
7964000 121.601 38.5953 78.2575 238.454
7965000 119.922 40.252 76.6821 236.856
7966000 120.818 41.7757 73.8508 236.444
7967000 123.067 43.0768 74.2785 240.422
7968000 122.935 43.195 73.2786 239.409
7969000 122.986 42.6474 73.4373 239.07
7970000 124.237 40.9046 74.2558 239.397
7971000 123.337 40.544 74.9351 238.817
7972000 122.013 39.8905 75.5045 237.408
7973000 122.734 38.5977 75.1855 236.517
7974000 125.561 38.0918 74.0996 237.752
7975000 125.596 38.7856 75.6703 240.052
7976000 126.466 39.6512 77.3365 243.454
7977000 126.51 39.469 80.5209 246.5
7978000 125.61 38.9371 81.4191 245.966
7979000 127.509 39.69 80.8988 248.098
7980000 125.319 39.7251 82.0073 247.051
7981000 125.823 41.1453 82.2619 249.23
7982000 123.752 41.8191 83.5798 249.151
7983000 122.741 42.1879 84.8394 249.769
7984000 120.824 41.7117 85.9091 248.445
7985000 117.88 42.1767 86.927 246.984
7986000 116.759 41.6294 83.7461 242.135
7987000 115.553 40.8762 84.4986 240.928
7988000 114.906 40.7867 85.2615 240.954
7989000 113.656 41.7698 85.5953 241.021
7990000 113.25 43.0705 85.3481 241.668
7991000 115.108 44.9245 85.9911 246.024
7992000 114.03 45.7518 89.3376 249.119
7993000 112.98 45.7376 92.8144 251.532
7994000 112.091 44.5985 94.0508 250.74
7995000 111.933 44.8736 93.3738 250.18
7996000 108.984 42.9884 92.377 244.349
7997000 109.652 42.8932 93.7446 246.29
7998000 112.135 43.1258 92.7972 248.058
7999000 113.092 43.0981 91.1653 247.355
8000000 114.762 43.7832 90.6352 249.18
8001000 116.282 42.5661 90.8299 249.678
8002000 116.109 42.7704 90.8538 249.734
8003000 118.338 43.6806 92.0281 254.047
8004000 116.311 46.5524 92.5904 255.454
8005000 114.975 45.9835 94.5323 255.49
8006000 114.475 45.3811 94.8081 254.665
8007000 112.963 45.6583 95.4139 254.035
8008000 111.284 46.4685 94.2961 252.049
8009000 111.239 46.9756 94.6898 252.904
8010000 112.675 47.4231 96.0699 256.168
8011000 112.543 48.0192 98.7562 259.319
8012000 112.328 48.0728 101.382 261.783
8013000 111.485 46.935 99.2501 257.67
8014000 110.812 46.8248 99.6126 257.249
8015000 112.408 46.8444 98.5883 257.841
8016000 117.491 47.2644 100.008 264.763
8017000 118.395 47.6553 99.4678 265.518
8018000 119.911 49.1294 98.2735 267.314
8019000 117.376 49.2715 98.3069 264.954
8020000 116.046 49.2012 94.6712 259.918
8021000 115.271 49.242 96.1704 260.683
8022000 115.592 49.47 95.5102 260.572
8023000 113.658 49.285 95.5306 258.474
8024000 114.382 49.6209 97.0151 261.018
8025000 116.113 49.3948 95.6189 261.126
8026000 114.14 48.9381 93.2803 256.359
8027000 115.668 50.2591 92.4624 258.39
8028000 115.48 51.0421 92.097 258.619
8029000 116.537 50.0299 94.3787 260.946
8030000 116.728 48.0035 96.8631 261.595
8031000 114.742 46.1556 97.6736 258.572
8032000 112.035 45.376 96.3723 253.783
8033000 110.121 45.4708 95.319 250.911
8034000 111.068 45.2702 95.3853 251.724
8035000 110.209 44.0422 94.194 248.445
8036000 111.597 44.8165 91.08 247.493
8037000 110.353 44.8015 89.8201 244.974
8038000 110.623 44.5175 87.7124 242.853
8039000 110.335 45.0438 86.0863 241.465
8040000 108.134 45.4446 83.5456 237.125
8041000 107.614 45.223 81.2176 234.055
8042000 107.082 44.8081 79.9435 231.833
8043000 107.446 45.3099 80.5622 233.319
8044000 106.37 45.5158 82.4146 234.301
8045000 105.861 46.0739 82.459 234.394
8046000 105.768 45.9554 85.2847 237.008
8047000 105.848 45.1212 87.1556 238.125
8048000 104.851 45.1254 89.1653 239.141
8049000 104.026 45.3758 90.2694 239.671
8050000 105.32 45.8173 93.1492 244.286
8051000 105.105 47.1737 94.9159 247.195
8052000 105.966 48.1584 94.8433 248.968
8053000 108.369 46.8689 95.7578 250.996
8054000 107.361 46.6866 98.736 252.783
8055000 105.22 46.7948 101.884 253.899
8056000 105.199 47.3496 100.912 253.461
8057000 106.616 46.623 99.8057 253.045
8058000 108.767 44.656 99.8599 253.283
8059000 108.187 44.5018 102.931 255.62
8060000 105.549 44.7889 104.329 254.667
8061000 105.192 45.2547 104.742 255.189
8062000 107.611 46.6825 103.999 258.293
8063000 107.46 46.4404 100.391 254.291
8064000 106.756 46.5665 99.2511 252.573
8065000 106.459 46.3619 97.1344 249.955
8066000 108.862 46.0195 96.1163 250.998
8067000 111.046 45.1757 94.7566 250.978
8068000 110.682 45.4394 96.3356 252.457
8069000 111.328 46.8257 99.0832 257.237
8070000 113.46 46.8414 97.5741 257.875
8071000 112.873 47.5761 97.9031 258.352
8072000 115.261 48.5315 100.726 264.518
8073000 116.182 49.1394 100.937 266.258
8074000 116.918 48.6277 102.1 267.645
8075000 114.512 48.0646 103.389 265.966
8076000 114.908 48.6784 102.756 266.342
8077000 113.53 49.0159 100.225 262.771
8078000 112.184 49.4173 97.8651 259.467
8079000 111.715 49.3243 96.9806 258.02
8080000 110.447 49.7471 97.9599 258.154
8081000 110.23 50.2284 97.2352 257.694
8082000 112.817 49.3876 96.7066 258.912
8083000 111.356 47.8511 95.9904 255.198
8084000 111.417 49.4559 94.8705 255.743
8085000 110.184 49.2154 94.3375 253.737
8086000 108.615 49.2099 97.8026 255.627
8087000 107.105 47.5438 99.8941 254.543
8088000 106.388 46.9263 99.5217 252.836
8089000 106.147 46.19 99.9906 252.327
8090000 103.113 45.0005 98.8012 246.915
8091000 101.626 45.3529 97.3254 244.304
8092000 100.727 47.2274 94.1375 242.092
8093000 101.686 49.2307 95.2804 246.197
8094000 102.43 49.3383 96.3973 248.166
8095000 100.83 48.6792 98.2702 247.78
8096000 99.3465 49.0834 97.7727 246.203
8097000 100.773 48.7663 97.8313 247.37
8098000 101.246 48.4721 99.6065 249.324
8099000 99.5061 49.1168 99.52 248.143
8100000 96.4428 49.0566 99.5212 245.021
8101000 97.3669 48.3101 99.0246 244.702
8102000 98.3931 47.3531 97.9228 243.669
8103000 100.317 46.7707 97.1841 244.272
8104000 99.2577 45.1249 96.4739 240.857
8105000 98.8073 45.5001 95.6328 239.94
8106000 97.6022 45.3078 97.019 239.929
8107000 97.5389 45.934 96.6859 240.159
8108000 95.2472 47.0068 97.5481 239.802
8109000 96.7751 45.7187 99.3396 241.834
8110000 96.6851 46.34 99.5274 242.552
8111000 97.0664 44.6183 100.635 242.319
8112000 96.9961 45.2546 101.314 243.565
8113000 93.5742 45.4465 102.561 241.582
8114000 92.8972 44.0334 102.332 239.263
8115000 92.748 43.4021 101.965 238.116
8116000 92.8093 43.1181 102.093 238.02
8117000 92.7267 42.7996 104.187 239.713
8118000 91.4944 42.5205 106.918 240.933
8119000 93.5508 43.1238 109.608 246.283
8120000 94.6902 43.2096 110.214 248.113
8121000 95.8538 42.4096 110.482 248.746
8122000 97.0297 42.2553 109.295 248.58
8123000 94.9478 41.1715 109.233 245.352
8124000 93.8866 41.3925 106.341 241.62
8125000 96.6436 40.8939 106.998 244.536
8126000 97.6721 41.8651 106.591 246.129
8127000 98.3014 41.8998 106.719 246.92
8128000 96.3341 41.4703 107.568 245.373
8129000 94.0707 41.4001 107.311 242.781
8130000 94.9865 41.903 104.18 241.069
8131000 93.8646 41.9899 100.352 236.207
8132000 93.3703 41.895 102.112 237.377
8133000 95.48 42.755 102.696 240.931
8134000 96.9695 42.6914 102.214 241.875
8135000 96.5216 43.2197 103.107 242.849
8136000 95.103 42.191 103.934 241.228
8137000 93.3128 42.8119 103.95 240.074
8138000 93.8672 43.6679 103.726 241.261
8139000 93.0239 45.2023 105.065 243.291
8140000 93.9154 44.8014 104.258 242.975
8141000 95.6854 43.0874 102.308 241.081
8142000 99.5089 41.8581 98.6281 239.995
8143000 98.5114 41.3344 95.7456 235.591
8144000 98.9799 40.8776 93.1939 233.051
8145000 99.8562 41.5067 93.8992 235.262
8146000 99.4383 41.673 96.3864 237.498
8147000 98.6874 42.607 97.1044 238.399
8148000 97.9623 44.6728 97.271 239.906
8149000 97.4407 44.8191 98.4435 240.703
8150000 97.1858 44.3115 100.928 242.425
8151000 99.0936 44.2153 102.039 245.348
8152000 103.06 44.1945 103.179 250.433
8153000 103.105 45.7444 106.15 254.999
8154000 101.429 48.1038 106.521 256.054
8155000 98.7253 49.3442 108.391 256.46
8156000 98.123 49.0667 109.686 256.876
8157000 96.1949 49.7571 110.281 256.233
8158000 91.5271 50.1075 112.018 253.653
8159000 90.7705 50.0717 114.064 254.906
8160000 90.3252 50.1279 116.098 256.551
8161000 90.2349 48.6393 116.897 255.771
8162000 90.7727 48.5351 117.2 256.508
8163000 90.4445 49.4376 117.712 257.594
8164000 87.2955 48.7515 118.825 254.872
8165000 84.6032 48.378 119.204 252.185
8166000 84.1012 50.8444 117.522 252.467
8167000 81.9406 53.5729 116.47 251.984
8168000 81.322 53.483 117.518 252.323
8169000 82.3888 53.4074 118.056 253.852
8170000 82.6401 52.3093 119.851 254.801
8171000 82.2539 51.8579 119.353 253.465
8172000 82.355 51.0874 119.199 252.642
8173000 83.436 51.785 121.138 256.359
8174000 82.132 51.4764 123.069 256.677
8175000 81.722 50.3797 123.068 255.169
8176000 79.0982 49.7278 123.885 252.711
8177000 78.591 49.1854 123.207 250.983
8178000 77.3968 49.332 123.433 250.162
8179000 77.3591 48.7979 124.831 250.988
8180000 78.4675 48.4075 124.996 251.871
8181000 77.5517 48.0317 127.404 252.987
8182000 79.3194 48.8741 127.703 255.897
8183000 79.3804 48.3567 128.94 256.677
8184000 79.8575 47.532 130.581 257.971
8185000 81.7047 49.9715 130.984 262.66
8186000 82.3728 50.959 133.005 266.337
8187000 82.2405 51.7663 133.515 267.522
8188000 81.9001 51.3019 134.541 267.743
8189000 82.7041 51.033 133.437 267.174
8190000 85.7275 51.7132 133.236 270.676
8191000 85.4943 50.4962 130.765 266.755
8192000 83.4499 49.1511 131.656 264.257
8193000 84.0128 49.7576 132.381 266.152
8194000 83.1336 49.9818 130.792 263.908
8195000 81.829 50.8039 132.083 264.715
8196000 83.1581 50.3696 134.669 268.196
8197000 83.7704 50.4514 133.951 268.173
8198000 86.0597 52.5178 131.554 270.132
8199000 86.114 52.0406 132.699 270.854
8200000 87.9713 52.816 134.882 275.669
8201000 89.3786 54.3054 135.205 278.889
8202000 89.1262 52.7464 133.342 275.215
8203000 89.1022 52.8041 133.95 275.856
8204000 91.2498 52.0886 134.195 277.534
8205000 92.1027 52.2648 136.307 280.674
8206000 91.6134 53.4599 135.803 280.876
8207000 90.8979 55.3735 134.174 280.446
8208000 91.2441 56.0102 134.411 281.665
8209000 93.3916 56.3334 137.095 286.82
8210000 94.2596 56.131 139.935 290.326
8211000 94.4095 56.0177 139.902 290.329
8212000 96.4008 55.6029 139.616 291.62
8213000 94.5718 55.2444 141.468 291.284
8214000 95.02 53.3914 140.186 288.598
8215000 94.8267 52.7365 142.723 290.286
8216000 93.1761 54.4581 147.242 294.876
8217000 91.3472 54.9515 146.181 292.48
8218000 90.2556 55.1743 149.282 294.712
8219000 89.5338 55.8143 151.717 297.065
8220000 90.6393 56.6887 151.053 298.381
8221000 91.1764 57.9703 152.9 302.047
8222000 93.284 57.5875 153.01 303.882
8223000 94.0652 57.5428 151.827 303.435
8224000 95.3288 56.7917 151.338 303.458
8225000 95.2027 57.3222 149.896 302.421
8226000 96.5122 58.007 151.867 306.386
8227000 97.9727 59.678 150.014 307.665
8228000 97.5414 59.3737 148.368 305.283
8229000 99.0004 58.5961 148.259 305.856
8230000 98.8437 57.8558 147.356 304.055
8231000 99.5289 58.8296 147.979 306.337
8232000 99.8708 60.178 150.504 310.552
8233000 96.4655 59.9628 152.795 309.224
8234000 95.215 60.6973 153.082 308.994
8235000 95.7017 59.5015 150.408 305.611
8236000 94.0685 58.5084 149.025 301.602
8237000 93.0751 59.0234 147.656 299.754
8238000 92.5377 59.6515 148.326 300.515
8239000 90.4276 59.6803 148.737 298.845
8240000 88.115 61.2011 148.298 297.614
8241000 87.2676 61.6545 148.709 297.632
8242000 86.8732 62.0762 149.988 298.937
8243000 87.3139 62.3483 146.485 296.147
8244000 86.3923 63.0138 150.395 299.801
8245000 86.354 64.2171 152.885 303.456
8246000 88.1231 62.2995 152.989 303.412
8247000 90.545 61.5029 150.476 302.524
8248000 94.2156 60.7072 145.846 300.769
8249000 94.6991 60.7669 145.548 301.014
8250000 94.0635 60.9291 145.61 300.603
8251000 96.9421 61.2694 145.933 304.144
8252000 96.833 63.6786 150.605 311.117
8253000 94.4756 63.8662 148.209 306.55
8254000 93.3942 63.0019 146.493 302.889
8255000 93.5424 62.8469 145.869 302.259
8256000 92.9434 62.3894 145.454 300.787
8257000 92.5694 62.6956 146.603 301.868
8258000 93.5062 62.0265 146.911 302.444
8259000 93.626 62.0112 144.698 300.335
8260000 91.5475 60.6103 140.501 292.658
8261000 90.8596 58.7854 135.496 285.141
8262000 90.0331 58.4576 133.813 282.304
8263000 89.3319 56.4924 135.655 281.48
8264000 91.7357 55.7605 137.254 284.75
8265000 94.269 55.236 136.895 286.399
8266000 92.8766 56.1391 136.297 285.313
8267000 93.23 57.3949 137.024 287.649
8268000 93.1477 56.9364 133.879 283.963
8269000 94.9551 58.3029 134.237 287.495
8270000 96.7332 59.5624 132.889 289.184
8271000 96.4091 59.451 133.204 289.064
8272000 97.4189 57.5486 134.137 289.105
8273000 96.7482 57.2645 137.156 291.169
8274000 98.1686 57.085 138.453 293.706
8275000 98.9278 58.3216 141.712 298.961
8276000 98.9425 58.1862 142.235 299.364
8277000 98.1446 60.7436 142.462 301.35
8278000 97.0644 62.4357 141.522 301.023
8279000 96.9762 63.0168 140.196 300.188
8280000 96.8878 62.4191 141.697 301.004
8281000 94.2474 62.4895 141.061 297.797
8282000 94.5183 63.0322 139.832 297.382
8283000 96.4987 63.8159 140.841 301.155
8284000 98.5156 61.9976 142.297 302.81
8285000 101.244 63.8651 140.602 305.711
8286000 99.9218 64.635 138.415 302.972
8287000 99.7478 64.7568 139.55 304.055
8288000 101.37 64.7223 139.4 305.492
8289000 104.937 64.8755 141.776 311.588
8290000 106.478 65.5044 141.433 313.416
8291000 108.845 64.864 140.399 314.108
8292000 108.665 65.4627 139.248 313.376
8293000 110.22 65.5853 137.033 312.838
8294000 111.759 68.8064 135.157 315.722
8295000 110.124 71.0301 134.632 315.786
8296000 109.443 69.8784 134.983 314.304
8297000 107.893 69.1945 135.836 312.923
8298000 105.62 69.082 137.622 312.324
8299000 104.934 68.7126 138.336 311.982
8300000 108.173 67.5883 136.924 312.685
8301000 110.635 66.0112 133.811 310.457
8302000 115.373 66.2458 131.198 312.817
8303000 113.375 66.7138 130.249 310.339
8304000 112.8 67.0281 131.158 310.986
8305000 110.651 67.2803 132.692 310.624
8306000 109.533 68.0656 132.252 309.85
8307000 109.763 66.2512 132.565 308.579
8308000 109.271 66.4859 130.274 306.031
8309000 107.916 62.5879 132.323 302.827
8310000 107.872 59.874 134.684 302.431
8311000 110.182 58.4917 135.542 304.216
8312000 107.802 57.8657 135.473 301.141
8313000 106.635 55.2945 135.867 297.797
8314000 107.867 54.492 135.373 297.731
8315000 108.661 55.0726 137.74 301.474
8316000 106.805 52.0135 138.129 296.947
8317000 107.414 51.0597 139.544 298.018
8318000 106.177 49.8661 140.768 296.811
8319000 106.852 48.5661 141.179 296.597
8320000 111.815 47.8013 141.83 301.446
8321000 111.049 47.2345 142.39 300.673
8322000 110.554 47.7063 143.935 302.195
8323000 109.784 45.664 141.636 297.084
8324000 109.318 44.3553 140.322 293.995
8325000 108.232 44.3585 137.069 289.659
8326000 106.527 42.7372 137.35 286.614
8327000 107.376 42.8124 134.505 284.694
8328000 108.683 43.2491 134.023 285.956
8329000 108.803 43.8661 136.09 288.759
8330000 107.559 46.0706 136.822 290.452
8331000 107.826 47.3532 136.227 291.406
8332000 105.555 47.2674 135.839 288.661
8333000 105.212 46.9927 137.853 290.058
8334000 105.922 47.4555 142.517 295.894
8335000 108.387 47.954 145.26 301.601
8336000 109.178 47.2296 145.794 302.202
8337000 111.818 46.8648 148.008 306.692
8338000 111.912 46.78 148.065 306.757
8339000 112.066 46.7653 148.572 307.403
8340000 110.24 47.2456 147.989 305.474
8341000 108.273 46.6736 147.487 302.434
8342000 107.548 46.4553 148.898 302.902
8343000 106.209 47.0242 146.966 300.199
8344000 103.473 48.1533 145.015 296.641
8345000 101.303 48.6494 145.203 295.155
8346000 100.332 48.255 144.396 292.983
8347000 99.5927 47.1909 144.235 291.018
8348000 96.3306 46.0393 144.302 286.672
8349000 97.6117 47.1225 140.444 285.178
8350000 98.2722 47.5841 138.765 284.622
8351000 98.8376 47.8063 138.547 285.191
8352000 96.9789 48.1406 137.76 282.879
8353000 98.042 47.807 135.002 280.851
8354000 99.0909 48.0394 132.655 279.786
8355000 99.2685 47.2437 129.897 276.41
8356000 98.4683 45.9768 131.486 275.931
8357000 97.2882 45.9832 134.489 277.76
8358000 96.988 44.9994 134.478 276.466
8359000 95.7725 44.0646 136.609 276.446
8360000 94.4361 44.4015 135.873 274.71
8361000 94.9956 44.7925 133.964 273.752
8362000 99.1836 45.1189 135.106 279.409
8363000 99.9976 45.9274 135.074 280.999
8364000 101.588 46.3251 136.451 284.364
8365000 101.474 45.4603 132.593 279.527
8366000 101.09 45.3769 130.405 276.872
8367000 100.591 44.8916 133.094 278.577
8368000 103.146 44.4305 132.326 279.902
8369000 104.495 42.8056 132.64 279.941
8370000 106.586 42.1026 132.082 280.77
8371000 105.142 42.8179 131.326 279.285
8372000 108.611 43.3737 131.793 283.778
8373000 108.996 43.8425 131.53 284.368
8374000 108.532 43.4235 130.416 282.372
8375000 108.215 42.5694 127.84 278.624
8376000 108.921 41.7779 125.226 275.925
8377000 110.024 40.3736 121.985 272.383
8378000 109.969 39.9185 120.348 270.235
8379000 111.058 39.6067 120.104 270.768
8380000 111.203 40.6159 118.082 269.901
8381000 111.858 41.3826 118.037 271.278
8382000 112.681 42.0187 117.745 272.445
8383000 113.295 42.6799 118.226 274.201
8384000 112.069 42.8917 118.288 273.249
8385000 113.159 43.3086 116.606 273.073
8386000 114.337 43.641 118.403 276.382
8387000 115.367 43.9502 119.522 278.839
8388000 113.331 44.0464 121.477 278.855
8389000 114.027 44.2293 127.807 286.064
8390000 116.088 45.8683 132.217 294.174
8391000 117.121 47.1315 131.802 296.054
8392000 116.96 48.2869 131.759 297.006
8393000 114.699 48.1632 130.607 293.469
8394000 116.06 46.9509 128.782 291.793
8395000 117.025 46.1494 129.214 292.388
8396000 119.913 46.404 132.054 298.371
8397000 123.065 47.5658 133.293 303.924
8398000 125.285 48.5733 133.118 306.976
8399000 124.758 47.399 130.579 302.736
8400000 123.333 45.9125 131.218 300.464
8401000 121.1 46.3411 130.269 297.71
8402000 119.699 46.3775 133.198 299.274
