# Time-averaged data for fix msd_out
# TimeStep c_msd_poly[1] c_msd_poly[2] c_msd_poly[3] c_msd_poly[4]
6865000 23.7925 43.7136 26.35 93.8561
6866000 24.873 44.0532 24.8434 93.7696
6867000 24.5579 43.5709 24.7747 92.9036
6868000 25.773 45.7503 24.4399 95.9631
6869000 26.0552 47.3268 23.9511 97.3331
6870000 25.6526 49.7872 23.9692 99.4089
6871000 25.0075 49.5814 24.3402 98.9291
6872000 26.7404 49.5852 24.9619 101.288
6873000 27.3504 48.7636 23.9195 100.034
6874000 26.7136 49.8642 23.886 100.464
6875000 28.0477 50.9192 23.9877 102.955
6876000 28.4089 48.336 24.3473 101.092
6877000 29.6982 50.2165 25.07 104.985
6878000 30.0703 50.346 26.0998 106.516
6879000 29.4831 49.6434 27.748 106.875
6880000 30.1189 48.4932 28.0534 106.665
6881000 30.4002 47.4396 27.4119 105.252
6882000 29.1081 47.8707 26.5847 103.564
6883000 28.2603 48.3925 26.9387 103.591
6884000 29.1468 47.3323 26.2926 102.772
6885000 29.9811 46.1338 25.7001 101.815
6886000 31.5212 46.1963 25.2695 102.987
6887000 33.3923 44.6277 25.547 103.567
6888000 33.6888 44.4526 25.773 103.914
6889000 35.1859 45.1655 25.2467 105.598
6890000 37.0561 45.6618 24.5649 107.283
6891000 36.7505 47.9064 25.0051 109.662
6892000 36.7633 48.3023 24.1848 109.251
6893000 37.2215 48.8914 24.3175 110.43
6894000 38.5584 48.6234 24.2541 111.436
6895000 38.694 47.2671 23.9274 109.888
6896000 38.5182 46.5006 23.3734 108.392
6897000 37.3617 46.664 23.6857 107.711
6898000 36.5385 49.0933 23.4788 109.111
6899000 36.9976 50.9449 23.4059 111.348
6900000 36.2923 50.4527 23.6124 110.357
6901000 37.1758 50.2016 25.1876 112.565
6902000 36.5288 49.935 26.0195 112.483
6903000 36.6087 49.2952 27.1594 113.063
6904000 37.1367 47.7041 26.7088 111.55
6905000 36.8852 47.8649 26.4921 111.242
6906000 37.6998 46.4381 26.2399 110.378
6907000 37.5493 44.0729 26.4057 108.028
6908000 35.8903 44.6585 26.5049 107.054
6909000 36.3275 44.5448 23.9301 104.802
6910000 37.7508 45.6421 24.2656 107.659
6911000 35.446 46.0315 24.2531 105.731
6912000 34.7798 45.3359 25.1104 105.226
6913000 35.6573 44.9541 25.0949 105.706
6914000 36.109 44.8803 25.1411 106.13
6915000 37.1413 46.102 25.7222 108.965
6916000 37.1744 45.0395 26.2187 108.433
6917000 37.5939 44.8886 26.8091 109.292
6918000 37.4582 44.6459 26.6396 108.744
6919000 36.722 44.5233 27.351 108.596
6920000 37.655 44.8082 26.9993 109.462
6921000 36.797 44.5545 27.0472 108.399
6922000 35.784 44.9739 27.3861 108.144
6923000 37.0761 46.5077 26.8024 110.386
6924000 37.0266 47.0033 26.4112 110.441
6925000 38.2364 47.4705 25.9655 111.672
6926000 37.8156 47.7321 26.1474 111.695
6927000 37.6862 48.4452 25.4165 111.548
6928000 37.0288 47.7624 25.8762 110.667
6929000 36.292 46.3858 26.1324 108.81
6930000 36.5702 45.7761 25.5638 107.91
6931000 37.3746 48.0634 26.0545 111.493
6932000 39.162 47.4122 26.1529 112.727
6933000 39.7045 45.071 26.8941 111.67
6934000 41.0143 44.6957 26.1566 111.867
6935000 42.6014 44.2085 25.8161 112.626
6936000 44.0283 43.7663 26.2611 114.056
6937000 41.862 44.097 27.3239 113.283
6938000 41.1625 46.4827 27.8762 115.521
6939000 40.8769 45.9204 28.3907 115.188
6940000 40.9895 45.9377 28.0512 114.978
6941000 41.8111 46.0852 29.335 117.231
6942000 40.4571 47.0529 28.1222 115.632
6943000 40.0866 49.3336 27.0048 116.425
6944000 40.1021 50.8697 27.8922 118.864
6945000 41.5407 51.0523 27.3321 119.925
6946000 41.8251 53.4825 27.3268 122.634
6947000 43.1997 53.1129 27.0265 123.339
6948000 43.1175 53.2989 26.9698 123.386
6949000 42.5721 52.0391 25.4836 120.095
6950000 43.8913 51.518 24.7134 120.123
6951000 45.7538 51.7163 24.3477 121.818
6952000 45.9901 51.5599 23.8571 121.407
6953000 46.0278 49.8401 24.1586 120.027
6954000 45.2761 49.2928 24.6137 119.183
6955000 45.5436 50.433 23.9017 119.878
6956000 45.6961 53.1951 23.5399 122.431
6957000 46.1846 55.108 22.7806 124.073
6958000 45.7154 53.9147 23.8273 123.457
6959000 45.4332 53.0443 23.3818 121.859
6960000 46.8501 52.5278 23.5768 122.955
6961000 46.5901 51.2359 22.8081 120.634
6962000 46.45 50.5583 23.6012 120.609
6963000 47.7737 50.9838 23.9525 122.71
6964000 46.6874 50.5519 24.1237 121.363
6965000 46.3581 50.3852 24.3977 121.141
6966000 46.8141 50.4268 24.232 121.473
6967000 47.008 49.4698 24.5644 121.042
6968000 48.5895 50.0292 24.8065 123.425
6969000 49.5781 54.465 24.6636 128.707
6970000 47.9866 55.3601 24.2009 127.548
6971000 45.3692 55.0189 24.1118 124.5
6972000 43.0281 56.2026 24.3051 123.536
6973000 44.0205 57.9411 25.191 127.153
6974000 46.4952 58.5527 25.3495 130.397
6975000 44.5727 56.9061 26.2826 127.761
6976000 43.4502 57.1096 26.9444 127.504
6977000 42.2688 56.7218 27.8424 126.833
6978000 43.0612 57.2042 28.9466 129.212
6979000 44.7487 56.042 29.1314 129.922
6980000 45.1308 57.9736 28.9234 132.028
6981000 45.6619 57.8074 28.1573 131.627
6982000 44.6396 58.3846 28.6455 131.67
6983000 44.4788 57.1365 29.3947 131.01
6984000 43.1004 56.8493 28.7116 128.661
6985000 42.262 55.362 27.3117 124.936
6986000 42.6101 54.4285 27.3491 124.388
6987000 41.4913 55.6038 26.8166 123.912
6988000 42.7892 55.3527 27.1071 125.249
6989000 42.6452 54.0139 27.4933 124.152
6990000 43.1103 53.7062 27.9633 124.78
6991000 44.2288 54.7516 27.8487 126.829
6992000 45.2235 55.1281 27.5157 127.867
6993000 46.3417 53.7341 27.5903 127.666
6994000 48.1762 53.6644 28.0891 129.93
6995000 46.5014 54.4373 28.1077 129.046
6996000 47.3244 54.1185 28.8399 130.283
6997000 48.0237 53.6485 29.1373 130.809
6998000 47.5422 53.9936 30.3721 131.908
6999000 46.7575 56.0853 29.9103 132.753
7000000 46.4371 54.6566 30.2033 131.297
7001000 46.2901 54.0383 30.3849 130.713
7002000 46.7631 52.3011 29.4311 128.495
7003000 46.5166 51.8913 28.4206 126.829
7004000 46.1086 53.6983 28.956 128.763
7005000 48.113 51.1755 29.7628 129.051
7006000 46.3852 51.0684 29.7019 127.155
7007000 45.693 50.341 30.087 126.121
7008000 45.2421 50.4299 30.0198 125.692
7009000 43.586 51.1148 30.0663 124.767
7010000 42.4259 51.2663 30.4571 124.149
7011000 41.3092 50.9289 31.1379 123.376
7012000 40.6131 51.1272 31.1732 122.914
7013000 40.1858 50.8685 31.2826 122.337
7014000 39.8343 48.9234 31.8548 120.613
7015000 37.8781 46.4429 32.7776 117.099
7016000 38.6036 46.0907 33.2093 117.904
7017000 39.3243 47.9611 32.9701 120.255
7018000 38.79 49.53 33.9634 122.283
7019000 41.081 48.0771 34.7423 123.9
7020000 42.6461 48.1285 33.8637 124.638
7021000 43.3135 48.7867 32.4151 124.515
7022000 43.3068 47.9133 33.1344 124.354
7023000 44.728 46.6613 33.2097 124.599
7024000 45.8405 46.9579 31.5981 124.396
7025000 45.846 46.581 30.8351 123.262
7026000 46.3454 46.2333 31.127 123.706
7027000 45.604 44.6489 30.9018 121.155
7028000 46.1643 44.6309 30.8091 121.604
7029000 46.2209 45.9986 30.8376 123.057
7030000 46.4913 46.0973 31.13 123.719
7031000 47.9027 43.1795 30.8874 121.97
7032000 47.8257 40.5181 31.156 119.5
7033000 48.5498 39.3339 31.7222 119.606
7034000 47.8486 40.2084 32.8792 120.936
7035000 47.6208 40.3465 33.8735 121.841
7036000 47.8125 39.6693 33.2021 120.684
7037000 48.1798 40.1691 32.862 121.211
7038000 47.2426 41.3619 32.2912 120.896
7039000 44.5044 41.1618 32.5677 118.234
7040000 44.3583 41.2174 33.9879 119.564
7041000 45.1918 39.9994 34.3723 119.563
7042000 44.1193 39.0157 34.3207 117.456
7043000 43.1244 38.8421 34.4106 116.377
7044000 41.5834 39.8212 33.794 115.199
7045000 41.4677 40.1373 34.2556 115.861
7046000 42.5501 41.4575 32.4671 116.475
7047000 42.9768 40.6861 31.7209 115.384
7048000 42.816 40.6485 31.2836 114.748
7049000 42.6736 39.6874 31.2908 113.652
7050000 42.304 38.5538 30.2681 111.126
7051000 42.2925 37.9147 31.8023 112.01
7052000 41.4581 36.7118 32.6811 110.851
7053000 42.6474 36.6876 33.4748 112.81
7054000 42.0363 37.5133 32.7288 112.278
7055000 43.5465 36.8599 31.8132 112.22
7056000 43.5449 36.7356 31.7368 112.017
7057000 42.3812 35.9816 31.8492 110.212
7058000 40.4576 36.0691 30.6206 107.147
7059000 39.1437 35.4088 31.2261 105.779
7060000 37.8486 34.4401 31.7601 104.049
7061000 38.1755 34.3213 31.8485 104.345
7062000 37.9501 33.6254 32.8548 104.43
7063000 37.5152 33.9751 33.4174 104.908
7064000 37.7484 34.2176 32.685 104.651
7065000 37.9278 33.8267 32.0086 103.763
7066000 40.3504 34.3503 32.3796 107.08
7067000 41.7958 35.2669 32.73 109.793
7068000 42.1894 34.4233 32.5745 109.187
7069000 41.623 33.3844 32.2354 107.243
7070000 41.7896 32.2787 32.6157 106.684
7071000 41.5625 31.8341 33.0123 106.409
7072000 40.3841 33.7808 33.4373 107.602
7073000 40.9364 33.449 33.7902 108.176
7074000 41.0019 33.6728 33.1625 107.837
7075000 40.5608 33.8176 34.1099 108.488
7076000 40.0559 33.2269 34.0034 107.286
7077000 40.8438 32.3584 33.1673 106.37
7078000 39.6651 32.7222 31.3782 103.765
7079000 37.6656 32.1885 32.1 101.954
7080000 37.0875 32.6105 32.0435 101.741
7081000 37.4895 32.5205 32.6005 102.611
7082000 38.5227 32.9884 32.4821 103.993
7083000 38.7068 35.0801 33.1453 106.932
7084000 39.4573 35.4594 32.5689 107.486
7085000 39.3118 36.2211 32.2608 107.794
7086000 38.3301 36.1388 32.9262 107.395
7087000 37.3747 36.3375 33.9709 107.683
7088000 38.3494 36.2746 32.6891 107.313
7089000 38.6352 35.5823 32.8329 107.05
7090000 39.364 35.8164 33.1204 108.301
7091000 38.4456 34.1889 34.1118 106.746
7092000 38.4052 33.5077 34.5932 106.506
7093000 37.4754 33.8609 33.196 104.532
7094000 39.0007 34.5131 32.2724 105.786
7095000 38.718 33.8459 33.2387 105.803
7096000 38.6872 34.0358 32.626 105.349
7097000 39.0065 32.8876 31.3822 103.276
7098000 38.9195 31.1375 30.3248 100.382
7099000 39.0937 32.1343 29.6213 100.849
7100000 38.872 31.6162 29.3662 99.8544
7101000 40.3005 29.4646 30.9421 100.707
7102000 40.9627 28.4515 31.1603 100.575
7103000 41.4752 27.8371 29.9853 99.2975
7104000 40.8558 28.2505 30.0898 99.1961
7105000 40.71 28.3903 29.6103 98.7107
7106000 42.3364 29.8395 29.4907 101.667
7107000 42.2371 30.8306 29.5086 102.576
7108000 41.917 30.4077 30.6785 103.003
7109000 41.7346 30.7925 30.1944 102.722
7110000 40.9808 30.8748 30.3847 102.24
7111000 39.1656 33.5605 27.9757 100.702
7112000 38.7436 32.9543 27.5939 99.2917
7113000 38.1191 32.4017 28.4315 98.9523
7114000 37.5172 31.4923 29.0195 98.029
7115000 38.7331 31.1775 28.3979 98.3085
7116000 39.364 31.4105 28.413 99.1874
7117000 38.9754 31.2886 28.5741 98.838
7118000 38.858 30.3892 27.38 96.6272
7119000 39.1283 30.6918 27.5703 97.3904
7120000 37.2585 30.0791 28.4924 95.83
7121000 36.5287 30.033 29.0721 95.6338
7122000 34.2124 31.2815 29.668 95.1619
7123000 33.2164 30.5633 29.7783 93.5581
7124000 33.535 28.9557 29.3216 91.8122
7125000 33.3918 29.1716 29.3516 91.915
7126000 34.3432 29.0014 29.0988 92.4433
7127000 34.5071 30.4603 29.5874 94.5549
7128000 35.5745 30.3549 30.3965 96.3259
7129000 36.6286 30.1479 30.9503 97.7267
7130000 38.8306 29.8564 30.8846 99.5715
7131000 39.1423 29.6912 31.935 100.769
7132000 39.0004 30.8094 32.6268 102.437
7133000 38.3656 30.7015 31.6382 100.705
7134000 38.2678 30.5878 31.2927 100.148
7135000 38.0007 29.3235 31.4956 98.8198
7136000 38.4146 29.793 31.7345 99.9422
7137000 40.4687 30.5182 30.9641 101.951
7138000 41.3611 31.5967 30.5107 103.468
7139000 39.5724 32.8831 31.5188 103.974
7140000 39.2553 33.2495 30.7672 103.272
7141000 38.9066 34.3613 30.2949 103.563
7142000 39.5795 34.8496 30.8019 105.231
7143000 40.5393 35.2567 30.2772 106.073
7144000 40.2335 34.3061 30.884 105.424
7145000 40.9447 34.46 30.8436 106.248
7146000 38.9349 35.2982 30.5388 104.772
7147000 37.0225 35.4681 30.4682 102.959
7148000 37.009 35.3364 28.8122 101.158
7149000 37.0967 35.5542 28.9095 101.56
7150000 37.4966 35.6605 28.9317 102.089
7151000 37.6006 36.1193 27.1977 100.918
7152000 37.7189 34.9011 26.5072 99.1273
7153000 39.0954 34.7533 27.4839 101.333
7154000 40.9958 35.4577 28.8724 105.326
7155000 42.5946 34.7382 29.2789 106.612
7156000 42.2189 35.2516 28.3615 105.832
7157000 41.5736 37.0686 26.8218 105.464
7158000 40.0211 37.5999 25.9815 103.602
7159000 37.6754 36.0514 25.393 99.1198
7160000 36.1509 37.2963 26.4851 99.9324
7161000 36.2348 36.198 26.0211 98.4539
7162000 36.6564 36.2676 25.6367 98.5606
7163000 37.0363 36.5095 26.3987 99.9446
7164000 35.3825 37.0574 26.6626 99.1026
7165000 35.5857 35.3173 24.8123 95.7154
7166000 36.3593 35.3087 24.617 96.2849
7167000 36.0676 34.5306 23.8031 94.4012
7168000 34.8877 34.2843 22.9283 92.1003
7169000 34.1549 33.7691 23.0464 90.9705
7170000 33.5523 33.92 22.6851 90.1574
7171000 33.1559 34.6241 22.4095 90.1894
7172000 33.4076 35.5551 22.0903 91.053
7173000 32.2247 37.2893 22.8333 92.3474
7174000 31.9926 36.6304 22.6924 91.3155
7175000 30.665 37.2981 23.1369 91.1
7176000 30.761 36.8025 23.6252 91.1887
7177000 32.4981 37.4962 23.4888 93.483
7178000 33.2886 38.3164 23.1823 94.7873
7179000 32.5317 38.1466 23.3189 93.9971
7180000 31.9625 36.7173 23.6088 92.2886
7181000 31.8227 36.8972 23.9776 92.6974
7182000 30.937 36.6897 24.2509 91.8776
7183000 31.5071 36.8845 24.4217 92.8133
7184000 32.5887 37.7687 23.3502 93.7075
7185000 32.3403 38.6847 22.8968 93.9218
7186000 32.8231 39.3205 22.8477 94.9913
7187000 33.0776 39.7134 23.1049 95.896
7188000 32.0625 39.0873 22.4213 93.5712
7189000 31.9698 39.6278 21.5085 93.1061
7190000 32.962 39.9234 22.4007 95.286
7191000 34.3452 41.3165 23.5505 99.2121
7192000 34.1027 40.8919 24.3401 99.3346
7193000 35.1679 40.1038 23.8123 99.0841
7194000 35.4158 40.1565 24.4848 100.057
7195000 34.5185 38.6463 24.4232 97.588
7196000 34.894 37.5361 24.3173 96.7475
7197000 36.1769 37.731 24.5572 98.4651
7198000 36.2248 38.273 25.0602 99.558
7199000 37.9857 36.9509 24.7207 99.6574
7200000 38.2701 36.7144 25.407 100.392
7201000 40.1518 37.2509 25.039 102.442
7202000 42.7299 37.8486 25.6547 106.233
7203000 41.7026 36.6227 24.195 102.52
7204000 40.8079 36.895 23.9953 101.698
7205000 38.6343 36.3012 23.7703 98.7058
7206000 38.7333 35.62 24.0428 98.3961
7207000 37.9721 37.0279 23.2778 98.2779
7208000 36.8702 38.3108 22.2625 97.4435
7209000 38.5032 38.1947 21.9583 98.6562
7210000 38.4372 38.0446 22.0902 98.572
7211000 39.3254 38.981 22.1187 100.425
7212000 38.7681 38.9593 22.1137 99.8411
7213000 37.9956 38.1588 22.2193 98.3737
7214000 36.8411 38.3031 22.2532 97.3974
7215000 36.6186 37.4946 22.1984 96.3116
7216000 36.3376 35.8121 22.3012 94.4509
7217000 36.7494 33.843 22.6781 93.2705
7218000 37.6263 31.9182 22.5586 92.1031
7219000 38.1219 31.8135 23.0351 92.9706
7220000 39.5677 31.9904 23.2331 94.7912
7221000 41.0305 31.2394 23.0254 95.2953
7222000 42.092 32.0748 23.017 97.1838
7223000 41.603 32.5054 22.7018 96.8102
7224000 41.4496 32.6811 21.9081 96.0388
7225000 41.2086 33.3769 22.142 96.7276
7226000 40.6561 34.4501 21.9952 97.1014
7227000 40.8842 35.1581 22.7853 98.8275
7228000 41.8365 34.5112 22.7281 99.0758
7229000 42.7974 34.7114 22.0077 99.5165
7230000 43.5903 33.3555 20.9236 97.8694
7231000 42.5214 31.9671 20.4029 94.8914
7232000 42.5961 31.5266 20.5145 94.6373
7233000 42.688 30.8364 20.9502 94.4746
7234000 41.583 30.5481 21.148 93.2791
7235000 42.0612 30.9476 20.92 93.9288
7236000 44.3207 30.4545 21.269 96.0442
7237000 44.9078 30.68 22.1936 97.7814
7238000 45.2629 30.318 21.7545 97.3354
7239000 45.4585 31.6755 20.9787 98.1127
7240000 46.4458 31.6176 20.3328 98.3961
7241000 45.7149 31.5227 20.2514 97.4891
7242000 46.1688 31.0359 20.055 97.2597
7243000 45.7724 30.106 19.9608 95.8391
7244000 47.3184 28.4915 20.2824 96.0923
7245000 46.9693 26.8324 20.8502 94.6518
7246000 46.9689 26.6152 21.1266 94.7107
7247000 47.6587 26.7355 20.8796 95.2737
7248000 48.0489 27.0357 20.8953 95.98
7249000 47.1626 26.885 20.9403 94.9878
7250000 47.3638 28.185 21.0996 96.6484
7251000 47.6267 29.7559 21.5665 98.9492
7252000 49.1819 29.0093 22.211 100.402
7253000 47.8789 28.4311 21.6306 97.9406
7254000 47.7842 27.767 21.883 97.4341
7255000 46.6908 27.7247 22.4972 96.9128
7256000 45.8707 28.7068 22.5754 97.1529
7257000 46.9334 28.1606 22.3458 97.4399
7258000 46.3556 27.9369 23.1047 97.3972
7259000 47.3943 29.8429 23.4567 100.694
7260000 47.4711 29.7595 23.8071 101.038
7261000 47.4163 27.8944 24.4928 99.8034
7262000 45.9283 28.1588 25.2428 99.33
7263000 46.5847 27.533 24.8506 98.9683
7264000 46.498 26.5464 24.4942 97.5386
7265000 46.3557 26.2475 25.4503 98.0535
7266000 45.4478 25.6227 25.7482 96.8187
7267000 46.6074 26.0107 26.4418 99.0599
7268000 47.2447 25.384 26.1023 98.7309
7269000 47.6509 26.2731 26.242 100.166
7270000 48.1187 26.226 25.1019 99.4467
7271000 49.2007 26.7276 25.1439 101.072
7272000 48.5766 27.6256 24.8773 101.08
7273000 47.5541 28.3877 24.7616 100.703
7274000 47.4667 27.753 25.4911 100.711
7275000 48.2374 27.6217 26.5601 102.419
7276000 48.0548 27.1733 25.267 100.495
7277000 46.1456 25.734 25.3379 97.2175
7278000 45.0706 24.9383 25.8805 95.8895
7279000 45.0935 24.8603 24.3421 94.2959
7280000 45.1816 24.4211 23.9119 93.5147
7281000 45.0193 23.8865 23.5638 92.4696
7282000 45.5004 24.4837 23.9173 93.9014
7283000 44.0493 24.6196 24.4122 93.0811
7284000 42.683 24.2788 23.9589 90.9206
7285000 44.2296 25.1923 23.9465 93.3684
7286000 46.4322 25.9647 23.5571 95.954
7287000 46.4073 26.1496 24.3185 96.8754
7288000 45.6658 26.4916 24.6379 96.7953
7289000 44.4383 25.6802 24.4966 94.6152
7290000 45.0839 25.7054 24.698 95.4873
7291000 45.207 25.6273 23.6581 94.4924
7292000 45.7046 25.6556 24.1459 95.5061
7293000 46.8902 26.2088 25.5611 98.6602
7294000 46.8422 25.3857 26.3127 98.5406
7295000 46.7913 24.3701 27.457 98.6184
7296000 44.504 24.0898 28.0291 96.6229
7297000 42.6228 25.3931 27.5485 95.5645
7298000 44.3482 26.2943 27.1081 97.7506
7299000 45.5217 27.5658 27.1382 100.226
7300000 45.9013 27.6538 26.0387 99.5938
7301000 45.9596 27.9256 25.1205 99.0057
7302000 45.4763 27.331 24.0213 96.8286
7303000 45.3067 28.7408 24.2909 98.3384
7304000 44.2075 28.868 24.5304 97.606
7305000 42.8994 27.4684 24.7212 95.0891
7306000 42.2152 27.2012 23.6147 93.031
7307000 41.7794 28.3491 23.1445 93.2731
7308000 41.0784 28.5577 22.8821 92.5182
7309000 40.536 27.2004 22.5112 90.2476
7310000 41.3277 27.1933 22.6234 91.1444
7311000 40.6191 27.5016 23.2149 91.3355
7312000 39.4059 27.882 23.6033 90.8912
7313000 39.0213 29.128 23.8351 91.9844
7314000 40.3223 28.3793 22.7482 91.4498
7315000 38.2842 28.0048 22.3348 88.6238
7316000 37.6779 28.0172 22.312 88.007
7317000 37.3366 27.3989 22.0323 86.7678
7318000 38.5105 28.4351 22.1709 89.1165
7319000 39.1774 28.6436 22.5537 90.3747
7320000 38.9474 28.2698 22.0757 89.2929
7321000 38.9159 27.7361 21.7411 88.3932
7322000 38.502 28.7794 20.9404 88.2219
7323000 38.0163 28.6711 19.5941 86.2815
7324000 37.1793 27.4659 19.3597 84.0049
7325000 37.3779 26.3706 19.1031 82.8515
7326000 39.2539 27.1487 18.4326 84.8352
7327000 38.8792 27.1073 18.6787 84.6652
7328000 38.2728 27.2306 18.5923 84.0957
7329000 36.9924 27.1149 18.0859 82.1932
7330000 37.9347 27.6666 18.5736 84.1749
7331000 37.9729 26.5934 18.9603 83.5266
7332000 38.48 27.5311 18.8041 84.8153
7333000 38.0544 27.1621 18.9846 84.2011
7334000 39.2632 26.8797 19.29 85.4328
7335000 39.2917 27.0795 18.8116 85.1828
7336000 38.6475 26.2832 18.9298 83.8605
7337000 38.8865 25.2013 19.2492 83.337
7338000 38.6479 24.5009 18.9012 82.05
7339000 39.5019 23.6836 18.6477 81.8331
7340000 39.5347 23.2109 17.3976 80.1432
7341000 37.7134 24.1437 17.2828 79.1399
7342000 37.4997 23.6986 17.117 78.3154
7343000 37.3063 23.184 17.041 77.5313
7344000 37.6829 24.1122 17.006 78.8011
7345000 37.8301 23.372 16.1438 77.3459
7346000 38.4309 22.7697 16.2307 77.4314
7347000 38.3451 22.9875 16.1999 77.5325
7348000 38.793 23.767 17.1116 79.6715
7349000 38.668 24.6952 16.9733 80.3365
7350000 39.4292 24.6815 17.1533 81.2641
7351000 38.9008 24.6519 17.0896 80.6423
7352000 37.7764 24.7852 17.3433 79.905
7353000 37.974 25.0884 17.4493 80.5117
7354000 39.5532 25.3221 17.4251 82.3004
7355000 39.869 24.9982 16.8449 81.7121
7356000 39.2267 24.7737 16.5689 80.5694
7357000 39.8206 24.3132 16.8625 80.9963
7358000 39.1186 22.7641 16.147 78.0297
7359000 40.1579 21.5622 16.251 77.9711
7360000 41.4267 22.366 16.9925 80.7853
7361000 40.8051 22.1714 17.6405 80.617
7362000 40.9853 22.6949 18.1342 81.8144
7363000 40.2952 22.8831 17.5337 80.712
7364000 39.0764 22.1825 17.8323 79.0913
7365000 40.7175 22.0572 18.4395 81.2142
7366000 41.7897 21.9903 19.0571 82.837
7367000 41.8952 21.7716 18.7257 82.3925
7368000 42.5928 22.1951 19.7479 84.5358
7369000 42.3219 20.9672 19.7257 83.0148
7370000 42.5208 21.2394 20.3043 84.0645
7371000 41.646 21.1728 20.5321 83.3508
7372000 40.9487 21.5583 20.646 83.153
7373000 41.8987 22.7338 20.5802 85.2127
7374000 41.235 23.0303 21.378 85.6433
7375000 40.1156 23.8734 21.8333 85.8222
7376000 40.3062 24.3001 22.3214 86.9276
7377000 39.3783 24.0752 21.7204 85.1739
7378000 40.2386 24.2627 22.1624 86.6637
7379000 39.0237 25.3684 22.9216 87.3137
7380000 39.5511 25.6321 22.5875 87.7706
7381000 38.8097 24.8505 21.4236 85.0838
7382000 40.1365 24.6177 21.3976 86.1518
7383000 39.1194 25.2717 21.3379 85.729
7384000 40.4313 25.1569 21.7758 87.3639
7385000 40.206 26.1999 23.1145 89.5204
7386000 39.7328 26.0491 23.5204 89.3023
7387000 41.4942 26.4786 23.723 91.6959
7388000 40.2133 26.6335 24.2299 91.0767
7389000 39.7922 26.8727 23.1104 89.7754
7390000 39.8589 26.8457 22.8604 89.565
7391000 37.583 26.26 21.545 85.388
7392000 36.6528 26.4441 21.0902 84.1872
7393000 36.9741 24.4987 20.9873 82.46
7394000 37.0985 23.6093 19.7677 80.4756
7395000 36.9916 22.7669 19.3143 79.0727
7396000 37.7366 22.8357 18.9604 79.5326
7397000 38.5006 22.6487 19.5651 80.7144
7398000 39.8784 22.2554 20.7549 82.8887
7399000 38.7336 22.6345 20.3515 81.7196
7400000 39.7484 23.0211 20.1205 82.89
7401000 41.2532 23.7955 20.604 85.6527
7402000 41.0441 23.9867 21.0878 86.1186
7403000 41.3006 22.8206 20.4674 84.5886
7404000 40.9139 23.4913 21.3664 85.7716
7405000 40.3244 24.7652 21.6163 86.706
7406000 41.5703 24.0749 22.5218 88.167
7407000 42.2114 24.0051 22.4018 88.6183
7408000 43.2236 23.8388 21.1628 88.2252
7409000 41.8972 23.7558 21.8697 87.5227
7410000 40.8965 22.9517 22.3079 86.1561
7411000 40.9804 22.3293 22.1707 85.4805
7412000 41.4253 22.3865 22.3152 86.1271
7413000 41.3255 23.2232 22.894 87.4427
7414000 40.797 23.9105 23.4992 88.2067
7415000 40.9409 24.1914 23.3238 88.4561
7416000 39.6893 24.0397 23.7067 87.4357
7417000 39.3358 25.1936 23.7463 88.2756
7418000 40.324 25.5472 22.7806 88.6518
7419000 41.5737 24.5368 22.4316 88.542
7420000 41.9912 23.7227 22.611 88.3249
7421000 42.3693 22.9712 22.0974 87.4379
7422000 42.7939 24.0834 21.9005 88.7779
7423000 42.3458 25.3381 22.2295 89.9134
7424000 41.625 24.4039 23.4734 89.5023
7425000 41.8114 23.078 23.5135 88.4029
7426000 40.6995 22.6666 22.7551 86.1213
7427000 40.2814 23.4314 22.309 86.0218
7428000 40.9455 22.7655 22.434 86.1451
7429000 41.5619 22.9349 22.5997 87.0965
7430000 41.9156 22.0964 22.6076 86.6195
7431000 40.2073 22.306 22.8597 85.3729
7432000 40.2379 22.481 23.1215 85.8404
7433000 39.9346 24.8503 22.5271 87.3121
7434000 40.3169 25.0975 22.4463 87.8608
7435000 40.3404 25.5129 22.24 88.0933
7436000 41.3945 25.7862 22.2426 89.4233
7437000 39.9373 26.8644 22.1845 88.9862
7438000 39.5524 27.3996 21.9358 88.8878
7439000 39.1724 27.18 20.8326 87.185
7440000 40.1317 25.9542 20.603 86.6889
7441000 40.0377 25.1716 20.4279 85.6372
7442000 40.7026 24.832 21.5258 87.0604
7443000 41.0258 24.8453 21.3196 87.1907
7444000 42.3155 23.6742 21.4391 87.4288
7445000 43.5432 23.6913 22.1231 89.3576
7446000 42.789 23.8011 22.9883 89.5783
7447000 43.3791 23.1974 22.2762 88.8527
7448000 44.6726 23.6497 21.6469 89.9692
7449000 45.1529 22.8668 21.4496 89.4693
7450000 45.3393 23.2307 21.8147 90.3846
7451000 44.1589 23.3913 21.2486 88.7988
7452000 45.9473 22.8397 20.9503 89.7373
7453000 46.0754 23.2786 21.5834 90.9373
7454000 44.7373 23.429 21.0362 89.2026
7455000 46.2471 24.2091 20.3065 90.7627
7456000 46.9449 24.8547 20.2314 92.0309
7457000 47.2501 25.1248 20.3251 92.7
7458000 47.3259 25.2032 19.5046 92.0337
7459000 49.3196 24.648 19.2648 93.2323
7460000 51.2693 24.4443 19.8757 95.5893
7461000 50.0792 24.7593 19.291 94.1294
7462000 48.4489 25.5025 18.4817 92.433
7463000 47.6985 24.7201 18.5048 90.9234
7464000 46.733 24.2247 19.2277 90.1854
7465000 46.0348 24.5822 18.755 89.3719
