# Time-averaged data for fix eint_out
# TimeStep c_eint_total c_eint_water c_eint_pair
7214000 -2831.32 -4285.13 -1114.99
7215000 -2800.1 -4274.85 -1120.88
7216000 -2825.34 -4306.47 -1119.63
7217000 -2795.89 -4291.83 -1111.54
7218000 -2789.39 -4274 -1098.88
7219000 -2773.79 -4305.35 -1102.2
7220000 -2755.58 -4403.16 -1099.26
7221000 -2772.72 -4384.53 -1101.19
7222000 -2755.35 -4387.46 -1106.21
7223000 -2748.89 -4389.62 -1099.86
7224000 -2757.86 -4334.63 -1107.55
7225000 -2702.88 -4356.74 -1087.38
7226000 -2691.55 -4364.07 -1071.58
7227000 -2743.33 -4397.22 -1090.32
7228000 -2735 -4408.35 -1083.94
7229000 -2723.91 -4431.52 -1091.08
7230000 -2760.21 -4384.04 -1121.68
7231000 -2775.2 -4334.85 -1116.62
7232000 -2754.19 -4392.87 -1107.84
7233000 -2781.83 -4327.28 -1112.82
7234000 -2757.11 -4347.26 -1101.23
7235000 -2755.82 -4315.82 -1105.16
7236000 -2763.83 -4261.53 -1100.68
7237000 -2761.23 -4297.18 -1096.2
7238000 -2781.36 -4281.04 -1102.17
7239000 -2767.8 -4340.76 -1090.93
7240000 -2724.94 -4375.84 -1096.16
7241000 -2723.68 -4405.51 -1096.89
7242000 -2768.43 -4385.09 -1112.51
7243000 -2745.61 -4378.16 -1093.27
7244000 -2780.11 -4328.41 -1118.79
7245000 -2751.91 -4371.81 -1098.3
7246000 -2710.05 -4528.61 -1102.7
7247000 -2732.5 -4515.63 -1109.94
7248000 -2745.98 -4451.27 -1093.41
7249000 -2789.1 -4409.98 -1106.61
7250000 -2712.02 -4490.7 -1077.1
7251000 -2716.83 -4438.63 -1076.9
7252000 -2718.47 -4469.45 -1087.29
7253000 -2723.94 -4508.77 -1100.23
7254000 -2728.38 -4495.07 -1095.89
7255000 -2663.29 -4553.66 -1058.35
7256000 -2721.54 -4456.82 -1092.27
7257000 -2746.51 -4449.29 -1093.03
7258000 -2755.85 -4400.92 -1113.6
7259000 -2797.51 -4313.72 -1120.68
7260000 -2752.66 -4312.68 -1104.68
7261000 -2765.02 -4300.95 -1110.63
7262000 -2794.06 -4280.37 -1109.32
7263000 -2776.11 -4350.94 -1100.87
7264000 -2805.81 -4317.88 -1125.51
7265000 -2794.24 -4320.64 -1112.56
7266000 -2758.92 -4356.68 -1106.72
7267000 -2768.53 -4310.27 -1110.62
7268000 -2761.46 -4355.38 -1103.8
7269000 -2815.61 -4221.35 -1130.87
7270000 -2773.46 -4195.09 -1120.52
7271000 -2762 -4238.57 -1123.47
7272000 -2779.78 -4209.57 -1118.89
7273000 -2799.13 -4216.11 -1115.71
7274000 -2754.57 -4255.12 -1109.16
7275000 -2810.04 -4136.98 -1132.2
7276000 -2759.56 -4219.83 -1102.57
7277000 -2742.45 -4222.18 -1112.17
7278000 -2767.05 -4197.78 -1114.53
7279000 -2807.88 -4170.5 -1121.62
7280000 -2758.17 -4237.31 -1112.7
7281000 -2802.11 -4244.21 -1133.51
7282000 -2775.13 -4211.97 -1121.32
7283000 -2779.57 -4273.9 -1111.98
7284000 -2850.54 -4214.58 -1142.28
7285000 -2777.73 -4280.57 -1126.44
7286000 -2773.18 -4250.61 -1119.48
7287000 -2769.1 -4217.02 -1095.44
7288000 -2758.76 -4252.02 -1096.68
7289000 -2737.09 -4295.08 -1088.12
7290000 -2744.23 -4264.55 -1105.3
7291000 -2805.15 -4161.37 -1130.19
7292000 -2792.38 -4184.64 -1116.41
7293000 -2778.5 -4234.64 -1118.81
7294000 -2779.04 -4265.94 -1107.69
7295000 -2817.23 -4238.26 -1148.57
7296000 -2786.42 -4232.79 -1130.3
7297000 -2763.36 -4182.32 -1117.76
7298000 -2688.26 -4283.38 -1072.44
7299000 -2679.76 -4308.88 -1088.06
7300000 -2711.95 -4306.81 -1082.77
7301000 -2705.03 -4303.96 -1063.62
7302000 -2711.95 -4284.61 -1076.08
7303000 -2744.42 -4271.08 -1096.83
7304000 -2698.69 -4324.2 -1090.7
7305000 -2681.5 -4366.59 -1082.19
7306000 -2654.33 -4405.57 -1095.22
7307000 -2670.7 -4373.58 -1095.25
7308000 -2731.59 -4317.92 -1117.28
7309000 -2793.97 -4209.35 -1135.67
7310000 -2801.7 -4266.31 -1138.58
7311000 -2738.6 -4315.56 -1096.09
7312000 -2776.77 -4300.49 -1110.28
7313000 -2777.34 -4302.41 -1122.03
7314000 -2747.21 -4339.13 -1107.18
7315000 -2770.61 -4317.42 -1112.86
7316000 -2800.98 -4270.71 -1120.56
7317000 -2839.74 -4255.2 -1137.79
7318000 -2797.45 -4316.73 -1132.63
7319000 -2762.58 -4339.04 -1131.85
7320000 -2756.88 -4368.6 -1129.93
7321000 -2756.14 -4362.27 -1121.96
7322000 -2755.34 -4337.87 -1106.14
7323000 -2794.22 -4315.22 -1128.17
7324000 -2746.56 -4346.3 -1105.98
7325000 -2751.87 -4408.9 -1113.99
7326000 -2718.62 -4435.65 -1106.41
7327000 -2698.87 -4399.42 -1117.85
7328000 -2747.06 -4347.34 -1105.51
7329000 -2773.38 -4336.38 -1145.7
7330000 -2788.6 -4307.27 -1143.37
7331000 -2732.47 -4334.33 -1122.81
7332000 -2753.41 -4325.02 -1119.2
7333000 -2738.72 -4373.48 -1101.61
7334000 -2753.56 -4354.35 -1109.37
7335000 -2770.79 -4319.17 -1090.61
7336000 -2733.02 -4350.44 -1088.05
7337000 -2741.62 -4335.06 -1101
7338000 -2767.28 -4313.32 -1108.35
7339000 -2772.21 -4287.93 -1110.76
7340000 -2785.92 -4248.76 -1114.11
7341000 -2757.09 -4302.26 -1102.64
7342000 -2739.27 -4270.73 -1089.02
7343000 -2683.6 -4339.9 -1076.62
7344000 -2724.34 -4335.11 -1099.29
7345000 -2697.8 -4311.54 -1076.11
7346000 -2685.94 -4330.82 -1070.83
7347000 -2735.26 -4338.06 -1086.2
7348000 -2780.26 -4312.53 -1104.46
7349000 -2808.79 -4275.69 -1118.59
7350000 -2834.39 -4319.36 -1113.35
7351000 -2877.84 -4215.51 -1146.9
7352000 -2837.93 -4257.24 -1157.23
7353000 -2816.63 -4244.05 -1137.56
7354000 -2815.88 -4255.76 -1128.16
7355000 -2775.14 -4278.61 -1125.8
7356000 -2794.5 -4206.72 -1124.24
7357000 -2819.66 -4119.2 -1130.39
7358000 -2779.36 -4192.26 -1124.35
7359000 -2826.08 -4165.44 -1116.3
7360000 -2780.98 -4217.72 -1101.32
7361000 -2809.91 -4162.42 -1129.68
7362000 -2827.99 -4212.05 -1137.28
7363000 -2867.99 -4209.98 -1143.67
7364000 -2826.95 -4284.21 -1135.75
7365000 -2762.91 -4295.07 -1121.94
7366000 -2840.28 -4255.61 -1147
7367000 -2804.01 -4271.82 -1130.02
7368000 -2790.58 -4286.48 -1116.16
7369000 -2772.39 -4338.25 -1113.31
7370000 -2762.21 -4349.77 -1109.02
7371000 -2756.08 -4357.87 -1119.47
7372000 -2791.2 -4306.76 -1129.68
7373000 -2757.51 -4338.36 -1099.24
7374000 -2787 -4336.09 -1107.45
7375000 -2832.68 -4270.49 -1125.45
7376000 -2847.27 -4236.43 -1143.49
7377000 -2816.73 -4270.24 -1139.05
7378000 -2777.27 -4347.94 -1125.01
7379000 -2800.71 -4297.74 -1134.77
7380000 -2774.35 -4314.91 -1110.08
7381000 -2778.44 -4337 -1116.35
7382000 -2801.38 -4305.59 -1128.12
7383000 -2752 -4350.46 -1116.95
7384000 -2772.5 -4333.84 -1124.58
7385000 -2744.68 -4303.7 -1111
7386000 -2726.56 -4328.32 -1098.77
7387000 -2723.8 -4329.08 -1095.24
7388000 -2735.82 -4326.06 -1099.15
7389000 -2701.05 -4407.52 -1086.97
7390000 -2730.26 -4368.55 -1095.38
7391000 -2693.39 -4434.99 -1101.37
7392000 -2679.71 -4400.87 -1107.39
7393000 -2699.79 -4374.33 -1125.56
7394000 -2706.6 -4320.44 -1127.12
7395000 -2703.58 -4313.38 -1093.68
7396000 -2713.83 -4294.84 -1088.82
7397000 -2729.08 -4230.89 -1105.13
7398000 -2654.44 -4348.44 -1093.23
7399000 -2668.66 -4331.96 -1092.62
7400000 -2681.24 -4293.86 -1098.74
7401000 -2671.58 -4272.16 -1090.54
7402000 -2724.57 -4252.81 -1104.96
7403000 -2736.17 -4275.69 -1107.41
7404000 -2657.76 -4368.12 -1091.25
7405000 -2661.67 -4421.48 -1085.86
7406000 -2675.31 -4347.3 -1082.38
7407000 -2675.08 -4266.65 -1079.02
7408000 -2689.4 -4277.89 -1072.96
7409000 -2694 -4346.09 -1078.18
7410000 -2712.05 -4284.21 -1079.72
7411000 -2712.9 -4297.72 -1077.8
7412000 -2692.11 -4330.18 -1084.14
7413000 -2729.53 -4266.16 -1103.12
7414000 -2741.24 -4269.37 -1104.88
7415000 -2800.37 -4148.17 -1130.58
7416000 -2758 -4166.91 -1120.04
7417000 -2816 -4191.58 -1125.32
7418000 -2799.36 -4218.89 -1131.49
7419000 -2785.75 -4209.96 -1121.12
7420000 -2811.67 -4209.7 -1135.96
7421000 -2835.51 -4160.11 -1138.77
7422000 -2771.55 -4216.09 -1108.54
7423000 -2753.49 -4271.26 -1095.2
7424000 -2771.2 -4282.79 -1109.85
7425000 -2820.42 -4191.18 -1127.46
7426000 -2731.56 -4231.66 -1096.68
7427000 -2705.11 -4319.01 -1095.7
7428000 -2691.98 -4387.8 -1099.31
7429000 -2673.53 -4378.78 -1074.93
7430000 -2715.29 -4316.6 -1093.15
7431000 -2731.3 -4247.02 -1100.12
7432000 -2722.57 -4298.61 -1103.39
7433000 -2682.19 -4352.51 -1103.23
7434000 -2641.8 -4353.32 -1072.86
7435000 -2651.34 -4338.72 -1080.98
7436000 -2695.29 -4283.04 -1095.74
7437000 -2669.05 -4263.8 -1099.99
7438000 -2694.09 -4230.99 -1093.52
7439000 -2691.66 -4230.12 -1089.72
7440000 -2706.82 -4221.19 -1098.2
7441000 -2752.47 -4218.12 -1114.68
7442000 -2742.26 -4263.56 -1107.86
7443000 -2747.07 -4256.26 -1110.95
7444000 -2696.54 -4304.26 -1088.54
7445000 -2727.48 -4244.49 -1111.29
7446000 -2759.76 -4277.55 -1115.71
7447000 -2707.27 -4278.82 -1121.04
7448000 -2675.11 -4295.59 -1119.64
7449000 -2667.7 -4326 -1108.76
7450000 -2716.36 -4306.24 -1103.8
7451000 -2696.3 -4317.13 -1094.29
7452000 -2702.65 -4358.59 -1101.14
7453000 -2705.42 -4273 -1113.25
7454000 -2713.07 -4250.55 -1109.31
7455000 -2678.94 -4290.52 -1100.35
7456000 -2671.68 -4294.34 -1085.29
7457000 -2652.87 -4373.55 -1086.38
7458000 -2693.74 -4427.84 -1107.74
7459000 -2710.14 -4377.56 -1117.13
7460000 -2753.29 -4287.78 -1129.82
7461000 -2764.21 -4248.15 -1125.18
7462000 -2686.89 -4307.58 -1101.05
7463000 -2679.62 -4369.66 -1097.5
7464000 -2676.88 -4385.58 -1103.28
7465000 -2676.66 -4374.4 -1094.74
7466000 -2693.27 -4236.46 -1092.39
7467000 -2677.19 -4224.88 -1078.27
7468000 -2724.32 -4219.37 -1091.76
7469000 -2710.55 -4285.14 -1100.38
7470000 -2753.16 -4137.02 -1093.74
7471000 -2772.83 -4154.01 -1099.76
7472000 -2742.78 -4159.31 -1092.32
7473000 -2756.84 -4173 -1110.36
7474000 -2727.74 -4272.27 -1103.26
7475000 -2765.78 -4200.5 -1110.17
7476000 -2759.56 -4218.44 -1113.6
7477000 -2734.93 -4232.69 -1100.6
7478000 -2770.85 -4197.12 -1098.36
7479000 -2754.75 -4244.85 -1089.76
7480000 -2715.01 -4305.57 -1080.43
7481000 -2744.75 -4311.8 -1104.25
7482000 -2724.99 -4391.37 -1102.79
7483000 -2704.18 -4311.32 -1091.76
7484000 -2732.58 -4242.87 -1102.8
7485000 -2741.24 -4268.28 -1089.71
7486000 -2752.58 -4217.41 -1108.73
7487000 -2750.96 -4229.98 -1127.41
7488000 -2803.69 -4179.73 -1133.08
7489000 -2777.62 -4211.25 -1130.5
7490000 -2737.51 -4207.99 -1126.81
7491000 -2734.23 -4230.33 -1132.13
7492000 -2702.49 -4284.16 -1112.53
7493000 -2741.49 -4253.15 -1112.4
7494000 -2766.1 -4251.83 -1120.24
7495000 -2740.33 -4258.74 -1110.81
7496000 -2750.51 -4249.3 -1123.42
7497000 -2760.86 -4251.31 -1122.35
7498000 -2746.86 -4292.05 -1118.38
7499000 -2722.89 -4254.95 -1119.49
7500000 -2760.22 -4251.54 -1119.46
7501000 -2820.49 -4202.42 -1141.92
7502000 -2819.47 -4187.35 -1151.8
7503000 -2724.04 -4244.57 -1117.13
7504000 -2689.34 -4347.45 -1095.19
7505000 -2693.21 -4346.48 -1098.55
7506000 -2715.09 -4279.17 -1098.39
7507000 -2713.46 -4280.72 -1109.8
7508000 -2746.77 -4249.64 -1124.31
7509000 -2699.36 -4283.48 -1108.63
7510000 -2689.24 -4252.13 -1113.27
7511000 -2677.98 -4303.8 -1114.52
7512000 -2725.95 -4222.17 -1121.6
7513000 -2730.9 -4242.69 -1131.69
7514000 -2761.42 -4206.82 -1126.05
7515000 -2781.72 -4191.98 -1126.97
7516000 -2768.43 -4238.59 -1124.78
7517000 -2836.33 -4124.1 -1149.11
7518000 -2819.57 -4166.25 -1139.88
7519000 -2837.84 -4105.38 -1140.34
7520000 -2793.97 -4205.91 -1126.49
7521000 -2723.09 -4249.87 -1118.68
7522000 -2701.95 -4308.58 -1108.62
7523000 -2699.14 -4295.48 -1113.77
7524000 -2710.96 -4260.35 -1115.33
7525000 -2751.23 -4215.79 -1124.22
7526000 -2748.48 -4238.82 -1126.74
7527000 -2745.37 -4258.42 -1144.64
7528000 -2723.38 -4266.59 -1116.6
7529000 -2761.74 -4216.45 -1132.5
7530000 -2771.91 -4248.49 -1152.75
7531000 -2746.9 -4271.98 -1152.16
7532000 -2757.86 -4290.49 -1144.75
7533000 -2763.83 -4231.94 -1142.11
7534000 -2740.57 -4214.07 -1126.5
7535000 -2712.74 -4338.25 -1121.76
7536000 -2685.3 -4305.93 -1124.3
7537000 -2714.01 -4263.42 -1121.52
7538000 -2739.26 -4270.62 -1135.89
7539000 -2724.75 -4258.08 -1120.96
7540000 -2710.61 -4290.25 -1119.11
7541000 -2738.71 -4280.16 -1123.57
7542000 -2752.64 -4283.32 -1137.47
7543000 -2747.46 -4294.03 -1117.99
7544000 -2717.39 -4312.23 -1103.46
7545000 -2692.35 -4377.3 -1102.9
7546000 -2760.05 -4250.83 -1129.21
7547000 -2716.38 -4354.63 -1113.12
7548000 -2711.87 -4291.81 -1102.61
7549000 -2747.47 -4274.01 -1131.95
7550000 -2682.98 -4317.38 -1119.68
7551000 -2702.36 -4315.53 -1119.48
7552000 -2685.41 -4321.15 -1120.32
7553000 -2663.45 -4324.5 -1107.53
7554000 -2722.46 -4241.12 -1126.84
7555000 -2720.15 -4235.25 -1132.86
7556000 -2758.49 -4204.14 -1142.59
7557000 -2754.07 -4221.96 -1134.96
7558000 -2749.99 -4182.18 -1135.97
7559000 -2723.37 -4210.49 -1112.05
7560000 -2734.66 -4242.35 -1099.55
7561000 -2776.42 -4170.8 -1101.88
7562000 -2726.51 -4197.39 -1106.31
7563000 -2699.72 -4172.41 -1098.25
7564000 -2758.21 -4171.54 -1120.72
7565000 -2727.11 -4194.52 -1123.51
7566000 -2713.98 -4229.61 -1122.35
7567000 -2734.65 -4194.92 -1118.84
7568000 -2745.02 -4187.27 -1115.18
7569000 -2772.11 -4198.4 -1131.59
7570000 -2788.21 -4117.64 -1130.4
7571000 -2740.75 -4166.56 -1107.49
7572000 -2749.46 -4178.03 -1115.01
7573000 -2762.27 -4222.4 -1114.95
7574000 -2742.89 -4251.27 -1108.72
7575000 -2738.81 -4161.18 -1120.65
7576000 -2696.23 -4222.34 -1105.02
7577000 -2697.12 -4205.75 -1105.36
7578000 -2625.49 -4221.63 -1078.44
7579000 -2609.25 -4192.33 -1071.01
7580000 -2675.97 -4169.38 -1095.93
7581000 -2708.55 -4167.65 -1112.89
7582000 -2665.39 -4233.32 -1094.39
7583000 -2685.1 -4166.34 -1103.07
7584000 -2650.3 -4236 -1097.75
7585000 -2669.46 -4254.5 -1110.32
7586000 -2628.41 -4271.2 -1095.65
7587000 -2654.77 -4216.06 -1099.74
7588000 -2673.53 -4230.94 -1091.5
7589000 -2751.62 -4177.19 -1106.98
7590000 -2677.39 -4242.05 -1079.81
7591000 -2740.62 -4202.39 -1106.09
7592000 -2763.28 -4169 -1109.54
7593000 -2746.65 -4199.81 -1116.1
7594000 -2778.16 -4117.3 -1122.66
7595000 -2806.76 -4182.52 -1138.41
7596000 -2782.19 -4158.3 -1113.39
7597000 -2811.1 -4135.57 -1127.23
7598000 -2779.49 -4111 -1116.97
7599000 -2782.12 -4141.76 -1124.66
7600000 -2799.46 -4204.93 -1146.2
7601000 -2733.69 -4243.88 -1120.73
7602000 -2749.93 -4185.88 -1125.48
7603000 -2727.3 -4232.89 -1120.36
7604000 -2731.81 -4218.78 -1126.62
7605000 -2751.36 -4168.66 -1125.54
7606000 -2790.88 -4129.82 -1136.89
7607000 -2819.42 -4140.69 -1138.47
7608000 -2804.64 -4183.1 -1131.8
7609000 -2770.32 -4245.02 -1122.13
7610000 -2725.89 -4285.85 -1108.69
7611000 -2704.23 -4326.86 -1108.6
7612000 -2739.38 -4314.76 -1115.89
7613000 -2689.92 -4411 -1096.08
7614000 -2680.32 -4382.13 -1094.47
7615000 -2679.66 -4394.88 -1085.64
7616000 -2707.42 -4336.21 -1095.32
7617000 -2720.33 -4291.08 -1097.35
7618000 -2714.39 -4269.36 -1087.91
7619000 -2689.92 -4286.93 -1098
7620000 -2719.93 -4270.26 -1099.06
7621000 -2758.69 -4238.37 -1094.72
7622000 -2756.57 -4243.71 -1100.75
7623000 -2789.05 -4178.58 -1102.09
7624000 -2796.57 -4151.26 -1100.21
7625000 -2772.35 -4207.55 -1111.6
7626000 -2779.6 -4191.88 -1098.74
7627000 -2746.08 -4284.69 -1091.41
7628000 -2742.1 -4325.64 -1102.38
7629000 -2699.75 -4345 -1090.26
7630000 -2675.92 -4307.03 -1089.82
7631000 -2703.91 -4296.21 -1103.71
7632000 -2725.39 -4268.55 -1120.27
7633000 -2695.67 -4320.91 -1106.84
7634000 -2743.85 -4264.03 -1124.07
7635000 -2741.08 -4278.54 -1124.7
7636000 -2714.66 -4359.77 -1115.04
7637000 -2721.2 -4323.37 -1107.87
7638000 -2674.12 -4352.43 -1086.32
7639000 -2648.67 -4378.61 -1072.48
7640000 -2648.74 -4363.78 -1086.94
7641000 -2663.55 -4323.81 -1087.46
7642000 -2642.85 -4324 -1092.91
7643000 -2655.17 -4343.86 -1093.56
7644000 -2664.1 -4335.55 -1093.98
7645000 -2668.58 -4396.51 -1081.91
7646000 -2644.3 -4457.01 -1072.42
7647000 -2679.76 -4414.65 -1096.96
7648000 -2695.75 -4370 -1093.68
7649000 -2701.67 -4427.21 -1113.49
7650000 -2727.29 -4275.76 -1117.65
7651000 -2705.1 -4338.13 -1105.95
7652000 -2682.25 -4353.04 -1097.2
7653000 -2669.19 -4362.47 -1085.85
7654000 -2715.79 -4334.88 -1107.6
7655000 -2713.07 -4329.09 -1117.2
7656000 -2698.9 -4382.11 -1101.59
7657000 -2728.92 -4354.43 -1102.37
7658000 -2693.81 -4459.28 -1104.09
7659000 -2699.97 -4434.04 -1099.49
7660000 -2745.93 -4356.04 -1122.2
7661000 -2717.79 -4316.31 -1091.68
7662000 -2715.13 -4379.63 -1103.99
7663000 -2730.77 -4358.96 -1115.97
7664000 -2731.04 -4329.72 -1122.29
7665000 -2756.85 -4214.73 -1119.32
7666000 -2786.17 -4218.27 -1126.62
7667000 -2711.29 -4244 -1101.83
7668000 -2733.5 -4282.26 -1113.14
7669000 -2752.58 -4271.27 -1126.32
7670000 -2681.08 -4349.06 -1092.7
7671000 -2696.59 -4361.25 -1103.24
7672000 -2702.4 -4406.92 -1100.24
7673000 -2735.71 -4279.79 -1112.27
7674000 -2727.64 -4271.82 -1099.11
7675000 -2668.41 -4336.55 -1081.15
7676000 -2681.24 -4327.4 -1100.92
7677000 -2691.47 -4292.69 -1104.65
7678000 -2662.55 -4309.61 -1096.31
7679000 -2677.84 -4345.12 -1105.01
7680000 -2695.32 -4338.63 -1101.86
7681000 -2703.05 -4284.93 -1105.41
7682000 -2643.97 -4413.24 -1090.01
7683000 -2639.73 -4362.17 -1098.55
7684000 -2673.38 -4386.58 -1100.44
7685000 -2650.22 -4438.34 -1095.97
7686000 -2674.77 -4366.19 -1119.13
7687000 -2702.32 -4313.04 -1114.65
7688000 -2694.48 -4356.94 -1123.28
7689000 -2690.95 -4358.23 -1116.39
7690000 -2727.28 -4350.67 -1111.48
7691000 -2699.22 -4351.21 -1101.4
7692000 -2659.99 -4370.14 -1097.83
7693000 -2659.15 -4431.57 -1093.4
7694000 -2720.88 -4387.81 -1104.05
7695000 -2703.94 -4403.09 -1086.34
7696000 -2702.97 -4373.83 -1103.37
7697000 -2722.58 -4367.3 -1104.6
7698000 -2716.39 -4392.53 -1104.99
7699000 -2699.11 -4400.28 -1107.01
7700000 -2754.91 -4336.69 -1130.24
7701000 -2710.76 -4345.1 -1101.79
7702000 -2706.15 -4359.12 -1098
7703000 -2695.75 -4336.1 -1093.81
7704000 -2682.71 -4366.18 -1090.8
7705000 -2653.13 -4385.43 -1083.92
7706000 -2676.32 -4403.31 -1093.55
7707000 -2702.29 -4375.65 -1088.21
7708000 -2708.77 -4367.76 -1098.78
7709000 -2661.01 -4425.09 -1085.58
7710000 -2706.68 -4342.25 -1098.66
7711000 -2702.38 -4358.21 -1109.48
7712000 -2682.68 -4366.83 -1095.85
7713000 -2755.71 -4288.95 -1120.65
7714000 -2760.06 -4322.02 -1112.92
7715000 -2756.67 -4311.61 -1097.88
7716000 -2704.27 -4406.2 -1086.19
7717000 -2688.19 -4378.07 -1089.61
7718000 -2679.51 -4339.19 -1085.57
7719000 -2652.52 -4351.04 -1084.9
7720000 -2692.94 -4350.88 -1099.46
7721000 -2728.84 -4340.31 -1103.71
7722000 -2671.1 -4420.68 -1080.33
7723000 -2683.76 -4601.97 -1086.23
7724000 -2716.07 -4591.08 -1093.79
7725000 -2699.6 -4624.2 -1086.99
7726000 -2681.8 -4713.25 -1075.32
7727000 -2672.48 -4689.97 -1071.17
7728000 -2676.78 -4648.78 -1078.08
7729000 -2688.44 -4661.55 -1078.11
7730000 -2733.01 -4641.24 -1096.94
7731000 -2716.21 -4676.48 -1081.79
7732000 -2711.6 -4697.24 -1077.02
7733000 -2780.54 -4666.8 -1104.34
7734000 -2702.33 -4724.82 -1090.16
7735000 -2741.87 -4658.07 -1086.72
7736000 -2744.93 -4619.77 -1106.57
7737000 -2706 -4654.9 -1085.6
7738000 -2716.37 -4635.33 -1095.61
7739000 -2738.73 -4648.31 -1116.44
7740000 -2747.82 -4661.68 -1138.27
7741000 -2745.08 -4642.12 -1129.64
7742000 -2799.73 -4614.46 -1151.18
7743000 -2762.6 -4558.37 -1133.13
7744000 -2722.51 -4625.02 -1105.36
7745000 -2745.14 -4614.87 -1114.68
7746000 -2750.39 -4526.4 -1111.93
7747000 -2748.29 -4626.75 -1105.21
7748000 -2780.54 -4675.36 -1112.95
7749000 -2792.98 -4651.97 -1122.44
7750000 -2797.34 -4751.14 -1124.77
7751000 -2785.88 -4648.46 -1129.08
7752000 -2801.69 -4650.51 -1141.25
7753000 -2812.06 -4660.38 -1138.46
7754000 -2769 -4735.18 -1118.74
7755000 -2770.42 -4695.82 -1129.6
7756000 -2777.62 -4677.91 -1133.35
7757000 -2766.17 -4676.6 -1121.22
7758000 -2739.29 -4716.05 -1115.96
7759000 -2795.33 -4711.35 -1123.03
7760000 -2836.97 -4715 -1132.1
7761000 -2844.14 -4704.01 -1119.22
7762000 -2827.64 -4696.67 -1129.41
7763000 -2833.15 -4641.25 -1131.11
7764000 -2813.49 -4637.79 -1136.23
7765000 -2764.69 -4702.34 -1117.21
7766000 -2776.48 -4685.69 -1125.37
7767000 -2790.81 -4611.89 -1135.34
7768000 -2785.23 -4525.33 -1133.99
7769000 -2778.79 -4632.36 -1149.31
7770000 -2807.11 -4575.89 -1148.37
7771000 -2783.61 -4533.88 -1140.89
7772000 -2797.88 -4541.7 -1141.67
7773000 -2751.59 -4594.81 -1122.22
7774000 -2752.38 -4527.9 -1130.51
7775000 -2762.94 -4608.86 -1122.73
7776000 -2758.44 -4622.01 -1114.78
7777000 -2754.19 -4589 -1120.58
7778000 -2794.63 -4556.67 -1128.99
7779000 -2804.97 -4540.2 -1136.46
7780000 -2780.28 -4507.71 -1119.61
7781000 -2787.14 -4588.51 -1120.43
7782000 -2794.52 -4576.77 -1118.96
7783000 -2795.59 -4558.73 -1120.85
7784000 -2716.25 -4703.3 -1104.02
7785000 -2759.12 -4731.83 -1097.62
7786000 -2729.5 -4775.05 -1092.92
7787000 -2737.01 -4701.14 -1098.31
7788000 -2781.54 -4688.43 -1107.22
7789000 -2811.76 -4675.58 -1110.11
7790000 -2782.18 -4701.07 -1100.14
7791000 -2786.63 -4737.22 -1115.82
7792000 -2801.18 -4747.27 -1103.05
7793000 -2812.12 -4722.36 -1101.58
7794000 -2786.26 -4705.6 -1103.4
7795000 -2806.08 -4694.3 -1122.73
7796000 -2771.87 -4705.3 -1108.4
7797000 -2814.18 -4734.11 -1121.52
7798000 -2826.32 -4781.37 -1124.97
7799000 -2802.36 -4747.13 -1107.81
7800000 -2822.78 -4759.83 -1101.86
7801000 -2800.46 -4814.67 -1102.94
7802000 -2780.8 -4788.21 -1118.45
7803000 -2767.34 -4776.35 -1105.5
7804000 -2767.05 -4813.2 -1090.65
7805000 -2734.85 -4850.49 -1090.85
7806000 -2815.01 -4782.71 -1110.85
7807000 -2794.16 -4758.48 -1088.86
7808000 -2781.3 -4728.62 -1089.75
7809000 -2756.54 -4762.35 -1092.95
7810000 -2760.16 -4772.7 -1100.12
7811000 -2779 -4710.88 -1107.01
7812000 -2826.54 -4677.93 -1106.93
7813000 -2812.26 -4681.78 -1093.98
7814000 -2800.23 -4738.38 -1084.51
7815000 -2780.78 -4794.39 -1080.78
7816000 -2810.93 -4749.32 -1090.24
7817000 -2823.98 -4748.29 -1088.7
7818000 -2805.75 -4735.69 -1091.28
7819000 -2785.6 -4728.11 -1104.97
7820000 -2753.76 -4735.18 -1096.89
7821000 -2735.43 -4781.27 -1095.17
7822000 -2737.43 -4805.47 -1100.2
7823000 -2745.11 -4822.18 -1085.72
7824000 -2741.02 -4842.94 -1085.07
7825000 -2731 -4796.89 -1084.59
7826000 -2701.12 -4841.41 -1075.48
7827000 -2742.24 -4808.97 -1101.41
7828000 -2788.88 -4713.62 -1114.86
7829000 -2777.64 -4739.64 -1113.04
7830000 -2770.5 -4779.52 -1102.78
7831000 -2723.11 -4790.53 -1084.57
7832000 -2751.32 -4784.23 -1095.54
7833000 -2797.2 -4740.28 -1101.93
7834000 -2795.68 -4760.23 -1112.59
7835000 -2777.3 -4754.76 -1097.53
7836000 -2760.99 -4810.28 -1093.08
7837000 -2741.82 -4797.58 -1087.36
7838000 -2737.53 -4828.49 -1096.05
7839000 -2729.31 -4796.06 -1097.21
7840000 -2749.07 -4834.06 -1101.53
7841000 -2783.49 -4828.48 -1099.71
7842000 -2778.14 -4718.48 -1099.87
7843000 -2725.42 -4743.42 -1096.82
7844000 -2742.82 -4745.89 -1106.43
7845000 -2802.89 -4669.79 -1118.11
7846000 -2765.37 -4726.73 -1103.23
7847000 -2741.82 -4819.79 -1092.24
7848000 -2766.19 -4752.65 -1099.51
7849000 -2766.81 -4756.93 -1096.33
7850000 -2764.78 -4657.33 -1107.28
