# Time-averaged data for fix eint_out
# TimeStep c_eint_total c_eint_water c_eint_pair
8672000 -2981.16 -4536.54 -1201.39
8673000 -2998.02 -4562.89 -1205.5
8674000 -2996.5 -4585.89 -1206.89
8675000 -2968.56 -4599.9 -1193.18
8676000 -2980.66 -4594.12 -1185.17
8677000 -2983.71 -4532.17 -1189.66
8678000 -3011.34 -4524.99 -1208.81
8679000 -2978.74 -4564.55 -1201.82
8680000 -3009.81 -4532.97 -1201.24
8681000 -2967.43 -4619.77 -1199.96
8682000 -2999.13 -4539.22 -1184.79
8683000 -2975.33 -4610.55 -1187.03
8684000 -2957.92 -4627.01 -1170.64
8685000 -2971.27 -4674.92 -1183.06
8686000 -3003.71 -4604.65 -1195.67
8687000 -3031.25 -4552.32 -1208.51
8688000 -2997.9 -4555.99 -1197.58
8689000 -3004.73 -4592.67 -1200.49
8690000 -3040.38 -4507.25 -1220.49
8691000 -3006.73 -4560.75 -1194.63
8692000 -3042.4 -4498.7 -1211
8693000 -3014.55 -4592.27 -1194.76
8694000 -3026.72 -4538.57 -1212.11
8695000 -3004.19 -4555.31 -1193.8
8696000 -2962.55 -4560.88 -1178.97
8697000 -2972.44 -4552.94 -1185.16
8698000 -2991.32 -4538.17 -1210.1
8699000 -2979.3 -4549.02 -1188.07
8700000 -2945.88 -4541.99 -1167.12
8701000 -2962.65 -4534.38 -1184.83
8702000 -2993.47 -4501.75 -1187.35
8703000 -2950.63 -4514.18 -1182.3
8704000 -2940.74 -4579.3 -1184.47
8705000 -2986.1 -4519.7 -1194.29
8706000 -2956.73 -4526.73 -1198.03
8707000 -2951.88 -4573.25 -1201.72
8708000 -2963.83 -4579.8 -1201.51
8709000 -3004.27 -4460.17 -1219.59
8710000 -3034.57 -4394.92 -1211.19
8711000 -3028.67 -4405.3 -1208.92
8712000 -2965.31 -4419.8 -1181.05
8713000 -2987.16 -4386.72 -1199.11
8714000 -2960.02 -4434.49 -1193.09
8715000 -2975.1 -4427.37 -1170.86
8716000 -2969.98 -4445.47 -1172.76
8717000 -2962.53 -4486.79 -1170.76
8718000 -2968.62 -4484.65 -1162.06
8719000 -2896.74 -4536.89 -1151.69
8720000 -2926.67 -4451.32 -1163.78
8721000 -2932 -4476.91 -1183.39
8722000 -2879.44 -4511.72 -1161.45
8723000 -2894.19 -4471.89 -1161.76
8724000 -2938.88 -4409.15 -1173.98
8725000 -2920.07 -4384.12 -1174.12
8726000 -2923.49 -4446.26 -1198.1
8727000 -2899.17 -4471.2 -1184.83
8728000 -2984.81 -4392.35 -1206.84
8729000 -2942.16 -4436.97 -1188.97
8730000 -2946 -4451.57 -1203.99
8731000 -2907.23 -4491.22 -1185.94
8732000 -2872.87 -4532.37 -1160.17
8733000 -2867.59 -4492.24 -1151.41
8734000 -2840.62 -4516.15 -1157.35
8735000 -2884.87 -4452.81 -1179.66
8736000 -2899.42 -4477.02 -1183.55
8737000 -2877.5 -4496.41 -1172.63
8738000 -2926.06 -4481.76 -1178.22
8739000 -2928.09 -4487.62 -1184.85
8740000 -2868.34 -4571.17 -1166.41
8741000 -2910.96 -4542.48 -1197.07
8742000 -2913.69 -4557.41 -1184.32
8743000 -2912.05 -4540.8 -1203.1
8744000 -2916.48 -4538.3 -1208.13
8745000 -2881.75 -4566.58 -1197.43
8746000 -2831.27 -4575.67 -1183.29
8747000 -2844.64 -4526.16 -1175.42
8748000 -2878.76 -4433.2 -1184.33
8749000 -2916.68 -4421.14 -1189.53
8750000 -2908.69 -4514.56 -1197.17
8751000 -2881.63 -4512.92 -1173.46
8752000 -2933.57 -4445.11 -1190.14
8753000 -2915.57 -4449.91 -1183.27
8754000 -2935.28 -4390.46 -1205.06
8755000 -2908.72 -4491.65 -1200.08
8756000 -2883.14 -4546.97 -1195.1
8757000 -2916.66 -4476.89 -1218.4
8758000 -2918.91 -4521.09 -1208.12
8759000 -2902.7 -4543.76 -1194.49
8760000 -2901.62 -4497.5 -1191.41
8761000 -2896.77 -4507.62 -1175.34
8762000 -2927.8 -4464.06 -1195.72
8763000 -2946.45 -4475.35 -1204.23
8764000 -2934.71 -4499.34 -1179.36
8765000 -2928.9 -4528.59 -1194.93
8766000 -2859.95 -4606.29 -1180.98
8767000 -2919.37 -4536.21 -1191.93
8768000 -2932.66 -4557.79 -1193.26
8769000 -2908.13 -4598.37 -1201.62
8770000 -2940.55 -4584.88 -1193.63
8771000 -2969.19 -4543.56 -1215.93
8772000 -2935.84 -4562.39 -1198.73
8773000 -2979.35 -4491.77 -1195.8
8774000 -2949.9 -4480 -1196.12
8775000 -2947.8 -4557.03 -1211.58
8776000 -2980.55 -4513.67 -1214.46
8777000 -2982.78 -4557.45 -1213.15
8778000 -2952.09 -4590.93 -1200.55
8779000 -2951.24 -4572.48 -1200
8780000 -2939.87 -4590.91 -1200.4
8781000 -2955.6 -4564.35 -1192.13
8782000 -2935.75 -4552.91 -1190.42
8783000 -2923.81 -4530.73 -1196.39
8784000 -2918.75 -4540.41 -1180.79
8785000 -2933.21 -4581.35 -1189.54
8786000 -3017.94 -4435.97 -1207.74
8787000 -2984.24 -4484.92 -1196.63
8788000 -2995.21 -4429.62 -1201.69
8789000 -2988.17 -4435.71 -1202.89
8790000 -2901.41 -4508.96 -1191.38
8791000 -2891.53 -4540.96 -1188.19
8792000 -2954.32 -4456.6 -1205.26
8793000 -2952.93 -4495.43 -1192.85
8794000 -2887.76 -4547.84 -1189.61
8795000 -2848.11 -4582.89 -1181.69
8796000 -2860.37 -4557.3 -1186.28
8797000 -2859.81 -4559.55 -1199.77
8798000 -2908.42 -4534.28 -1204.9
8799000 -2871.9 -4621.58 -1192.4
8800000 -2838.26 -4655.64 -1158.14
8801000 -2811.33 -4721.36 -1169.32
8802000 -2847.48 -4655.51 -1179.1
8803000 -2800.19 -4739.39 -1159.54
8804000 -2850.16 -4659.37 -1174.84
8805000 -2853.96 -4700.12 -1173.2
8806000 -2875.13 -4666.15 -1187.28
8807000 -2887.06 -4642.41 -1187.62
8808000 -2948.37 -4549.92 -1188.33
8809000 -2910.21 -4585.99 -1173.42
8810000 -2936.19 -4635.34 -1182.83
8811000 -2870.23 -4642.64 -1172.39
8812000 -2864.22 -4638.05 -1184.77
8813000 -2826.05 -4661.96 -1160.8
8814000 -2828.38 -4660.75 -1165.22
8815000 -2855.91 -4646.31 -1177.69
8816000 -2836.94 -4668.92 -1171.92
8817000 -2827.23 -4695.84 -1174.87
8818000 -2808.99 -4732.36 -1166.01
8819000 -2870.08 -4664.39 -1188.91
8820000 -2908.66 -4625.39 -1204.57
8821000 -2839.85 -4693.79 -1191.67
8822000 -2857.74 -4691.09 -1194.67
8823000 -2868.51 -4653.67 -1192.29
8824000 -2844.46 -4587.07 -1192.09
8825000 -2828.18 -4664.9 -1183.35
8826000 -2856.35 -4578.51 -1189.4
8827000 -2840.72 -4615.64 -1179.33
8828000 -2861.34 -4689.53 -1188.42
8829000 -2816.89 -4739.85 -1162.51
8830000 -2829.52 -4707.17 -1169.73
8831000 -2847.58 -4687.23 -1169.77
8832000 -2749.61 -4781.45 -1130.15
8833000 -2839.53 -4675.62 -1154.6
8834000 -2873.09 -4658.48 -1180.47
8835000 -2875.79 -4699.23 -1183.53
8836000 -2839.09 -4768.84 -1174.87
8837000 -2893.15 -4652.85 -1206.95
8838000 -2926.2 -4608.15 -1208.11
8839000 -2891.2 -4632.75 -1184.46
8840000 -2860.65 -4651.94 -1169.39
8841000 -2854.73 -4720.72 -1167.17
8842000 -2843.98 -4697.97 -1165.74
8843000 -2876.42 -4714.18 -1178.48
8844000 -2893.05 -4686.36 -1195.29
8845000 -2852.05 -4686.72 -1176.57
8846000 -2890.3 -4632.22 -1188.77
8847000 -2916.94 -4694.07 -1199.43
8848000 -2926.45 -4688.54 -1198.48
8849000 -2891.48 -4692.03 -1190.57
8850000 -2925.18 -4608.52 -1188.01
8851000 -2921.17 -4604.05 -1192.56
8852000 -2888.92 -4635.72 -1175.47
8853000 -2877.36 -4656.52 -1167.72
8854000 -2881.14 -4672.11 -1181.7
8855000 -2858.89 -4705.38 -1194.5
8856000 -2836.43 -4704.29 -1173.11
8857000 -2801.28 -4701.03 -1174.22
8858000 -2843.64 -4637.67 -1177.15
8859000 -2853.41 -4657.63 -1180.35
8860000 -2862.52 -4616.44 -1189.21
8861000 -2837.45 -4615.56 -1175.39
8862000 -2825.48 -4684.95 -1172.27
8863000 -2850.03 -4645.54 -1182.94
8864000 -2818.98 -4706.63 -1171.31
8865000 -2803.28 -4671.43 -1162.61
8866000 -2812.63 -4635.38 -1158.53
8867000 -2851.82 -4679.36 -1165.7
8868000 -2870.88 -4688.6 -1164.35
8869000 -2838.7 -4702.71 -1160.92
8870000 -2856.36 -4660.73 -1176.95
8871000 -2834.38 -4681.07 -1151.76
8872000 -2827.95 -4648.34 -1156.75
8873000 -2805.47 -4706.49 -1175.69
8874000 -2787.15 -4739.04 -1166.34
8875000 -2811.03 -4673.07 -1181.91
8876000 -2854.44 -4604.51 -1183.72
8877000 -2843.34 -4655.54 -1182.9
8878000 -2816.65 -4675.4 -1166.32
8879000 -2803.17 -4630.33 -1162.03
8880000 -2803.12 -4639.14 -1155.77
8881000 -2806.15 -4682.48 -1159.56
8882000 -2822.6 -4682.01 -1163.4
8883000 -2851.79 -4601.23 -1172.54
8884000 -2826.19 -4662.75 -1165.93
8885000 -2818.66 -4678.99 -1177.64
8886000 -2814.14 -4668.4 -1165.22
8887000 -2835.5 -4643.83 -1184.3
8888000 -2819.28 -4650.6 -1163.41
8889000 -2867.24 -4591.23 -1181.46
8890000 -2858.11 -4619.88 -1186.47
8891000 -2847 -4662.54 -1182.89
8892000 -2908.85 -4601.76 -1197.62
8893000 -2956.42 -4561.63 -1201.66
8894000 -2931.68 -4562.79 -1187.98
8895000 -2891.32 -4581.81 -1183.85
8896000 -2911.79 -4543.15 -1186.13
8897000 -2876.53 -4661.8 -1175.68
8898000 -2861.49 -4692.81 -1169.02
8899000 -2923.62 -4653.64 -1193.08
8900000 -2879.19 -4655.58 -1173.05
8901000 -2896.74 -4698.22 -1179.6
8902000 -2906.81 -4632.17 -1188.98
8903000 -2885.39 -4671.17 -1170.58
8904000 -2880.71 -4607.66 -1168.48
8905000 -2838.34 -4679.85 -1169.61
8906000 -2815.44 -4696.52 -1165.92
8907000 -2853.65 -4682.07 -1171.89
8908000 -2857.45 -4718.9 -1169.44
8909000 -2871.08 -4672.66 -1174.61
8910000 -2872.81 -4652.44 -1166.4
8911000 -2901.3 -4629.5 -1177.96
8912000 -2859.52 -4723.05 -1166.03
8913000 -2853.45 -4754.12 -1174.18
8914000 -2853.7 -4684.81 -1180.35
8915000 -2843.14 -4695.93 -1180.68
8916000 -2850.62 -4720.46 -1183.23
8917000 -2867.36 -4724.43 -1184.47
8918000 -2850.02 -4786.3 -1189.44
8919000 -2893.81 -4762.24 -1193.86
8920000 -2917.3 -4724.28 -1207.17
8921000 -2917.61 -4721.05 -1199.32
8922000 -2921.09 -4680.82 -1201.99
8923000 -2898.06 -4666.37 -1189.56
8924000 -2939.48 -4626.28 -1195.8
8925000 -2905.44 -4720.07 -1193.65
8926000 -2854.62 -4758.34 -1184.3
8927000 -2881.62 -4713.34 -1197.81
8928000 -2928.62 -4671.16 -1213.05
8929000 -2944.62 -4651.76 -1218.42
8930000 -2888.83 -4754.95 -1205.56
8931000 -2895.14 -4750.97 -1200.13
8932000 -2907.15 -4721.76 -1206.56
8933000 -2913.46 -4784.66 -1209.08
8934000 -2938.08 -4740.66 -1210.85
8935000 -2938.65 -4729.82 -1211.45
8936000 -2880.31 -4768.7 -1183.33
8937000 -2888.23 -4799.33 -1192.69
8938000 -2934.79 -4775.78 -1221.51
8939000 -2871.9 -4791.51 -1211.39
8940000 -2835.79 -4842.29 -1200.26
8941000 -2831.26 -4748.23 -1184.69
8942000 -2854.06 -4750.33 -1184.7
8943000 -2836.96 -4845.47 -1182.98
8944000 -2839.8 -4842.06 -1189.5
8945000 -2838.66 -4818.04 -1192.06
8946000 -2831.88 -4840.26 -1181.6
8947000 -2839.7 -4843.39 -1191.27
8948000 -2839.54 -4845.53 -1191.47
8949000 -2846.28 -4849.18 -1175.82
8950000 -2827.63 -4837.99 -1166.56
8951000 -2823.94 -4800.43 -1173.49
8952000 -2814.92 -4855.21 -1184.19
8953000 -2824.06 -4803.92 -1164.76
8954000 -2836.36 -4809.5 -1193.02
8955000 -2808.04 -4906.72 -1197.42
8956000 -2849.55 -4813.93 -1200.82
8957000 -2844.76 -4832.72 -1211.56
8958000 -2894.4 -4759.92 -1219.4
8959000 -2890.58 -4742.29 -1217.9
8960000 -2894.27 -4753.28 -1220.55
8961000 -2933.34 -4668.25 -1223.59
8962000 -2911.78 -4686.95 -1217.85
8963000 -2829.29 -4765.41 -1198.35
8964000 -2847.81 -4783.95 -1193.16
8965000 -2872.06 -4804.18 -1204.1
8966000 -2869.84 -4780.71 -1202.71
8967000 -2843.2 -4766.4 -1200.71
8968000 -2889.51 -4661.35 -1190.32
8969000 -2887.82 -4710.87 -1200.41
8970000 -2879.57 -4734.46 -1182.3
8971000 -2861.59 -4725.84 -1166.98
8972000 -2898.19 -4635.5 -1176.89
8973000 -2850.86 -4724.73 -1170.79
8974000 -2841.34 -4783.17 -1177.54
8975000 -2854.15 -4770.03 -1190.71
8976000 -2895.13 -4699.35 -1195.06
8977000 -2880.3 -4692.94 -1186.34
8978000 -2876.78 -4726.18 -1208.66
8979000 -2851.45 -4766.62 -1190.8
8980000 -2878.75 -4776.54 -1211.75
8981000 -2890.83 -4778.02 -1220.12
8982000 -2871.95 -4750.01 -1205.16
8983000 -2880.25 -4772.88 -1197.3
8984000 -2880.49 -4765.06 -1199.12
8985000 -2892.9 -4729.94 -1214.21
8986000 -2848.56 -4743.06 -1190.31
8987000 -2869.34 -4726.66 -1189.54
8988000 -2883.01 -4700.68 -1190.64
8989000 -2871.72 -4731.07 -1190.59
8990000 -2848.28 -4752.67 -1190.22
8991000 -2901.64 -4694.11 -1206.9
8992000 -2946.56 -4634.36 -1208.77
8993000 -2859.76 -4670.32 -1169.65
8994000 -2877.86 -4689.51 -1173.94
8995000 -2865.23 -4757.85 -1176.09
8996000 -2854.33 -4739.64 -1179.84
8997000 -2869.12 -4615.8 -1180.2
8998000 -2821.14 -4630.58 -1164.83
8999000 -2872.47 -4653.15 -1175.67
9000000 -2899.88 -4577.54 -1182.06
9001000 -2889.16 -4585.49 -1186.11
9002000 -2866.5 -4711.34 -1182.99
9003000 -2845.29 -4711.95 -1171.11
9004000 -2853.53 -4703.54 -1178.23
9005000 -2898.85 -4649 -1181.46
9006000 -2864.4 -4765.44 -1180.9
9007000 -2880.69 -4766.08 -1186.59
9008000 -2872.47 -4747.34 -1182.31
9009000 -2866.27 -4763.71 -1171.26
9010000 -2836.34 -4777.04 -1156.41
9011000 -2817.97 -4832.87 -1150.51
9012000 -2880.54 -4683.98 -1173.26
9013000 -2856.55 -4737.97 -1175.63
9014000 -2875.8 -4662.86 -1190
9015000 -2899.04 -4694.05 -1200.32
9016000 -2918.39 -4642.96 -1209.82
9017000 -2850.81 -4715.07 -1183.84
9018000 -2776 -4814.06 -1157.14
9019000 -2793.88 -4779.4 -1177.34
9020000 -2906.41 -4664.15 -1203.75
9021000 -2866.34 -4713.55 -1173
9022000 -2832.44 -4747.15 -1178.18
9023000 -2869.55 -4717.18 -1176.81
9024000 -2947.31 -4733.17 -1204.05
9025000 -2925.04 -4772.04 -1191.97
9026000 -2893.55 -4721.18 -1186.84
9027000 -2885.69 -4676.84 -1201.74
9028000 -2886.39 -4755.97 -1200.77
9029000 -2902.71 -4698.61 -1197.8
9030000 -2895.38 -4712.16 -1193.39
9031000 -2894.85 -4692.52 -1195.02
9032000 -2910.79 -4738.6 -1196.17
9033000 -2901.19 -4754.1 -1187.22
9034000 -2920.45 -4713.77 -1200.9
9035000 -2896.61 -4728.45 -1200.71
9036000 -2873.11 -4743.82 -1181.82
9037000 -2902.18 -4749.24 -1174.51
9038000 -2894.29 -4774.31 -1183.47
9039000 -2845.82 -4802.97 -1172.01
9040000 -2874.9 -4800.95 -1190.3
9041000 -2886.2 -4834.1 -1191.28
9042000 -2899.48 -4776.25 -1183.02
9043000 -2894.17 -4783.33 -1188.22
9044000 -2851.74 -4808.76 -1174.03
9045000 -2830.86 -4795.51 -1170.75
9046000 -2850.36 -4777.96 -1187.17
9047000 -2870.56 -4702.5 -1187.55
9048000 -2852.27 -4752.46 -1180.83
9049000 -2814.87 -4734.71 -1167.68
9050000 -2835.44 -4744.93 -1157.76
9051000 -2821.15 -4775.29 -1162.74
9052000 -2818.58 -4712.58 -1165.29
9053000 -2822.37 -4721.35 -1162.65
9054000 -2790.21 -4793.58 -1156.64
9055000 -2816.8 -4725.87 -1151.92
9056000 -2832.46 -4738.12 -1158.13
9057000 -2865.51 -4737.67 -1173.66
9058000 -2849.74 -4782 -1172.46
9059000 -2845.49 -4778.47 -1170.33
9060000 -2844.17 -4734.66 -1169.9
9061000 -2857.37 -4676.8 -1167.02
9062000 -2847.72 -4669.22 -1173.87
9063000 -2811.96 -4661.65 -1149.11
9064000 -2836.95 -4606.74 -1175.16
9065000 -2799.13 -4655.6 -1159.85
9066000 -2784.77 -4645 -1160.54
9067000 -2819.89 -4650.65 -1175.26
9068000 -2827.83 -4594.69 -1172.62
9069000 -2815.28 -4629.95 -1183.17
9070000 -2845.71 -4634.59 -1191.65
9071000 -2880.01 -4602.75 -1184.81
9072000 -2867.57 -4652.29 -1172.18
9073000 -2868.61 -4656.38 -1162.92
9074000 -2896.79 -4602.1 -1172.71
9075000 -2825.05 -4632.48 -1148.05
9076000 -2829.03 -4757.53 -1158.62
9077000 -2873.01 -4684.96 -1166.62
9078000 -2838.29 -4748.21 -1171.4
9079000 -2871.18 -4710.79 -1183.6
9080000 -2901.75 -4727.55 -1186.9
9081000 -2867.41 -4727.33 -1162.8
9082000 -2898.06 -4668.63 -1166.7
9083000 -2930.86 -4714.37 -1177.66
9084000 -2907.05 -4728.46 -1176.16
9085000 -2897.68 -4691.67 -1172.95
9086000 -2908.58 -4764.48 -1191.91
9087000 -2942.33 -4704.56 -1201.27
9088000 -2995.86 -4612.35 -1190.55
9089000 -2974.79 -4673.89 -1198.66
9090000 -2932.82 -4688.01 -1182.64
9091000 -2927.86 -4648.84 -1188.55
9092000 -2843.59 -4736.09 -1163.68
9093000 -2866.24 -4692.7 -1171.91
9094000 -2879.42 -4701.66 -1163.91
9095000 -2873.87 -4693.83 -1156.94
9096000 -2876.48 -4678.67 -1152.95
9097000 -2885.47 -4674.12 -1158.81
9098000 -2932.91 -4641.31 -1170.53
9099000 -2896.65 -4707.61 -1162.81
9100000 -2932.55 -4645.23 -1185.76
9101000 -2963.77 -4648.7 -1191
9102000 -2985.94 -4581.38 -1195.97
9103000 -2983.03 -4652.36 -1206.98
9104000 -2996.14 -4558.6 -1205.41
9105000 -2956.36 -4580.27 -1177.86
9106000 -2912.17 -4682.76 -1179.73
9107000 -2906.4 -4612.27 -1182.82
9108000 -2897.83 -4610.47 -1185.21
9109000 -2940.57 -4576.6 -1184.7
9110000 -2943.87 -4649.16 -1190.71
9111000 -2920.05 -4664.94 -1184.36
9112000 -2955.1 -4635.14 -1201.03
9113000 -2938.48 -4707.63 -1190.84
9114000 -2994.23 -4626.56 -1217.44
9115000 -2977.44 -4631.49 -1216.19
9116000 -2943.39 -4692.62 -1206.75
9117000 -2965.29 -4615.01 -1223.9
9118000 -2916.15 -4595.38 -1187.26
9119000 -2915.4 -4649.35 -1183.2
9120000 -2946.37 -4626.4 -1185.51
9121000 -2909.7 -4648.47 -1192.85
9122000 -2899.47 -4636.6 -1182.95
9123000 -2925.08 -4644.1 -1188.07
9124000 -2957.5 -4611.07 -1187.99
9125000 -2953.39 -4652.51 -1190.48
9126000 -2913.13 -4685.86 -1184.82
9127000 -2958.19 -4618.88 -1204.42
9128000 -2916.04 -4670.37 -1192.45
9129000 -2937.39 -4658.47 -1193.91
9130000 -2897.98 -4706.82 -1180.49
9131000 -2911.98 -4759.72 -1195.56
9132000 -2890.42 -4736.2 -1182.48
9133000 -2905.66 -4698.17 -1200.24
9134000 -2866.41 -4693.66 -1182.23
9135000 -2858.63 -4769.77 -1185.48
9136000 -2890.86 -4723.76 -1195.96
9137000 -2902.92 -4626.04 -1190.96
9138000 -2884.41 -4656.91 -1177.7
9139000 -2861.87 -4717.47 -1166.04
9140000 -2837.28 -4777.2 -1163.04
9141000 -2868.67 -4747.7 -1164.97
9142000 -2889.63 -4749.42 -1183.54
9143000 -2933.63 -4770.02 -1196.82
9144000 -2907.36 -4729.45 -1189.93
9145000 -2910.95 -4727.35 -1198.87
9146000 -2932.14 -4636.22 -1199.15
9147000 -2918.92 -4691.74 -1186.84
9148000 -2912.31 -4670.4 -1188.86
9149000 -2923.8 -4676.67 -1195.96
9150000 -2934.88 -4614.62 -1197.6
9151000 -2852.32 -4722.22 -1183.54
9152000 -2816.15 -4772.08 -1179.88
9153000 -2875.47 -4782.43 -1183.64
9154000 -2883.52 -4724.39 -1185.13
9155000 -2891.62 -4673.23 -1193.41
9156000 -2886.24 -4740.34 -1187.05
9157000 -2899.15 -4707.79 -1178.85
9158000 -2865.29 -4711.65 -1156.71
9159000 -2866.55 -4738.93 -1161.8
9160000 -2899.3 -4694.19 -1174.42
9161000 -2880.71 -4637.5 -1177.71
9162000 -2892.21 -4664.68 -1179.44
9163000 -2952.29 -4597.5 -1192.14
9164000 -2928.79 -4662.91 -1193.95
9165000 -2892.31 -4713.17 -1175.58
9166000 -2888.27 -4697.66 -1169.06
9167000 -2938.62 -4662.05 -1188.6
9168000 -2931.02 -4611.91 -1206.51
9169000 -2839.1 -4705.42 -1180.64
9170000 -2897.13 -4653.48 -1203.07
9171000 -2862.07 -4717.71 -1189.8
9172000 -2832.35 -4710.75 -1190.7
9173000 -2824.11 -4587.81 -1168.4
9174000 -2894.43 -4627.64 -1182.18
9175000 -2870.47 -4666.85 -1173.82
9176000 -2865.43 -4748.85 -1184.45
9177000 -2906.5 -4679.13 -1191.54
9178000 -2874.28 -4652.37 -1179.89
9179000 -2870.48 -4646.6 -1176.97
9180000 -2854.66 -4687.79 -1188.02
9181000 -2901.59 -4621.14 -1189.08
9182000 -2908.69 -4585.71 -1187.54
9183000 -2897.4 -4605.15 -1194.67
9184000 -2923.94 -4576.2 -1208.71
9185000 -2907.04 -4640.79 -1197.76
9186000 -2893.46 -4639 -1179
9187000 -2886.51 -4655.36 -1190.59
9188000 -2927.23 -4641.65 -1194.33
9189000 -2883.27 -4699.72 -1173.52
9190000 -2884.15 -4710.17 -1189.29
9191000 -2888.05 -4675.34 -1201.31
9192000 -2927.75 -4675 -1210.97
9193000 -2903.61 -4688.55 -1182.39
9194000 -2892.32 -4680.65 -1188.27
9195000 -2897.45 -4711.27 -1183.39
9196000 -2902.24 -4705.38 -1177.62
9197000 -2879.19 -4690.79 -1182.7
9198000 -2895.31 -4668.4 -1186.19
9199000 -2897.5 -4624.07 -1200.74
9200000 -2876.37 -4674.95 -1177.8
9201000 -2881.81 -4665.89 -1182.9
9202000 -2902.45 -4579.89 -1202.72
9203000 -2860.09 -4623.62 -1179.52
9204000 -2863.48 -4604.45 -1182.27
9205000 -2855.73 -4681.46 -1173.95
9206000 -2809.51 -4727.28 -1167.9
9207000 -2803.75 -4729.56 -1167.78
9208000 -2770.03 -4788.94 -1158.8
9209000 -2803.59 -4758.12 -1175.16
9210000 -2893.61 -4666.57 -1202.39
9211000 -2880.08 -4651.82 -1191.58
9212000 -2873.38 -4628.15 -1191.95
9213000 -2861.91 -4642.77 -1183.95
9214000 -2879.74 -4581.13 -1181.97
9215000 -2801.33 -4741.36 -1160.97
9216000 -2852.15 -4688.57 -1174.75
9217000 -2897.31 -4516.21 -1187.04
9218000 -2871.68 -4565.98 -1183.45
9219000 -2852.09 -4659.82 -1175.58
9220000 -2829.25 -4738.89 -1166.73
9221000 -2847.34 -4684.76 -1164.65
9222000 -2854.96 -4642.68 -1163.43
9223000 -2854.73 -4589.22 -1171.32
9224000 -2865.21 -4649.81 -1180.72
9225000 -2845.02 -4703.15 -1170.74
9226000 -2846.44 -4684.61 -1178.06
9227000 -2848.37 -4676.7 -1174.45
9228000 -2837.51 -4664.82 -1179.64
9229000 -2864.89 -4702.78 -1181.59
9230000 -2831.72 -4705.5 -1168.79
9231000 -2851.53 -4681.09 -1183.96
9232000 -2901.58 -4645.03 -1197.23
9233000 -2927.58 -4702.31 -1211.23
9234000 -2897.73 -4682.05 -1199.35
9235000 -2915.06 -4622.84 -1187.58
9236000 -2914.71 -4622.1 -1198.77
9237000 -2888.02 -4706.43 -1190.87
9238000 -2876.19 -4695.92 -1179.6
9239000 -2916.87 -4668.06 -1188.28
9240000 -2884 -4622.14 -1171.82
9241000 -2931.06 -4623.46 -1180.76
9242000 -2945.84 -4625.52 -1198.31
9243000 -2899.64 -4624.04 -1182.24
9244000 -2876.95 -4656.26 -1177.01
9245000 -2873.18 -4725.49 -1182.09
9246000 -2859.54 -4737.25 -1169.51
9247000 -2816.77 -4799.26 -1155.65
9248000 -2849.15 -4736 -1163.33
9249000 -2853 -4722.04 -1166.65
9250000 -2835.42 -4733.67 -1154.8
9251000 -2797.21 -4696.47 -1164.06
9252000 -2778.75 -4778.49 -1148.85
9253000 -2806.25 -4685.68 -1159.42
9254000 -2795.54 -4748.77 -1154.97
9255000 -2818.78 -4700.5 -1162.96
9256000 -2841.58 -4685.29 -1175.42
9257000 -2846.77 -4633.67 -1179.99
9258000 -2844.27 -4665.29 -1181.1
9259000 -2831.82 -4709.17 -1187.72
9260000 -2859.08 -4637.26 -1181.22
9261000 -2802.19 -4702.84 -1165.22
9262000 -2804.62 -4716.96 -1172.04
9263000 -2773.54 -4745.59 -1164
9264000 -2850.09 -4641.1 -1185.91
9265000 -2823.61 -4650.31 -1184.21
9266000 -2779.06 -4668.51 -1162.69
9267000 -2764.73 -4648.34 -1157.24
9268000 -2809.6 -4596.88 -1157.03
9269000 -2767.03 -4742.91 -1159.76
9270000 -2775.89 -4677.3 -1161.48
9271000 -2783.94 -4719.32 -1155.6
9272000 -2807.62 -4689.09 -1147.46
9273000 -2842.72 -4654.68 -1160.6
9274000 -2848.9 -4648.28 -1173.51
9275000 -2854.08 -4684.69 -1172.88
9276000 -2873.45 -4653.56 -1176.23
9277000 -2826.44 -4665.42 -1175.05
9278000 -2817.88 -4617.04 -1158.91
9279000 -2844.05 -4644.65 -1178.02
9280000 -2774.94 -4712.36 -1146.48
9281000 -2826.1 -4670.3 -1177.6
9282000 -2775.25 -4752.87 -1173.83
9283000 -2782.71 -4706.86 -1195.45
9284000 -2788.8 -4692.63 -1187.24
9285000 -2781.56 -4692.97 -1162.25
9286000 -2742.74 -4793.84 -1156.18
9287000 -2744.89 -4806.02 -1163.36
9288000 -2761.81 -4740.71 -1180.63
9289000 -2804.76 -4728.45 -1172.47
9290000 -2823.91 -4758.06 -1180.51
9291000 -2779.95 -4843.58 -1180.03
9292000 -2798.69 -4809.62 -1186.62
9293000 -2818.41 -4824.21 -1197.89
9294000 -2793.28 -4831.99 -1190.21
9295000 -2801.77 -4770.06 -1176.28
9296000 -2768.96 -4848.81 -1171.44
9297000 -2770.21 -4857.87 -1172.56
9298000 -2808.83 -4808.49 -1169.4
9299000 -2819.98 -4763.28 -1180.1
9300000 -2816 -4795.91 -1193.32
9301000 -2850.67 -4723.13 -1185.19
9302000 -2836.47 -4703.2 -1191.9
9303000 -2806.38 -4798.19 -1182.72
9304000 -2766.57 -4785.94 -1174.7
9305000 -2779.33 -4790.44 -1197.25
9306000 -2833.98 -4761.19 -1206.69
9307000 -2860 -4678.14 -1213.32
