0	26666190000.0
200	-927826.92
400	-970071.27
600	-984257.74
800	-991132.02
1000	-995079.32
1200	-998415.82
1400	-1000344.2
1600	-1001960.6
1800	-1003306.8
2000	-1004659.8
2200	-1005749.3
2400	-1006681.9
2600	-1007643.3
2800	-1008640.8
3000	-1009257.8
3200	-1009897.2
3400	-1010452.2
3600	-1010886.7
3800	-1011310.4
3931	-1011635.4
3931	-1011635.4
4000	-976492.63
4200	-973762.48
4400	-967126.16
4600	-958372.58
4800	-951119.86
5000	-947056.0
5200	-947116.44
5400	-948590.02
5600	-947830.97
5800	-948336.13
6000	-949134.16
6200	-948575.84
6400	-948707.12
6600	-948375.4
6800	-948267.14
7000	-948509.3
7200	-948756.95
7400	-948330.5
7600	-948758.13
7800	-948539.03
8000	-948747.56
8200	-948954.65
8400	-948674.23
8600	-949000.62
8800	-949194.18
9000	-949032.08
9200	-948932.19
9400	-949270.1
9600	-948531.32
9800	-948280.32
10000	-948909.62
10200	-948608.94
10400	-948785.42
10600	-948727.66
10800	-948382.68
11000	-948810.75
11200	-948902.94
11400	-948775.82
11600	-949199.15
11800	-948973.21
12000	-948973.44
12200	-949217.71
12400	-948446.84
12600	-949158.54
12800	-949198.26
13000	-948716.24
13200	-949616.87
13400	-949600.63
13600	-948610.94
13800	-949198.75
14000	-949556.91
14200	-949365.63
14400	-949499.25
14600	-948887.61
14800	-949307.21
15000	-949403.83
15200	-949109.14
15400	-949203.65
15600	-949350.66
15800	-949133.06
16000	-949221.56
16200	-949578.27
16400	-948983.61
16600	-949391.07
16800	-949507.91
17000	-948914.37
17200	-949388.88
17400	-949426.74
17600	-949480.42
17800	-949336.86
18000	-949089.13
18200	-949158.98
18400	-949708.07
18600	-949139.1
18800	-949369.79
19000	-949779.86
19200	-949152.11
19400	-949256.03
19600	-949308.77
19800	-949342.44
20000	-949485.35
20200	-949989.21
20400	-949060.2
20600	-949406.95
20800	-949035.35
21000	-949206.3
21200	-949286.93
21400	-948928.51
21600	-949538.14
21800	-949431.09
22000	-949261.14
22200	-949426.52
22400	-949267.55
22600	-949761.54
22800	-949362.48
23000	-949347.85
23200	-949768.85
23400	-949752.48
23600	-949495.6
23800	-949477.85
24000	-949230.65
24200	-949704.27
24400	-949061.9
24600	-948943.15
24800	-949479.45
25000	-949083.74
25200	-949781.74
25400	-949471.43
25600	-949167.57
25800	-949228.36
26000	-948917.85
26200	-948942.82
26400	-949395.98
26600	-949243.85
26800	-949459.3
27000	-948971.45
27200	-949244.51
27400	-949457.82
27600	-948903.75
27800	-949167.94
28000	-949717.05
28200	-949681.22
28400	-949632.15
28600	-949609.78
28800	-950476.09
29000	-949377.33
29200	-949606.52
29400	-949829.47
29600	-949294.31
29800	-949420.8
30000	-949887.84
30200	-949036.83
30400	-949726.16
30600	-949606.8
30800	-948816.8
31000	-948775.49
31200	-949437.9
31400	-949425.91
31600	-949053.86
31800	-949449.63
32000	-949304.78
32200	-948736.13
32400	-949287.5
32600	-949016.47
32800	-949556.65
33000	-949600.66
33200	-949013.92
33400	-949615.4
33600	-949824.51
33800	-949385.58
34000	-949252.92
34200	-949895.3
34400	-949391.74
34600	-949134.53
34800	-949938.45
35000	-949632.18
35200	-949509.18
35400	-949415.23
35600	-949792.48
35800	-949488.36
36000	-949525.49
36200	-949533.04
36400	-949576.29
36600	-949655.0
36800	-949763.39
37000	-949060.32
37200	-949559.72
37400	-949411.41
37600	-949394.18
37800	-949559.44
38000	-949852.47
38200	-949336.19
38400	-949162.9
38600	-949554.27
38800	-948973.71
39000	-949339.5
39200	-949628.63
39400	-949612.95
39600	-949155.09
39800	-949182.24
40000	-949498.54
40200	-948995.55
40400	-949174.65
40600	-949312.21
40800	-949746.45
41000	-949564.78
41200	-949846.1
41400	-949809.63
41600	-949461.19
41800	-949577.65
42000	-949617.61
42200	-949370.21
42400	-948863.57
42600	-949527.1
42800	-949942.65
43000	-949482.04
43200	-949906.4
43400	-949773.64
43600	-949346.93
43800	-949496.9
44000	-949216.06
44200	-948835.57
44400	-949403.69
44600	-949808.12
44800	-949537.86
45000	-949296.51
45200	-949752.71
45400	-949539.41
45600	-949301.23
45800	-949322.95
46000	-949580.2
46200	-949654.35
46400	-949676.84
46600	-949511.11
46800	-949399.66
47000	-950072.98
47200	-949592.59
47400	-949210.08
47600	-949834.76
47800	-949963.06
48000	-949675.9
48200	-949881.76
48400	-949736.67
48600	-950007.15
48800	-949641.66
49000	-949202.23
49200	-949713.29
49400	-950539.16
49600	-949765.26
49800	-949499.32
50000	-949647.41
50200	-949578.43
50400	-949291.5
50600	-950096.3
50800	-949595.94
51000	-949632.68
51200	-948801.56
51400	-949765.19
51600	-949132.04
51800	-949633.73
52000	-949775.04
52200	-949576.95
52400	-950115.24
52600	-949953.53
52800	-949836.33
53000	-949218.68
53200	-950000.21
53400	-949711.28
53600	-949240.2
53800	-949728.47
54000	-949864.4
54200	-949804.92
54400	-949632.08
54600	-950008.16
54800	-949033.29
55000	-950242.9
55200	-949962.37
55400	-949169.88
55600	-949768.42
55800	-949956.42
56000	-949168.62
56200	-950077.89
56400	-949951.81
56600	-949535.34
56800	-949637.18
57000	-949927.48
57200	-949471.73
57400	-949851.19
57600	-949513.86
57800	-949274.6
58000	-949420.06
58200	-949755.07
58400	-949529.78
58600	-949394.61
58800	-949042.4
59000	-949624.79
59200	-949531.01
59400	-949280.06
59600	-949544.15
59800	-949729.32
60000	-949345.23
60200	-949915.05
60400	-949424.84
60600	-949665.63
60800	-949940.19
61000	-949457.28
61200	-949559.89
61400	-949109.38
61600	-949757.14
61800	-950200.97
62000	-949675.46
62200	-949519.33
62400	-949574.18
62600	-949709.47
62800	-949732.89
63000	-949899.63
63200	-949609.5
63400	-950057.59
63600	-949881.02
63800	-949340.4
64000	-950021.54
64200	-950020.02
64400	-949751.11
64600	-949518.18
64800	-950258.65
65000	-949357.0
65200	-950023.17
65400	-949743.7
65600	-949498.07
65800	-949881.43
66000	-949483.86
66200	-949931.92
66400	-949153.7
66600	-949781.74
66800	-950047.26
67000	-949601.26
67200	-949389.66
67400	-949156.22
67600	-949643.83
67800	-950156.15
68000	-949176.67
68200	-950115.99
68400	-949623.32
68600	-949438.14
68800	-949490.18
69000	-949927.27
69200	-949828.52
69400	-949702.26
69600	-949994.0
69800	-949375.0
70000	-949873.7
70200	-949830.22
70400	-949848.24
70600	-949810.77
70800	-949409.94
71000	-949818.9
71200	-949511.92
71400	-949896.41
71600	-949611.18
71800	-949312.73
72000	-949903.41
72200	-949505.17
72400	-949391.04
72600	-949878.43
72800	-949814.73
73000	-949888.26
73200	-949583.15
73400	-949290.4
73600	-949538.27
73800	-950093.87
74000	-949603.9
74200	-950217.36
74400	-950161.54
74600	-949560.74
74800	-949885.41
75000	-949782.47
75200	-949453.09
75400	-949414.47
75600	-949066.61
75800	-950224.83
76000	-949692.55
76200	-949273.79
76400	-949438.63
76600	-949422.15
76800	-949539.11
77000	-949561.35
77200	-949506.64
77400	-949941.52
77600	-949840.03
77800	-949531.89
78000	-949694.55
78200	-949624.06
78400	-949785.48
78600	-949830.92
78800	-949579.0
79000	-949840.32
79200	-949372.49
79400	-949384.59
79600	-949246.84
79800	-950155.83
80000	-949726.49
80200	-949406.4
80400	-949211.55
80600	-949339.71
80800	-949681.26
81000	-949386.75
81200	-949951.0
81400	-949698.51
81600	-949637.05
81800	-948884.1
82000	-949623.13
82200	-949053.05
82400	-949610.51
82600	-949574.59
82800	-949179.16
83000	-949801.77
83200	-949916.35
83400	-949443.68
83600	-949700.36
83800	-949517.29
84000	-949958.97
84200	-949815.94
84400	-949447.42
84600	-950121.91
84800	-949527.65
85000	-949197.96
85200	-949684.17
85400	-949739.16
85600	-949298.13
85800	-949520.58
86000	-949734.41
86200	-949594.85
86400	-949881.47
86600	-949459.19
86800	-949133.06
87000	-948986.39
87200	-949527.86
87400	-949311.16
87600	-948889.28
87800	-949558.69
88000	-949830.85
88200	-948872.57
88400	-949272.54
88600	-949288.57
88800	-948981.94
89000	-949387.99
89200	-949922.31
89400	-949823.2
89600	-949237.17
89800	-949630.1
90000	-949705.71
90200	-949652.09
90400	-949740.5
90600	-949437.0
90800	-949620.34
91000	-949824.66
91200	-949387.89
91400	-949895.37
91600	-949878.17
91800	-949048.21
92000	-949789.98
92200	-949487.58
92400	-949086.48
92600	-949793.95
92800	-949196.44
93000	-950014.44
93200	-949687.69
93400	-949674.82
93600	-949496.23
93800	-949910.36
94000	-950375.4
94200	-949622.92
94400	-949476.78
94600	-949859.71
94800	-949412.38
95000	-949592.01
95200	-949686.6
95400	-949755.39
95600	-949042.17
95800	-949032.58
96000	-949195.49
96200	-949860.48
96400	-949471.78
96600	-949809.2
96800	-949417.87
97000	-948982.53
97200	-949267.52
97400	-949733.12
97600	-949011.0
97800	-949518.78
98000	-949648.19
98200	-949573.49
98400	-950234.33
98600	-949587.44
98800	-949832.8
99000	-949842.21
99200	-950094.98
99400	-949653.55
99600	-950299.6
99800	-949998.67
100000	-949996.49
100200	-949540.02
100400	-949944.86
100600	-949704.63
100800	-949421.02
101000	-949691.54
101200	-949653.3
101400	-949598.02
101600	-949215.05
101800	-949964.73
102000	-949809.32
102200	-949755.41
102400	-949532.85
102600	-949688.49
102800	-949458.06
103000	-949284.86
103200	-949357.46
103400	-949744.98
103600	-949263.2
103800	-949411.43
103931	-949401.95
103931	-949401.95
104000	-949580.77
104200	-949607.73
104400	-949602.4
104600	-949302.58
104800	-949625.25
105000	-949207.72
105200	-949999.55
105400	-950009.29
105600	-949253.14
105800	-949584.92
106000	-949940.68
106200	-949629.71
106400	-949541.63
106600	-949536.36
106800	-949748.43
107000	-949589.21
107200	-949429.73
107400	-949862.79
107600	-950075.86
107800	-949404.0
108000	-949476.56
108200	-950232.12
108400	-950010.31
108600	-949740.1
108800	-950182.83
109000	-949626.66
109200	-949566.95
109400	-950246.62
109600	-949561.69
109800	-949609.64
110000	-949787.21
110200	-949465.12
110400	-949484.57
110600	-949777.0
110800	-950075.91
111000	-949503.62
111200	-950046.68
111400	-950102.21
111600	-949751.14
111800	-949990.53
112000	-950050.28
112200	-949821.94
112400	-950177.12
112600	-949426.04
112800	-949868.61
113000	-950020.07
113200	-949486.31
113400	-949808.78
113600	-950105.79
113800	-949906.35
114000	-950054.82
114200	-950104.67
114400	-950217.91
114600	-950318.42
114800	-950200.91
115000	-950127.47
115200	-950151.58
115400	-949629.27
115600	-950253.21
115800	-950579.46
116000	-949922.59
116200	-950448.63
116400	-950757.21
116600	-950097.14
116800	-950385.83
117000	-949689.44
117200	-949928.64
117400	-950447.4
117600	-949938.48
117800	-950290.64
118000	-950194.47
118200	-949862.57
118400	-950439.14
118600	-950845.85
118800	-950366.49
119000	-949907.28
119200	-950508.42
119400	-950131.33
119600	-950386.13
119800	-950746.86
120000	-950108.25
120200	-950639.27
120400	-951049.98
120600	-950617.62
120800	-949774.01
121000	-950318.82
121200	-950566.85
121400	-950063.44
121600	-949754.01
121800	-950553.35
122000	-950184.95
122200	-949922.29
122400	-950591.39
122600	-949978.13
122800	-950410.49
123000	-950299.19
123200	-950457.27
123400	-950106.75
123600	-950270.55
123800	-950172.73
124000	-950911.94
124200	-950291.56
124400	-950288.33
124600	-950531.43
124800	-949992.22
125000	-950434.15
125200	-950314.16
125400	-949981.99
125600	-950507.61
125800	-950608.55
126000	-950168.06
126200	-950033.22
126400	-950259.47
126600	-950245.4
126800	-950426.36
127000	-950198.39
127200	-950780.38
127400	-950544.52
127600	-950798.58
127800	-950349.39
128000	-950505.36
128200	-951148.65
128400	-950875.23
128600	-950555.31
128800	-950273.01
129000	-950458.35
129200	-950204.43
129400	-950649.2
